time_stamp,last_seen,sensor_index,name,model,firmware_version,latitude,longitude,altitude,temperature_a,temperature_b,time_executed,pm2.5_10minute_a,pm2.5_10minute_b,pm2.5_diff,pm2.5_reldiff,pm2.5_jumpa,pm2.5_jumpb,pm2.5_jumpreldiff,pm2.5_qa_flag,pm2.5_uncorrected_avg,humidity_a,humidity_b,rh_diff,rh_jumpa,rh_jumpb,rh_jumpdiff,rh_qa_flag,rh_avg,pm2.5_corrected,updated_version
2025-05-06 00:00:08,05-05-2025 23:58:49,1202,KSC 19,PA-II,6.06b,42.936554,-72.27102,488,63,None,05-06-2025 00:00:02,1.1,0.9,0.2,20.0,0,0,0,Passed,1.0,74,0,74.0,0,0,0.0,RHZB,74,0,True
2025-05-06 00:00:08,05-05-2025 23:57:39,251685,Pembroke_CAMP_Test_BM7,PA-II-SD,7.02,43.13258,-71.4596,211,55,0,05-06-2025 00:00:02,4.3,3.9,0.4,10.0,0,0,0,Passed,4.1,71,0,71.0,0,0,0.0,RHZB,71,0,True
2025-05-06 00:00:08,05-05-2025 23:59:31,251687,Pembroke_CAMP_Test_BM8,PA-II-SD,7.02,43.132607,-71.45935,213,55,0,05-06-2025 00:00:02,4.3,4.4,0.1,2.0,0,0,0,Passed,4.35,75,0,75.0,0,0,0.0,RHZB,75,0,True
2025-05-06 00:00:08,05-05-2025 23:58:03,244091,Center Harbor Fire Station,PA-II-FLEX,7.04,43.708385,-71.46329,558,61,61,05-06-2025 00:00:02,1.4,1.0,0.4,33.0,0,0,0,Passed,1.2,61,61,0.0,0,0,0.0,Passed,61.0,0,True
2025-05-06 00:00:08,05-05-2025 23:58:21,221421,Nashua 2,PA-II-FLEX,7.04,42.7496,-71.51419,198,59,59,05-06-2025 00:00:02,5.2,5.1,0.1,2.0,0,0,0,Passed,5.15,60,60,0.0,0,0,0.0,Passed,60.0,1.1,True
2025-05-06 00:00:08,05-05-2025 23:59:25,220415,Nashua 1,PA-II-FLEX,7.04,42.75815,-71.4652,151,57,57,05-06-2025 00:00:02,5.6,5.4,0.2,4.0,0,0,0,Passed,5.5,69,69,0.0,0,0,0.0,Passed,69.0,0.69,True
2025-05-06 00:00:08,05-05-2025 23:57:39,200757,Sutton Mills,PA-II-FLEX,7.04,43.33507,-71.95151,750,62,62,05-06-2025 00:00:02,0.8,0.8,0.0,0.0,0,0,0,Passed,0.8,55,55,0.0,0,0,0.0,Passed,55.0,0,True
2025-05-06 00:00:08,05-05-2025 23:59:31,196631,We Share The Air,PA-II-FLEX,7.04,43.18085,-70.866714,140,59,59,05-06-2025 00:00:02,5.7,6.0,0.3,5.0,0,0,0,Passed,5.85,60,60,0.0,0,0,0.0,Passed,60.0,1.53,True
2025-05-06 00:00:08,05-02-2025 12:16:47,194263,Pembroke_CAMP_40,PA-II-FLEX,7.04,43.13209,-71.46017,204,67,67,05-06-2025 00:00:02,11.8,11.9,0.1,1.0,0,0,0,T,T,,50,50,0,0,0.0,Passed,,,True
2025-05-06 00:00:08,05-05-2025 23:58:05,187097,Convergent,PA-II-FLEX,7.04,42.758415,-71.65097,605,60,60,05-06-2025 00:00:02,2.6,2.1,0.5,21.0,0,0,0,Passed,2.35,62,62,0.0,0,0,0.0,Passed,62.0,0,True
2025-05-06 00:00:08,05-05-2025 23:59:03,175137,MHT9 Hanover Street,PA-II-FLEX,7.04,42.990227,-71.43767,357,56,56,05-06-2025 00:00:02,3.6,4.2,0.6,15.0,0,0,0,Passed,3.9,73,73,0.0,0,0,0.0,Passed,73.0,0,True
2025-05-06 00:00:08,05-05-2025 23:58:50,160753,KSC 42,PA-II,7.02,42.957714,-72.3163,521,60,0,05-06-2025 00:00:02,1.6,1.7,0.1,6.0,0,0,0,Passed,1.65,63,0,63.0,0,0,0.0,RHZB,63,0,True
2025-05-06 00:00:08,05-05-2025 23:58:08,154425,MHT4 North End Manchester,PA-II-SD,7.02,43.023964,-71.46163,383,57,0,05-06-2025 00:00:02,4.1,3.9,0.2,5.0,0,0,0,Passed,4.0,68,0,68.0,0,0,0.0,RHZB,68,0,True
2025-05-06 00:00:08,05-05-2025 23:55:28,154045,MHT3 Northwest School Manchester,PA-II-SD,7.02,42.999123,-71.48408,240,53,0,05-06-2025 00:00:02,4.7,4.9,0.2,4.0,0,0,0,T,T,,76,0,0,0,0.0,Passed,,,True
2025-05-06 00:00:08,05-05-2025 23:58:54,154041,MHT2 Glosser/Parkside School2 Manchester,PA-II-SD,7.02,42.988956,-71.47882,190,55,0,05-06-2025 00:00:02,4.4,4.3,0.1,2.0,0,0,0,Passed,4.35,74,0,74.0,0,0,0.0,RHZB,74,0,True
2025-05-06 00:00:08,05-05-2025 23:58:10,189581,New Hampton,PA-II-FLEX,7.04,43.6174,-71.6282,523,64,64,05-06-2025 00:00:02,2.0,2.0,0.0,0.0,0,0,0,Passed,2.0,56,56,0.0,0,0,0.0,Passed,56.0,0,True
2025-05-06 00:00:08,05-05-2025 23:57:57,153987,MHT 6 UU Church,PA-II-SD,7.02,42.998104,-71.45816,250,55,0,05-06-2025 00:00:02,4.1,4.6,0.5,11.0,0,0,0,Passed,4.35,70,0,70.0,0,0,0.0,RHZB,70,0,True
2025-05-06 00:00:08,05-05-2025 23:58:39,154001,MHT7 Hayward Street,PA-II-SD,7.02,42.980053,-71.44131,297,56,0,05-06-2025 00:00:02,5.5,4.6,0.9,18.0,0,0,0,Passed,5.05,70,0,70.0,0,0,0.0,RHZB,70,0.34,True
2025-05-06 00:00:08,05-05-2025 23:59:23,267199,Pembroke_CAMP_Test_BM30,PA-II-SD,7.02,43.13262,-71.4584,229,55,0,05-06-2025 00:00:02,4.2,4.9,0.7,15.0,0,0,0,Passed,4.55,74,0,74.0,0,0,0.0,RHZB,74,0,True
2025-05-06 00:00:08,05-05-2025 23:58:02,267193,Pembroke_CAMP_Test_BM26,PA-II-SD,7.02,43.13261,-71.45895,230,55,0,05-06-2025 00:00:02,4.4,3.9,0.5,12.0,0,0,0,Passed,4.15,71,0,71.0,0,0,0.0,RHZB,71,0,True
2025-05-06 00:00:08,05-05-2025 23:58:37,267195,Pembroke_CAMP_Test_BM28,PA-II-SD,7.02,43.132614,-71.45872,231,54,0,05-06-2025 00:00:02,4.0,3.9,0.1,3.0,0,0,0,Passed,3.95,74,0,74.0,0,0,0.0,RHZB,74,0,True
2025-05-06 00:00:08,05-05-2025 23:57:58,12208,KSC 11,PA-II,7.02,42.94131,-72.28043,507,63,0,05-06-2025 00:00:02,1.1,1.4,0.3,24.0,0,0,0,Passed,1.25,59,0,59.0,0,0,0.0,RHZB,59,0,True
