datetime,location,incident_number,details,retrieval_date
06/26/2025 00:12,Second St / Queen City Ave: @Queen City Bridge,25046566,THEFT,2025-06-27
06/26/2025 16:16,140 Queen City Ave: @FARNUM CENTER,25046755,ASSIST FIRE,2025-06-27
06/26/2025 16:31,443 CHESTNUT ST: @VICTORY PARK,25046760,SPECIAL ATTENTION,2025-06-27
06/26/2025 16:30,265 Village Circle Way: @COUNTRYSIDE VILLAGE #265,25046763,UNWANTED SUBJECT,2025-06-27
06/26/2025 16:27,LONDONDERRY LN / UNION ST,25046758,CHECK SUBJECT,2025-06-27
06/26/2025 16:27,1056 River Rd: @JOHN H. SUNUNU YOUTH SERVICES CENT,25046759,MENTAL HEALTH ISSUE,2025-06-27
06/26/2025 16:19,443 CHESTNUT ST: @VICTORY PARK,25046757,SPECIAL ATTENTION,2025-06-27
06/26/2025 16:17,1500 S Willow St: @DICKS SPORTING GOODS (Mall of N,25046756,ACCIDENT,2025-06-27
06/26/2025 15:59,715 Lake Ave,25046754,ASSIST OTHER AGENCY,2025-06-27
06/26/2025 16:33,755 ELM ST: @VETERAN'S PARK,25046761,SPECIAL ATTENTION,2025-06-27
06/26/2025 15:58,199 MANCHESTER ST,25046753,SPECIAL ATTENTION,2025-06-27
06/26/2025 15:49,350 Hanover St,25046752,NEIGHBOR COMPLAINT,2025-06-27
06/26/2025 15:46,1050 PERIMETER RD,25046751,ASSIST DCYF,2025-06-27
06/26/2025 15:46,140 ORANGE ST,25046750,ASSAULT IN PROGRESS,2025-06-27
06/26/2025 15:43,Granite St / S Main St: @GRANITE SQUARE,25046749,DISABLED MOTOR VEHICLE,2025-06-27
06/26/2025 15:39,70 Notre Dame Ave,25046748,NEIGHBOR COMPLAINT,2025-06-27
06/26/2025 16:31,348 Myrtle St,25046762,ANIMAL COMPLAINTS,2025-06-27
06/26/2025 16:37,BEECH ST / MANCHESTER ST,25046764,TRAFFIC STOP,2025-06-27
06/26/2025 17:29,501 UNION ST: @BRONSTEIN PARK,25046782,SPECIAL ATTENTION,2025-06-27
06/26/2025 17:03,210 Eddy Rd: @MOBIL MART,25046774,LOCKOUTS,2025-06-27
06/26/2025 17:18,1229 S Willow St: @JERSEY MIKE'S,25046780,CHECK CONDITION OF SUBJECT,2025-06-27
06/26/2025 17:15,199 MANCHESTER ST: @FIT - FAMLIES IN TRANSITION,25046779,CHECK SUBJECT,2025-06-27
06/26/2025 17:13,WILSON ST / SPRUCE ST,25046777,CHECK SUBJECT,2025-06-27
06/26/2025 17:11,116 March Ave: @TJ MAXX,25046778,KIDS PROBLEM,2025-06-27
06/26/2025 17:07,21 W River Dr: @COLONIAL VILLAGE #21,25046776,CIVIL STANDBY,2025-06-27
06/26/2025 17:05,655 S Willow St: @THE SHOPPES AT S WILLOW,25046775,ANIMAL BITES,2025-06-27
06/26/2025 17:02,2297 Brown Ave: @DUNKIN DONUTS,25046773,WANTED PERSON CHECK,2025-06-27
06/26/2025 16:39,119 HUSE RD,25046765,TRAFFIC STOP,2025-06-27
06/26/2025 16:52,281 Central St,25046770,ACERT,2025-06-27
