datetime,location,incident_number,details,retrieval_date
06/24/2025 00:08,MAPLE ST / CEDAR ST,25045988,TRAFFIC STOP,2025-06-25
06/24/2025 14:53,92 Orange St,25046196,UNWANTED SUBJECT,2025-06-25
06/24/2025 14:42,110 SPRUCE ST,25046194,CHECK SUBJECT,2025-06-25
06/24/2025 14:36,690 COOLIDGE AVE,25046193,RECOVERED STOLEN MV,2025-06-25
06/24/2025 14:32,LINCOLN ST / SILVER ST,25046192,SPECIAL ATTENTION,2025-06-25
06/24/2025 14:19,313 Boynton St,25046191,THEFT,2025-06-25
06/24/2025 14:15,791 Second St: @NUEVO VALLARTA MEXICAN RESTAURANT,25046189,ALARM BURGLARY,2025-06-25
06/24/2025 14:14,MARYLAND AVE / BRIDGE ST,25046190,CHECK AREA FOR PROBLEM,2025-06-25
06/24/2025 13:46,39 Beech St: @Beech St Shelter,25046188,FRAUD,2025-06-25
06/24/2025 13:43,207 MASON ST: @DUPONT SPLASH PAD,25046187,ANIMAL COMPLAINTS,2025-06-25
06/24/2025 13:34,1117 Elm St: @BRIDGE CAFE,25046186,INVOLUNTARY EMERG. ADMISSION,2025-06-25
06/24/2025 13:27,503 Beech St,25046185,,2025-06-25
06/24/2025 13:17,1382 Elm St,25046184,IDENTITY THEFT,2025-06-25
06/24/2025 13:14,801 Mammoth Rd,25046183,SEXUAL ASSAULT,2025-06-25
06/24/2025 13:11,501 UNION ST: @BRONSTEIN PARK,25046181,SPECIAL ATTENTION,2025-06-25
06/24/2025 13:11,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25046182,MISSING PERSON,2025-06-25
06/24/2025 13:06,313 Calef Rd,25046180,CHECK CONDITION OF SUBJECT,2025-06-25
06/24/2025 14:46,1500 S Willow St: @Dave & Buster's (Mall of New Ha,25046195,CUSTODY DISPUTE,2025-06-25
06/24/2025 14:57,515 S Willow St: @Uhaul 515 S Willow St,25046197,ASSIST OTHER AGENCY,2025-06-25
06/24/2025 12:43,282 Belmont St: @FAMILIES IN TRANSITION #282,25046177,CHECK CONDITION OF SUBJECT,2025-06-25
06/24/2025 15:03,200 HANOVER ST: @HUGH GALLEN HIGH RISE,25046198,SPECIAL ATTENTION,2025-06-25
06/24/2025 16:13,445 WILLOW ST: @VALLEY STREET JAIL,25046212,WAGON TRANSPORT,2025-06-25
06/24/2025 16:11,323 Varney St: @VARNEY STREET QUICK STOP,25046211,KIDS PROBLEM,2025-06-25
06/24/2025 16:11,492 Clay St,25046216,ASSIST DCYF,2025-06-25
