datetime,location,incident_number,details,retrieval_date
06/25/2025 00:03,W AUBURN ST / CANAL ST,25046293,MV PURSUIT,2025-06-26
06/25/2025 16:24,54 Plainfield St,25046477,HOMELESS ISSUES,2025-06-26
06/25/2025 15:31,640 HARVARD ST,25046463,K9 TRAINING,2025-06-26
06/25/2025 15:32,777 S Willow St: @BURLINGTON COAT FACTORY (S WILLO,25046466,CHECK CONDITION OF SUBJECT,2025-06-26
06/25/2025 15:33,777 S Willow St: @BURLINGTON COAT FACTORY (S WILLO,25046465,CHECK CONDITION OF SUBJECT,2025-06-26
06/25/2025 15:37,499 Silver St: @SILVER TOWERS #499,25046467,CHECK AREA FOR PROBLEM,2025-06-26
06/25/2025 15:44,200 Hanover St: @HUGH GALLEN HIGH RISE,25046471,CHECK CONDITION OF SUBJECT,2025-06-26
06/25/2025 15:45,7 Rosewood Ln,25046468,CHECK CONDITION OF SUBJECT,2025-06-26
06/25/2025 15:46,105 Baker St,25046469,HANGUP CALL,2025-06-26
06/25/2025 15:48,750 S PORTER ST,25046470,SPECIAL ATTENTION,2025-06-26
06/25/2025 16:02,199 manchester st,25046472,SPECIAL ATTENTION,2025-06-26
06/25/2025 16:02,127 Elm St: @REAL DEAL AUTO,25046473,CIVIL ISSUE,2025-06-26
06/25/2025 16:14,204 Concord St,25046474,THEFT,2025-06-26
06/25/2025 16:17,221 HANOVER ST: @PEE BARBER SHOP CENTER,25046475,TRAFFIC STOP,2025-06-26
06/25/2025 16:22,252 BELL ST,25046476,BAIL CHECK,2025-06-26
06/25/2025 16:24,26 Pine St,25046482,TRESPASSING,2025-06-26
06/25/2025 16:27,410 Hooksett Rd: @LIVINGSTON PARK,25046480,CHECK AREA FOR PROBLEM,2025-06-26
06/25/2025 00:12,32 Welch Ave,25046294,MENTAL HEALTH ISSUE,2025-06-26
06/25/2025 16:28,218 Cartier St,25046478,ACCIDENT,2025-06-26
06/25/2025 16:30,13 PINE ST,25046479,BAIL CHECK,2025-06-26
06/25/2025 16:32,47 o'malley,25046481,ACERT,2025-06-26
06/25/2025 16:35,450 BRIDGE ST: @DERRYFIELD PARK,25046483,CHECK VEHICLE,2025-06-26
06/25/2025 16:39,253 SPRUCE ST,25046484,BAIL CHECK,2025-06-26
06/25/2025 16:40,364 Amory St,25046487,ACCIDENT HIT AND RUN,2025-06-26
06/25/2025 16:44,Hanover St / Kenney St,25046486,ACCIDENT,2025-06-26
06/25/2025 16:45,434 Normand St,25046485,TREE DOWN,2025-06-26
06/25/2025 16:49,199 MANCHESTER ST: @FIT - FAMLIES IN TRANSITION,25046488,SPECIAL ATTENTION,2025-06-26
06/25/2025 16:50,150 Beech St,25046489,ACCIDENT,2025-06-26
06/25/2025 16:54,Hollis St / Elm St,25046490,CHECK CONDITION OF SUBJECT,2025-06-26
06/25/2025 16:56,242 Cedar St,25046491,UNRULY JUVENILE,2025-06-26
06/25/2025 16:59,445 WILLOW ST: @VALLEY STREET JAIL,25046492,WAGON TRANSPORT,2025-06-26
06/25/2025 17:01,13 DUBUQUE ST,25046493,ACERT,2025-06-26
06/25/2025 15:29,26 Sullivan St,25046464,ATTEMPT TO LOCATE,2025-06-26
06/25/2025 15:22,1705 ELM ST: @MEMBERS FIRST CREDIT UNION ELM ST,25046462,MISSING PERSON CHECK,2025-06-26
06/25/2025 15:21,445 Hooksett Rd: @O'REILLY AUTO PARTS,25046461,STOLEN MOTOR VEHICLE,2025-06-26
06/25/2025 15:16,630 River Rd: @STARK PARK,25046460,MISSING PERSON CHECK,2025-06-26
06/25/2025 13:43,1667 Elm St,25046432,CHECK AREA FOR PROBLEM,2025-06-26
06/25/2025 13:44,100 MERRIMACK ST: @HEADQUARTERS,25046430,TRAFFIC STOP,2025-06-26
06/25/2025 13:48,199 MANCHESTER ST: @FIT - FAMLIES IN TRANSITION,25046431,CHECK SUBJECT,2025-06-26
06/25/2025 13:51,445 WILLOW ST: @VALLEY STREET JAIL,25046433,WAGON TRANSPORT,2025-06-26
06/25/2025 13:57,HANOVER ST / MAPLE ST,25046434,TRAFFIC STOP,2025-06-26
06/25/2025 13:58,Maple St / Merrimack St,25046435,ACCIDENT,2025-06-26
06/25/2025 13:58,131 Claire St,25046436,ANIMAL BITES,2025-06-26
06/25/2025 13:59,elm st,25046437,SPECIAL ATTENTION,2025-06-26
06/25/2025 14:01,159 S Wilson St,25046439,CHECK CONDITION OF SUBJECT,2025-06-26
06/25/2025 14:04,405 Valley St: @MPD,25046438,SOC COMPLIANCE,2025-06-26
06/25/2025 14:11,122 MCGREGOR ST: @RITE AID MCGREGOR ST,25046440,BUSINESS CHECK,2025-06-26
06/25/2025 14:14,1037 Elm St: @MARGARITAS,25046448,CRIMINAL THREATENING,2025-06-26
06/25/2025 14:16,168 MANCHESTER ST: @WINONA SOCIAL CLUB,25046441,CHECK SUBJECT,2025-06-26
06/25/2025 14:16,264 MASON ST: @ROCK RIMMON PARK,25046442,SPECIAL ATTENTION,2025-06-26
06/25/2025 14:18,430 YOUVILLE ST: @CULLEROT PARK,25046443,SPECIAL ATTENTION,2025-06-26
06/25/2025 14:20,KIMBALL ST / UPLAND ST,25046444,HOTSPOT PATROL,2025-06-26
06/25/2025 14:21,20 ROUNDSTONE DR: @Irving Oil,25046445,BUSINESS CHECK,2025-06-26
06/25/2025 14:25,1 Elliot Way: @ELLIOT HOSPITAL,25046446,ASSAULT,2025-06-26
06/25/2025 14:26,200 PRECOURT ST: @PISCATAQUOG RIVER PARK,25046447,SPECIAL ATTENTION,2025-06-26
06/25/2025 14:27,Mammoth Rd / Tarrytown Rd,25046449,CHECK CONDITION OF SUBJECT,2025-06-26
06/25/2025 14:35,Orange St / Union St,25046450,ACCIDENT H&R IN PROGRESS,2025-06-26
06/25/2025 14:39,MAPLE ST / ARLINGTON ST,25046451,CHECK SUBJECT,2025-06-26
06/25/2025 14:44,417 Granite St,25046452,ASSAULT,2025-06-26
06/25/2025 14:47,580 Valley St: @DOLLAR TREE VALLEY ST (METRO PCS V,25046454,ROBBERY,2025-06-26
06/25/2025 14:48,80 Dionne Dr,25046456,CHECK SUBJECT,2025-06-26
06/25/2025 14:51,450 Laurel St,25046455,CHECK VEHICLE,2025-06-26
06/25/2025 14:53,99 WARD ST,25046457,CHECK SUBJECT,2025-06-26
06/25/2025 15:08,405 Valley St: @MPD,25046458,SOC COMPLIANCE,2025-06-26
06/25/2025 15:13,125 Bridge St: @PULASKI PARK,25046459,CHECK CONDITION OF SUBJECT,2025-06-26
