datetime,location,incident_number,details,retrieval_date
06/29/2025 00:06,223 James A Pollock Dr: @PARKER VARNEY SCHOOL,25047369,CHECK AREA FOR PROBLEM,2025-06-30
06/29/2025 15:32,107 Putnam St,25047520,KIDS PROBLEM,2025-06-30
06/29/2025 15:47,242 BEECH ST: @7-ELEVEN VALLEY ST,25047522,BUSINESS CHECK,2025-06-30
06/29/2025 15:49,39 BEECH ST: @Beech St Shelter,25047523,CHECK SUBJECT,2025-06-30
06/29/2025 15:51,Brown Ave / 293 S 101 E On Ramp From Brown Ave,25047524,FOUND PROPERTY,2025-06-30
06/29/2025 15:53,242 Cedar St,25047525,NEIGHBOR COMPLAINT,2025-06-30
06/29/2025 15:54,90 Notre Dame Ave,25047526,MISSING PERSON,2025-06-30
06/29/2025 16:01,Union St / Campbell St,25047527,ACCIDENT,2025-06-30
06/29/2025 16:02,99 Eddy Rd: @PLANET FITNESS EDDY RD,25047528,ACCIDENT HIT AND RUN,2025-06-30
06/29/2025 16:06,340 Spruce St,25047529,PORNOGRAPHY,2025-06-30
06/29/2025 16:10,1056 RIVER RD: @YDC,25047530,SPECIAL ATTENTION,2025-06-30
06/29/2025 16:12,725 Gold St: @WALMART,25047531,CRIMINAL MISCHIEF,2025-06-30
06/29/2025 16:20,425 LAKE AVE: @LAKE AVE FOOD MART,25047532,BUSINESS CHECK,2025-06-30
06/29/2025 16:25,445 WILLOW ST: @VALLEY STREET JAIL,25047533,WAGON TRANSPORT,2025-06-30
06/29/2025 16:28,567 Beech St,25047535,HAZARDOUS CONDITION,2025-06-30
06/29/2025 16:28,210 EDDY RD: @MOBIL MART,25047534,BUSINESS CHECK,2025-06-30
06/29/2025 16:43,114 March Ave: @GAMESTOP,25047536,THEFT,2025-06-30
06/29/2025 16:48,Union St / Sagamore St,25047537,PARKING COMPLAINT,2025-06-30
06/29/2025 16:52,244 Cedar St,25047539,NEIGHBOR COMPLAINT,2025-06-30
06/29/2025 16:52,875 Gold St: @MERCEDES BENZ OF MANCHESTER,25047538,ALARM BURGLARY,2025-06-30
06/29/2025 16:57,60 Vassar St,25047540,CHECK CONDITION OF SUBJECT,2025-06-30
06/29/2025 17:01,ELM ST / AUBURN ST,25047541,TRAFFIC STOP,2025-06-30
06/29/2025 17:02,157 Wilmot St,25047542,CIVIL ISSUE,2025-06-30
06/29/2025 17:08,N CHURCH ST / MYRTLE ST,25047543,CHECK SUBJECT,2025-06-30
06/29/2025 17:14,819 Second St: @ashley christopher salon,25047544,CHECK CONDITION OF SUBJECT,2025-06-30
06/29/2025 17:24,70 Notre Dame Ave,25047546,CIVIL ISSUE,2025-06-30
06/29/2025 17:24,100 Jack Lovering Dr: @GREEN ACRES SCHOOL,25047545,ALARM BURGLARY,2025-06-30
06/29/2025 15:36,293 Wilson St: @CMC HEALTHCARE FOR THE HOMELESS SU,25047521,HOMELESS ISSUES,2025-06-30
06/29/2025 15:28,163 S Beech St: @FAMILIES IN TRANSITION  BEECH ST,25047519,HOMELESS ISSUES,2025-06-30
06/29/2025 17:57,UNION ST / AUBURN ST,25047547,TRAFFIC STOP,2025-06-30
06/29/2025 15:19,13500 S Willow St: @BEST WESTERN - S WILLOW,25047518,MEDICAL PROBLEM,2025-06-30
06/29/2025 12:32,77 Dix St,25047492,ACCIDENT,2025-06-30
06/29/2025 12:36,HALL ST / DIX ST,25047493,TRAFFIC STOP,2025-06-30
