time_stamp,last_seen,sensor_index,name,model,firmware_version,latitude,longitude,altitude,temperature_a,temperature_b,time_executed,pm2.5_10minute_a,pm2.5_10minute_b,pm2.5_diff,pm2.5_reldiff,pm2.5_jumpa,pm2.5_jumpb,pm2.5_jumpreldiff,pm2.5_qa_flag,pm2.5_uncorrected_avg,humidity_a,humidity_b,rh_diff,rh_jumpa,rh_jumpb,rh_jumpdiff,rh_qa_flag,rh_avg,pm2.5_corrected,updated_version
2025-01-01 00:00:12,12-31-2024 23:59:56,1202,KSC 19,PA-II,6.06b,42.936554,-72.27102,488,45,None,01-01-2025 00:00:07,32.9,31.6,1.3,4.0,0,0,0,Passed,32.25,58,0,58.0,0,0,0.0,RHZB,58,17.77,True
2025-01-01 00:00:12,12-31-2024 23:57:17,244091,Center Harbor Fire Station,PA-II-FLEX,7.04,43.708385,-71.46329,558,42,42,01-01-2025 00:00:07,29.8,29.9,0.1,0.0,0,0,0,Passed,29.85,54,54,0.0,0,0,0.0,Passed,54.0,16.59,True
2025-01-01 00:00:12,12-31-2024 23:58:40,221421,Nashua 2,PA-II-FLEX,7.04,42.7496,-71.51419,198,55,55,01-01-2025 00:00:07,29.3,32.2,2.9,9.0,0,0,0,Passed,30.75,36,36,0.0,0,0,0.0,Passed,36.0,18.4,True
2025-01-01 00:00:12,12-31-2024 23:59:16,220415,Nashua 1,PA-II-FLEX,7.04,42.75815,-71.4652,151,48,48,01-01-2025 00:00:07,30.8,35.4,4.6,14.0,0,0,0,Passed,33.1,49,49,0.0,0,0,0.0,Passed,49.0,18.92,True
2025-01-01 00:00:12,12-31-2024 23:59:54,200757,Sutton Mills,PA-II-FLEX,7.04,43.33507,-71.95151,750,47,47,01-01-2025 00:00:07,28.8,41.6,12.8,36.0,0,0,0,Passed,35.2,41,41,0.0,0,0,0.0,Passed,41.0,20.76,True
2025-01-01 00:00:12,12-31-2024 23:59:51,196631,We Share The Air,PA-II-FLEX,7.04,43.18085,-70.866714,140,47,47,01-01-2025 00:00:07,23.4,24.6,1.2,5.0,0,0,0,Passed,24.0,54,54,0.0,0,0,0.0,Passed,54.0,13.02,True
2025-01-01 00:00:12,09-27-2024 09:27:34,194263,Pembroke_CAMP_40,PA-II-FLEX,7.04,43.13209,-71.46017,204,73,73,01-01-2025 00:00:07,2.8,2.7,0.1,4.0,0,0,0,T,,54,54,0.0,0,0,0.0,Passed,54.0,,True
2025-01-01 00:00:12,12-31-2024 23:58:27,189581,New Hampton,PA-II-FLEX,7.04,43.6174,-71.6282,523,43,43,01-01-2025 00:00:07,13.5,13.7,0.2,1.0,0,0,0,Passed,13.6,48,48,0.0,0,0,0.0,Passed,48.0,7.1,True
2025-01-01 00:00:12,12-31-2024 23:59:21,175137,MHT9 Hanover Street,PA-II-FLEX,7.04,42.990227,-71.43767,357,46,46,01-01-2025 00:00:07,17.6,14.8,2.8,17.0,0,0,0,Passed,16.2,61,61,0.0,0,0,0.0,Passed,61.0,7.77,True
2025-01-01 00:00:12,12-31-2024 23:59:24,154425,MHT4 North End Manchester,PA-II-SD,7.02,43.023964,-71.46163,383,43,0,01-01-2025 00:00:07,30.9,30.6,0.3,1.0,0,0,0,Passed,30.75,59,0,59.0,0,0,0.0,RHZB,59,16.79,True
2025-01-01 00:00:12,09-30-2024 11:18:01,154045,MHT3 Northwest School Manchester,PA-II-SD,7.02,42.999123,-71.48408,240,85,0,01-01-2025 00:00:07,6.7,6.4,0.3,5.0,0,0,0,T,,37,0,37.0,0,0,0.0,RHZB,37,,True
2025-01-01 00:00:12,12-31-2024 23:58:55,154041,MHT2 Glosser/Parkside School2 Manchester,PA-II-SD,7.02,42.988956,-71.47882,190,39,0,01-01-2025 00:00:07,66.8,64.7,2.1,3.0,0,0,0,Passed,65.75,63,0,63.0,0,0,0.0,RHZB,63,37.86,True
2025-01-01 00:00:12,12-31-2024 23:59:22,154001,MHT7 Hayward Street,PA-II-SD,7.02,42.980053,-71.44131,297,44,0,01-01-2025 00:00:07,25.5,21.6,3.9,17.0,0,0,0,Passed,23.55,62,0,62.0,0,0,0.0,RHZB,62,12.19,True
2025-01-01 00:00:12,12-27-2024 18:03:12,153987,MHT 6 UU Church,PA-II-SD,7.02,42.998104,-71.45816,250,39,0,01-01-2025 00:00:07,37.4,37.5,0.1,0.0,0,0,0,T,,42,0,42.0,0,0,0.0,RHZB,42,,True
2025-01-01 00:00:12,12-31-2024 23:58:13,153814,Pembroke_CAMP_Test_BM30,PA-II-SD,7.02,43.13235,-71.4588,230,36,0,01-01-2025 00:00:07,22.7,23.4,0.7,3.0,0,0,0,Passed,23.05,66,0,66.0,0,0,0.0,RHZB,66,11.6,True
2025-01-01 00:00:12,12-31-2024 23:58:56,187097,Convergent,PA-II-FLEX,7.04,42.758415,-71.65097,605,49,49,01-01-2025 00:00:07,17.7,14.8,2.9,18.0,0,0,0,Passed,16.25,52,52,0.0,0,0,0.0,Passed,52.0,8.43,True
2025-01-01 00:00:12,12-31-2024 23:59:12,153806,Pembroke_CAMP_Test_BM28,PA-II-SD,7.02,43.132317,-71.45911,218,35,0,01-01-2025 00:00:07,22.5,23.1,0.6,3.0,0,0,0,Passed,22.8,66,0,66.0,0,0,0.0,RHZB,66,11.45,True
2025-01-01 00:00:12,12-31-2024 23:59:36,153804,Pembroke_CAMP_Test_BM22,PA-II-SD,7.02,43.13215,-71.46024,203,37,0,01-01-2025 00:00:07,21.6,21.4,0.2,1.0,0,0,0,Passed,21.5,65,0,65.0,0,0,0.0,RHZB,65,10.72,True
2025-01-01 00:00:12,12-31-2024 23:58:37,12208,KSC 11,PA-II,7.02,42.94131,-72.28043,507,44,0,01-01-2025 00:00:07,38.9,41.3,2.4,6.0,0,0,0,Passed,40.1,51,0,51.0,0,0,0.0,RHZB,51,23.05,True
2025-01-01 00:00:12,12-31-2024 23:58:28,115703,"Waterville Valley, NH",PA-II,7.02,43.953625,-71.50886,1493,36,0,01-01-2025 00:00:07,12.6,13.3,0.7,5.0,0,0,0,Passed,12.95,63,0,63.0,0,0,0.0,RHZB,63,5.65,True
2025-01-01 00:00:12,12-31-2024 23:59:55,137660,"Richmond Road, Troy",PA-II,7.02,42.819466,-72.20832,1272,43,0,01-01-2025 00:00:07,2.4,1.7,0.7,34.0,0,0,0,Passed,2.05,58,0,58.0,0,0,0.0,RHZB,58,-0.65,True
2025-01-01 00:00:12,12-31-2024 23:59:52,143456,Junder22,PA-II,7.02,43.08963,-71.50244,619,39,0,01-01-2025 00:00:07,13.7,13.4,0.3,2.0,0,0,0,Passed,13.55,66,0,66.0,0,0,0.0,RHZB,66,5.81,True
2025-01-01 00:00:12,12-31-2024 23:59:31,153746,Pembroke_CAMP_Test_BM27,PA-II-SD,7.02,43.132298,-71.45928,214,38,0,01-01-2025 00:00:07,22.4,22.5,0.1,0.0,0,0,0,Passed,22.45,65,0,65.0,0,0,0.0,RHZB,65,11.3,True
2025-01-01 00:00:12,12-31-2024 23:58:11,153512,MHT5 Northest Manchester- Cutler Lane,PA-II-SD,7.02,43.01304,-71.41953,495,43,0,01-01-2025 00:00:07,12.9,12.7,0.2,2.0,0,0,0,Passed,12.8,66,0,66.0,0,0,0.0,RHZB,66,5.35,True
2025-01-01 00:00:12,12-31-2024 23:59:07,153754,Pembroke_CAMP_Test_BM26,PA-II-SD,7.02,43.13227,-71.4595,209,37,0,01-01-2025 00:00:07,24.1,21.6,2.5,11.0,0,0,0,Passed,22.85,64,0,64.0,0,0,0.0,RHZB,64,11.62,True
2025-01-01 00:00:12,12-31-2024 23:58:12,153756,Pembroke_CAMP_Test_BM25,PA-II-SD,7.02,43.132244,-71.459694,207,37,0,01-01-2025 00:00:07,22.1,21.4,0.7,3.0,0,0,0,Passed,21.75,61,0,61.0,0,0,0.0,RHZB,61,11.16,True
2025-01-01 00:00:12,12-31-2024 23:59:38,153760,Pembroke_CAMP_Test_BM31,PA-II-SD,7.02,43.132362,-71.45863,229,36,0,01-01-2025 00:00:07,21.5,21.7,0.2,1.0,0,0,0,Passed,21.6,62,0,62.0,0,0,0.0,RHZB,62,11.0,True
2025-01-01 00:00:12,12-31-2024 23:58:36,153774,Pembroke_CAMP_Test_BM24,PA-II-SD,7.02,43.132217,-71.45985,204,38,0,01-01-2025 00:00:07,21.1,23.5,2.4,11.0,0,0,0,Passed,22.3,63,0,63.0,0,0,0.0,RHZB,63,11.35,True
2025-01-01 00:00:12,12-31-2024 23:59:06,153784,Pembroke_CAMP_Test_BM23,PA-II-SD,7.02,43.1322,-71.46001,203,37,0,01-01-2025 00:00:07,22.5,21.4,1.1,5.0,0,0,0,Passed,21.95,64,0,64.0,0,0,0.0,RHZB,64,11.07,True
2025-01-01 00:00:12,12-31-2024 23:58:38,153748,Pembroke_CAMP_Test_BM29,PA-II-SD,7.02,43.132336,-71.45894,226,37,0,01-01-2025 00:00:07,22.4,24.0,1.6,7.0,0,0,0,Passed,23.2,62,0,62.0,0,0,0.0,RHZB,62,11.97,True
2025-01-01 00:10:03,01-01-2025 00:09:22,154001,MHT7 Hayward Street,PA-II-SD,7.02,42.980053,-71.44131,297,44,0,01-01-2025 00:10:01,25.3,21.2,4.1,18.0,0.2,0.4,67.0,Passed,23.25,62,0,62.0,0.0,0,0.0,RHZB,62,12.0,True
2025-01-01 00:10:03,01-01-2025 00:09:22,175137,MHT9 Hanover Street,PA-II-FLEX,7.04,42.990227,-71.43767,357,46,46,01-01-2025 00:10:01,17.9,15.1,2.8,17.0,0.3,0.3,0.0,Passed,16.5,61,61,0.0,0.0,0.0,0.0,Passed,61.0,7.95,True
2025-01-01 00:10:03,01-01-2025 00:08:56,154041,MHT2 Glosser/Parkside School2 Manchester,PA-II-SD,7.02,42.988956,-71.47882,190,39,0,01-01-2025 00:10:01,65.2,63.1,2.1,3.0,1.6,1.6,0.0,Passed,64.15,63,0,63.0,0.0,0,0.0,RHZB,63,36.88,True
2025-01-01 00:10:03,09-30-2024 11:18:01,154045,MHT3 Northwest School Manchester,PA-II-SD,7.02,42.999123,-71.48408,240,85,0,01-01-2025 00:10:01,6.7,6.4,0.3,5.0,0.0,0.0,0,T,,37,0,37.0,0.0,0,0.0,RHZB,37,,True
2025-01-01 00:10:03,01-01-2025 00:09:24,154425,MHT4 North End Manchester,PA-II-SD,7.02,43.023964,-71.46163,383,43,0,01-01-2025 00:10:01,29.8,29.2,0.6,2.0,1.1,1.4,24.0,Passed,29.5,59,0,59.0,0.0,0,0.0,RHZB,59,16.02,True
2025-01-01 00:10:03,01-01-2025 00:08:56,187097,Convergent,PA-II-FLEX,7.04,42.758415,-71.65097,605,49,49,01-01-2025 00:10:01,17.3,14.7,2.6,16.0,0.4,0.1,120.0,Passed,16.0,52,52,0.0,0.0,0.0,0.0,Passed,52.0,8.28,True
2025-01-01 00:10:03,01-01-2025 00:09:17,244091,Center Harbor Fire Station,PA-II-FLEX,7.04,43.708385,-71.46329,558,42,42,01-01-2025 00:10:01,32.1,32.4,0.3,1.0,2.3,2.5,8.0,Passed,32.25,52,52,0.0,2.0,2.0,0.0,Passed,52.0,18.19,True
2025-01-01 00:10:03,09-27-2024 09:27:34,194263,Pembroke_CAMP_40,PA-II-FLEX,7.04,43.13209,-71.46017,204,73,73,01-01-2025 00:10:01,2.8,2.7,0.1,4.0,0.0,0.0,0,T,,54,54,0.0,0.0,0.0,0.0,Passed,54.0,,True
2025-01-01 00:10:03,01-01-2025 00:07:51,196631,We Share The Air,PA-II-FLEX,7.04,43.18085,-70.866714,140,47,47,01-01-2025 00:10:01,23.8,24.6,0.8,3.0,0.4,0.0,200.0,Passed,24.2,55,55,0.0,1.0,1.0,0.0,Passed,55.0,13.07,True
2025-01-01 00:10:03,01-01-2025 00:07:54,200757,Sutton Mills,PA-II-FLEX,7.04,43.33507,-71.95151,750,47,47,01-01-2025 00:10:01,28.1,41.0,12.9,37.0,0.7,0.6,15.0,Passed,34.55,41,41,0.0,0.0,0.0,0.0,Passed,41.0,20.37,True
