visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10,True,50,50,WNW 6 mph,30.11,2025-06-13T17:53:08-0400,1749851588,66,66,79,53,66,66,46,Sunny,Sunny,01,32,2025-05-13 17:53:00,08:26 PM,05:03 AM,Alton,43.46,-71.22
10,True,51,51,N 7 mph,30.1,2025-06-13T17:58:20-0400,1749851900,70,70,80,56,70,70,51,Fair,Fair,02,34,2025-05-13 17:58:00,08:26 PM,05:07 AM,Amherst,42.86,-71.62
10,True,45,45,NW 8 mph,30.11,2025-06-13T18:00:30-0400,1749852030,68,68,78,52,68,68,46,Fair,Fair,02,34,2025-05-13 18:00:00,08:27 PM,05:08 AM,Antrim,43.04,-71.95
10,True,50,50,WNW 7 mph,30.12,2025-06-13T17:52:59-0400,1749851579,65,65,77,51,65,65,46,Sunny,Sunny,01,32,2025-05-13 17:52:00,08:29 PM,05:04 AM,Ashland,43.7,-71.63
10,True,52,52,W 13 mph,30.11,2025-06-13T17:55:13-0400,1749851713,65,65,71,53,64,64,47,P Cloudy,Partly Cloudy,35,30,2025-05-13 17:55:00,08:29 PM,05:01 AM,Bartlett,44.07,-71.28
10,True,47,47,WNW 8 mph,30.11,2025-06-13T17:59:09-0400,1749851949,66,66,78,53,66,66,45,Fair,Fair,02,34,2025-05-13 17:59:00,08:27 PM,05:04 AM,Belmont,43.44,-71.48
10,True,49,49,NNW 5 mph,30.11,2025-06-13T17:51:42-0400,1749851502,68,68,78,52,68,68,48,Sunny,Sunny,01,32,2025-05-13 17:51:00,08:27 PM,05:08 AM,Bennington,43.0,-71.92
9,True,44,44,W 9 mph,30.13,2025-06-13T18:00:32-0400,1749852032,64,64,67,46,63,63,42,Fair,Fair,02,34,2025-05-13 18:00:00,08:30 PM,04:59 AM,Berlin city,44.49,-71.26
9,True,48,48,WNW 7 mph,30.13,2025-06-13T17:58:33-0400,1749851913,61,61,67,45,60,60,41,P Cloudy,Partly Cloudy,35,30,2025-05-13 17:58:00,08:31 PM,05:02 AM,Bethlehem,44.28,-71.69
10,True,54,54,WNW 7 mph,30.12,2025-06-13T17:54:43-0400,1749851683,62,62,76,50,62,62,46,Showers Near,Showers in the Vicinity,01,32,2025-05-13 17:54:00,08:29 PM,05:07 AM,Blodgett Landing,43.38,-72.04
10,True,51,51,NW 6 mph,30.12,2025-06-13T17:54:10-0400,1749851650,66,66,79,52,66,66,47,Sunny,Sunny,01,32,2025-05-13 17:54:00,08:28 PM,05:07 AM,Bradford,43.27,-71.96
10,True,48,48,WNW 7 mph,30.12,2025-06-13T17:56:11-0400,1749851771,65,65,78,50,65,65,45,Sunny,Sunny,01,32,2025-05-13 17:56:00,08:29 PM,05:05 AM,Bristol,43.6,-71.75
10,True,52,52,WNW 7 mph,30.13,2025-06-13T17:55:20-0400,1749851720,62,62,74,49,62,62,45,Fair,Fair,02,34,2025-05-13 17:55:00,08:30 PM,05:06 AM,Canaan,43.65,-72.02
10,True,45,45,W 8 mph,30.11,2025-06-13T17:58:04-0400,1749851884,67,67,78,52,67,67,45,Fair,Fair,02,34,2025-05-13 17:58:00,08:27 PM,05:02 AM,Center Ossipee,43.75,-71.15
9,True,46,46,W 10 mph,30.11,2025-06-13T18:00:13-0400,1749852013,65,65,75,52,65,65,44,Fair,Fair,02,34,2025-05-13 18:00:00,08:28 PM,05:03 AM,Center Sandwich,43.81,-71.44
10,True,50,50,NNW 5 mph,30.12,2025-06-13T17:54:11-0400,1749851651,66,66,78,51,66,66,47,Sunny,Sunny,01,32,2025-05-13 17:54:00,08:30 PM,05:09 AM,Charlestown,43.24,-72.42
10,True,50,50,NNW 6 mph,30.12,2025-06-13T17:56:47-0400,1749851807,65,65,79,51,65,65,46,Showers Near,Showers in the Vicinity,01,32,2025-05-13 17:56:00,08:30 PM,05:08 AM,Claremont city,43.38,-72.34
10,True,46,46,WNW 8 mph,30.14,2025-06-13T17:53:40-0400,1749851620,62,62,65,46,61,61,40,P Cloudy,Partly Cloudy,35,30,2025-05-13 17:53:00,08:33 PM,04:59 AM,Colebrook,44.89,-71.49
10,True,49,49,WNW 7 mph,30.11,2025-06-13T17:52:10-0400,1749851530,67,67,81,53,67,67,47,Sunny,Sunny,01,32,2025-05-13 17:52:00,08:27 PM,05:05 AM,Concord city,43.23,-71.56
10,True,51,51,NW 7 mph,30.11,2025-06-13T17:51:21-0400,1749851481,66,66,79,53,66,66,47,Sunny,Sunny,01,32,2025-05-13 17:51:00,08:27 PM,05:06 AM,Contoocook,43.22,-71.71
10,True,47,47,W 8 mph,30.1,2025-06-13T17:53:10-0400,1749851590,68,68,76,52,68,68,47,P Cloudy,Partly Cloudy,35,30,2025-05-13 17:53:00,08:28 PM,05:01 AM,Conway,43.98,-71.13
10,True,53,53,NNW 6 mph,30.1,2025-06-13T17:57:21-0400,1749851841,67,67,79,56,67,67,50,Fair,Fair,02,34,2025-05-13 17:57:00,08:24 PM,05:05 AM,Derry,42.89,-71.28
10,True,54,54,W 5 mph,30.11,2025-06-13T17:59:29-0400,1749851969,67,67,82,57,67,67,49,Fair,Fair,02,34,2025-05-13 17:59:00,08:24 PM,05:03 AM,Dover city,43.19,-70.88
10,True,57,57,W 4 mph,30.11,2025-06-13T17:54:23-0400,1749851663,65,65,82,57,65,65,50,P Cloudy,Partly Cloudy,35,30,2025-05-13 17:54:00,08:24 PM,05:03 AM,Durham,43.14,-70.92
10,True,50,50,N 6 mph,30.1,2025-06-13T17:56:29-0400,1749851789,70,70,81,56,70,70,51,P Cloudy,Partly Cloudy,35,30,2025-05-13 17:56:00,08:25 PM,05:06 AM,East Merrimack,42.87,-71.48
10,True,55,55,NW 5 mph,30.13,2025-06-13T17:51:37-0400,1749851497,63,63,74,52,63,63,46,Showers Near,Showers in the Vicinity,02,34,2025-05-13 17:51:00,08:31 PM,05:06 AM,Enfield,43.64,-72.15
10,True,52,52,WNW 5 mph,30.11,2025-06-13T17:55:36-0400,1749851736,68,68,82,56,68,68,50,P Cloudy,Partly Cloudy,35,30,2025-05-13 17:55:00,08:24 PM,05:04 AM,Epping,43.03,-71.09
10,True,53,53,WSW 7 mph,30.11,2025-06-13T17:58:17-0400,1749851897,68,68,83,57,68,68,50,Fair,Fair,02,34,2025-05-13 17:58:00,08:23 PM,05:04 AM,Exeter,42.98,-70.95
10,True,51,51,WNW 5 mph,30.11,2025-06-13T17:50:55-0400,1749851455,66,66,79,55,66,66,47,Fair,Fair,02,34,2025-05-13 17:50:00,08:25 PM,05:03 AM,Farmington,43.4,-71.07
10,True,48,48,WNW 8 mph,30.11,2025-06-13T17:55:48-0400,1749851748,67,67,79,52,67,67,46,Fair,Fair,02,34,2025-05-13 17:55:00,08:28 PM,05:05 AM,Franklin city,43.45,-71.67
10,True,51,51,NW 7 mph,30.11,2025-06-13T17:57:22-0400,1749851842,67,67,80,54,67,67,48,Fair,Fair,02,34,2025-05-13 17:57:00,08:26 PM,05:06 AM,Goffstown,43.02,-71.6
10,True,48,48,W 12 mph,30.12,2025-06-13T17:54:19-0400,1749851659,65,65,70,49,65,65,45,P Cloudy,Partly Cloudy,35,30,2025-05-13 17:54:00,08:30 PM,04:59 AM,Gorham,44.39,-71.19
10,True,52,52,NNW 4 mph,30.1,2025-06-13T17:56:20-0400,1749851780,69,69,77,52,69,69,51,Fair,Fair,02,34,2025-05-13 17:56:00,08:26 PM,05:08 AM,Greenville,42.77,-71.8
10,True,45,45,WNW 6 mph,30.14,2025-06-13T17:52:15-0400,1749851535,64,64,68,47,64,64,42,P Cloudy,Partly Cloudy,35,30,2025-05-13 17:52:00,08:32 PM,05:00 AM,Groveton,44.6,-71.52
