time_stamp,last_seen,sensor_index,name,model,firmware_version,latitude,longitude,altitude,temperature_a,temperature_b,time_executed,pm2.5_10minute_a,pm2.5_10minute_b,pm2.5_diff,pm2.5_reldiff,pm2.5_jumpa,pm2.5_jumpb,pm2.5_jumpreldiff,pm2.5_qa_flag,pm2.5_uncorrected_avg,humidity_a,humidity_b,rh_diff,rh_jumpa,rh_jumpb,rh_jumpdiff,rh_qa_flag,rh_avg,pm2.5_corrected,updated_version
2024-11-25 00:00:04,11-24-2024 23:59:37,1202,KSC 19,PA-II,6.06b,42.936554,-72.27102,488,47,None,11-25-2024 00:00:01,4.7,4.5,0.2,4.0,0,0,0,Passed,4.6,39,0,39.0,0,0,0.0,RHZB,39,2.24,True
2024-11-25 00:00:04,11-24-2024 23:44:50,244091,Center Harbor Fire Station,PA-II-FLEX,7.04,43.708385,-71.46329,558,41,41,11-25-2024 00:00:01,0.1,0.0,0.1,200.0,0,0,0,T,,39,39,0.0,0,0,0.0,Passed,39.0,,True
2024-11-25 00:00:04,11-24-2024 23:44:27,221421,Nashua 2,PA-II-FLEX,7.04,42.7496,-71.51419,198,47,47,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,30,30,0.0,0,0,0.0,Passed,30.0,,True
2024-11-25 00:00:04,11-24-2024 23:43:21,220415,Nashua 1,PA-II-FLEX,7.04,42.75815,-71.4652,151,44,44,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,37,37,0.0,0,0,0.0,Passed,37.0,,True
2024-11-25 00:00:04,11-24-2024 23:43:54,200757,Sutton Mills,PA-II-FLEX,7.04,43.33507,-71.95151,750,45,45,11-25-2024 00:00:01,0.3,0.9,0.6,100.0,0,0,0,T,,32,32,0.0,0,0,0.0,Passed,32.0,,True
2024-11-25 00:00:04,11-24-2024 23:43:35,196631,We Share The Air,PA-II-FLEX,7.04,43.18085,-70.866714,140,46,46,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,32,32,0.0,0,0,0.0,Passed,32.0,,True
2024-11-25 00:00:04,09-27-2024 09:27:34,194263,Pembroke_CAMP_40,PA-II-FLEX,7.04,43.13209,-71.46017,204,73,73,11-25-2024 00:00:01,2.8,2.7,0.1,4.0,0,0,0,T,,54,54,0.0,0,0,0.0,Passed,54.0,,True
2024-11-25 00:00:04,11-24-2024 23:43:43,189581,New Hampton,PA-II-FLEX,7.04,43.6174,-71.6282,523,44,44,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,35,35,0.0,0,0,0.0,Passed,35.0,,True
2024-11-25 00:00:04,11-24-2024 23:44:31,175137,MHT9 Hanover Street,PA-II-FLEX,7.04,42.990227,-71.43767,357,45,45,11-25-2024 00:00:01,0.1,0.1,0.0,0.0,0,0,0,T,,39,39,0.0,0,0,0.0,Passed,39.0,,True
2024-11-25 00:00:04,11-24-2024 23:43:34,154425,MHT4 North End Manchester,PA-II-SD,7.02,43.023964,-71.46163,383,42,0,11-25-2024 00:00:01,0.1,0.0,0.1,200.0,0,0,0,T,,42,0,42.0,0,0,0.0,RHZB,42,,True
2024-11-25 00:00:04,11-24-2024 23:43:23,154109,Pembroke_CAMP_Test_BM17,PA-II-SD,7.02,43.132,-71.45904,228,40,0,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,45,0,45.0,0,0,0.0,RHZB,45,,True
2024-11-25 00:00:04,11-24-2024 23:44:51,154095,Pembroke_CAMP_Test_BM12,PA-II-SD,7.02,43.13182,-71.460464,206,39,0,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,44,0,44.0,0,0,0.0,RHZB,44,,True
2024-11-25 00:00:04,11-24-2024 23:44:37,154083,Pembroke_CAMP_Test_BM18,PA-II-SD,7.02,43.13203,-71.45875,231,38,0,11-25-2024 00:00:01,0.3,0.0,0.3,200.0,0,0,0,T,,45,0,45.0,0,0,0.0,RHZB,45,,True
2024-11-25 00:00:04,09-30-2024 11:18:01,154045,MHT3 Northwest School Manchester,PA-II-SD,7.02,42.999123,-71.48408,240,85,0,11-25-2024 00:00:01,6.7,6.4,0.3,5.0,0,0,0,T,,37,0,37.0,0,0,0.0,RHZB,37,,True
2024-11-25 00:00:04,11-24-2024 23:44:06,187097,Convergent,PA-II-FLEX,7.04,42.758415,-71.65097,605,46,46,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,38,38,0.0,0,0,0.0,Passed,38.0,,True
2024-11-25 00:00:04,11-24-2024 23:43:53,154021,Pembroke_CAMP_Test_BM20,PA-II-SD,7.02,43.13214,-71.45817,231,39,0,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,44,0,44.0,0,0,0.0,RHZB,44,,True
2024-11-25 00:00:04,11-24-2024 23:44:30,154041,MHT2 Glosser/Parkside School2 Manchester,PA-II-SD,7.02,42.988956,-71.47882,190,40,0,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,44,0,44.0,0,0,0.0,RHZB,44,,True
2024-11-25 00:00:04,11-24-2024 23:44:07,115703,"Waterville Valley, NH",PA-II,7.02,43.953625,-71.50886,1493,34,0,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,50,0,50.0,0,0,0.0,RHZB,50,,True
2024-11-25 00:00:04,11-24-2024 23:43:30,143456,Junder22,PA-II,7.02,43.08963,-71.50244,619,37,0,11-25-2024 00:00:01,0.6,0.5,0.1,18.0,0,0,0,T,,46,0,46.0,0,0,0.0,RHZB,46,,True
2024-11-25 00:00:04,11-24-2024 23:43:33,153512,MHT5 Northest Manchester- Cutler Lane,PA-II-SD,7.02,43.01304,-71.41953,495,39,0,11-25-2024 00:00:01,0.0,0.1,0.1,200.0,0,0,0,T,,46,0,46.0,0,0,0.0,RHZB,46,,True
2024-11-25 00:00:04,11-24-2024 23:44:25,153800,Pembroke_CAMP_Test_BM21,PA-II-SD,7.02,43.132156,-71.45785,235,40,0,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,45,0,45.0,0,0,0.0,RHZB,45,,True
2024-11-25 00:00:04,11-24-2024 23:43:47,153808,Pembroke_CAMP_Test_BM15,PA-II-SD,7.02,43.13197,-71.45951,208,38,0,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,44,0,44.0,0,0,0.0,RHZB,44,,True
2024-11-25 00:00:04,11-24-2024 23:59:36,12208,KSC 11,PA-II,7.02,42.94131,-72.28043,507,45,0,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,ZAB,,35,0,35.0,0,0,0.0,RHZB,35,,True
2024-11-25 00:00:04,11-24-2024 23:43:30,153824,Pembroke_CAMP_Test_BM14,PA-II-SD,7.02,43.131924,-71.45976,208,39,0,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,44,0,44.0,0,0,0.0,RHZB,44,,True
2024-11-25 00:00:04,11-24-2024 23:43:08,153852,Pembroke_CAMP_Test_BM19,PA-II-SD,7.02,43.132088,-71.45847,235,39,0,11-25-2024 00:00:01,0.0,0.0,0.0,0,0,0,0,T,,44,0,44.0,0,0,0.0,RHZB,44,,True
2024-11-25 00:00:04,11-24-2024 23:44:28,153987,MHT 6 UU Church,PA-II-SD,7.02,42.998104,-71.45816,250,42,0,11-25-2024 00:00:01,0.1,0.1,0.0,0.0,0,0,0,T,,40,0,40.0,0,0,0.0,RHZB,40,,True
2024-11-25 00:00:04,11-24-2024 23:44:34,154001,MHT7 Hayward Street,PA-II-SD,7.02,42.980053,-71.44131,297,41,0,11-25-2024 00:00:01,0.1,0.0,0.1,200.0,0,0,0,T,,43,0,43.0,0,0,0.0,RHZB,43,,True
2024-11-25 00:00:04,11-24-2024 23:44:37,154013,Pembroke_CAMP_Test_BM13,PA-II-SD,7.02,43.13189,-71.460045,208,38,0,11-25-2024 00:00:01,0.2,0.0,0.2,200.0,0,0,0,T,,44,0,44.0,0,0,0.0,RHZB,44,,True
2024-11-25 00:00:04,11-24-2024 23:43:47,153816,Pembroke_CAMP_Test_BM16,PA-II-SD,7.02,43.131985,-71.459274,223,39,0,11-25-2024 00:00:01,0.1,0.0,0.1,200.0,0,0,0,T,,44,0,44.0,0,0,0.0,RHZB,44,,True
2024-11-25 00:10:03,11-25-2024 00:08:38,154083,Pembroke_CAMP_Test_BM18,PA-II-SD,7.02,43.13203,-71.45875,231,37,0,11-25-2024 00:10:01,0.3,0.0,0.3,200.0,0.0,0.0,0,ZB,,46,0,46.0,1.0,0,1.0,RHZB,46,,True
2024-11-25 00:10:03,11-25-2024 00:08:51,154095,Pembroke_CAMP_Test_BM12,PA-II-SD,7.02,43.13182,-71.460464,206,38,0,11-25-2024 00:10:01,0.1,0.0,0.1,200.0,0.1,0.0,200.0,ZB,,44,0,44.0,0.0,0,0.0,RHZB,44,,True
2024-11-25 00:10:03,11-25-2024 00:07:23,154109,Pembroke_CAMP_Test_BM17,PA-II-SD,7.02,43.132,-71.45904,228,39,0,11-25-2024 00:10:01,0.0,0.0,0.0,0,0.0,0.0,0,ZAB,,46,0,46.0,1.0,0,1.0,RHZB,46,,True
2024-11-25 00:10:03,11-25-2024 00:07:34,154425,MHT4 North End Manchester,PA-II-SD,7.02,43.023964,-71.46163,383,42,0,11-25-2024 00:10:01,0.2,0.0,0.2,200.0,0.1,0.0,200.0,ZB,,42,0,42.0,0.0,0,0.0,RHZB,42,,True
2024-11-25 00:10:03,11-25-2024 00:08:31,175137,MHT9 Hanover Street,PA-II-FLEX,7.04,42.990227,-71.43767,357,44,44,11-25-2024 00:10:01,0.0,0.0,0.0,0,0.1,0.1,0.0,ZAB,,40,40,0.0,1.0,1.0,0.0,Passed,40.0,,True
2024-11-25 00:10:03,11-25-2024 00:06:06,187097,Convergent,PA-II-FLEX,7.04,42.758415,-71.65097,605,45,45,11-25-2024 00:10:01,0.0,0.0,0.0,0,0.0,0.0,0,ZAB,,39,39,0.0,1.0,1.0,0.0,Passed,39.0,,True
2024-11-25 00:10:03,11-25-2024 00:07:54,200757,Sutton Mills,PA-II-FLEX,7.04,43.33507,-71.95151,750,45,45,11-25-2024 00:10:01,0.4,1.1,0.7,93.0,0.1,0.2,67.0,Passed,0.75,33,33,0.0,1.0,1.0,0.0,Passed,33.0,0.31,True
2024-11-25 00:10:03,09-27-2024 09:27:34,194263,Pembroke_CAMP_40,PA-II-FLEX,7.04,43.13209,-71.46017,204,73,73,11-25-2024 00:10:01,2.8,2.7,0.1,4.0,0.0,0.0,0,T,,54,54,0.0,0.0,0.0,0.0,Passed,54.0,,True
