visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10,True,27,27,SSW 4 mph,30.1,2025-06-03T17:56:15-0400,1748987775,75,75,77,45,75,75,39,Sunny,Sunny,01,32,2025-05-03 17:56:00,08:20 PM,05:05 AM,Alton,43.46,-71.22
10,True,27,27,WSW 2 mph,30.1,2025-06-03T17:54:15-0400,1748987655,78,78,80,46,78,78,41,Sunny,Sunny,01,32,2025-05-03 17:54:00,08:20 PM,05:09 AM,Amherst,42.86,-71.62
10,True,26,26,WSW 2 mph,30.11,2025-06-03T17:53:50-0400,1748987630,77,77,78,43,77,77,39,Sunny,Sunny,01,32,2025-05-03 17:53:00,08:22 PM,05:10 AM,Antrim,43.04,-71.95
10,True,26,26,WSW 4 mph,30.09,2025-06-03T17:52:39-0400,1748987559,78,78,79,42,78,78,40,Sunny,Sunny,01,32,2025-05-03 17:52:00,08:23 PM,05:06 AM,Ashland,43.7,-71.63
10,True,32,32,W 11 mph,30.09,2025-06-03T17:50:41-0400,1748987441,76,76,77,41,76,76,43,Sunny,Sunny,01,32,2025-05-03 17:50:00,08:22 PM,05:04 AM,Bartlett,44.07,-71.28
10,True,28,28,SSW 4 mph,30.1,2025-06-03T17:50:45-0400,1748987445,75,75,77,44,75,75,40,Sunny,Sunny,01,32,2025-05-03 17:50:00,08:21 PM,05:07 AM,Belmont,43.44,-71.48
10,True,26,26,SW 4 mph,30.11,2025-06-03T17:55:34-0400,1748987734,78,78,79,41,78,78,40,Sunny,Sunny,01,32,2025-05-03 17:55:00,08:21 PM,05:10 AM,Bennington,43.0,-71.92
10,True,28,28,WSW 7 mph,30.09,2025-06-03T18:00:27-0400,1748988027,73,73,74,36,73,73,38,Sunny,Sunny,01,32,2025-05-03 18:00:00,08:24 PM,05:02 AM,Berlin city,44.49,-71.26
10,True,29,29,S 1 mph,30.09,2025-06-03T17:55:57-0400,1748987757,73,73,76,38,73,73,39,Sunny,Sunny,01,32,2025-05-03 17:55:00,08:25 PM,05:04 AM,Bethlehem,44.28,-71.69
10,True,27,27,WSW 4 mph,30.1,2025-06-03T17:54:49-0400,1748987689,75,75,76,41,75,75,39,Sunny,Sunny,01,32,2025-05-03 17:54:00,08:23 PM,05:09 AM,Blodgett Landing,43.38,-72.04
10,True,26,26,WSW 4 mph,30.1,2025-06-03T17:58:58-0400,1748987938,77,77,78,45,77,77,40,Sunny,Sunny,01,32,2025-05-03 17:58:00,08:22 PM,05:09 AM,Bradford,43.27,-71.96
10,True,27,27,SW 3 mph,30.1,2025-06-03T17:55:59-0400,1748987759,76,76,78,42,76,76,39,Sunny,Sunny,01,32,2025-05-03 17:55:00,08:23 PM,05:07 AM,Bristol,43.6,-71.75
10,True,27,27,W 4 mph,30.1,2025-06-03T17:51:09-0400,1748987469,75,75,76,41,75,75,39,Sunny,Sunny,01,32,2025-05-03 17:51:00,08:24 PM,05:08 AM,Canaan,43.65,-72.02
10,True,28,28,SSW 6 mph,30.09,2025-06-03T17:56:02-0400,1748987762,76,76,77,41,76,76,40,Sunny,Sunny,01,32,2025-05-03 17:56:00,08:21 PM,05:04 AM,Center Ossipee,43.75,-71.15
10,True,28,28,SW 7 mph,30.09,2025-06-03T17:57:00-0400,1748987820,75,75,77,42,75,75,40,Sunny,Sunny,01,32,2025-05-03 17:57:00,08:22 PM,05:05 AM,Center Sandwich,43.81,-71.44
10,True,27,27,W 3 mph,30.1,2025-06-03T17:50:41-0400,1748987441,78,78,79,42,78,78,42,Sunny,Sunny,01,32,2025-05-03 17:50:00,08:24 PM,05:11 AM,Charlestown,43.24,-72.42
10,True,27,27,WSW 4 mph,30.1,2025-06-03T17:55:08-0400,1748987708,78,78,79,42,78,78,41,Sunny,Sunny,01,32,2025-05-03 17:55:00,08:24 PM,05:10 AM,Claremont city,43.38,-72.34
10,True,32,32,SSW 6 mph,30.07,2025-06-03T17:51:49-0400,1748987509,74,74,75,38,74,74,42,Sunny,Sunny,01,32,2025-05-03 17:51:00,08:26 PM,05:01 AM,Colebrook,44.89,-71.49
10,True,26,26,SW 1 mph,30.1,2025-06-03T17:51:13-0400,1748987473,79,79,80,43,79,79,41,Sunny,Sunny,01,32,2025-05-03 17:51:00,08:21 PM,05:08 AM,Concord city,43.23,-71.56
10,True,28,28,SW 3 mph,30.1,2025-06-03T17:56:03-0400,1748987763,77,77,79,42,77,77,41,Sunny,Sunny,01,32,2025-05-03 17:56:00,08:21 PM,05:08 AM,Contoocook,43.22,-71.71
10,True,28,28,SW 9 mph,30.08,2025-06-03T17:56:57-0400,1748987817,76,76,79,42,76,76,41,Sunny,Sunny,01,32,2025-05-03 17:56:00,08:22 PM,05:03 AM,Conway,43.98,-71.13
10,True,27,27,S 6 mph,30.11,2025-06-03T17:57:01-0400,1748987821,77,77,78,49,77,77,40,P Cloudy,Partly Cloudy,35,30,2025-05-03 17:57:00,08:18 PM,05:08 AM,Derry,42.89,-71.28
10,True,38,38,SE 8 mph,30.12,2025-06-03T17:57:12-0400,1748987832,70,70,77,46,70,70,43,Fair,Fair,02,34,2025-05-03 17:57:00,08:18 PM,05:05 AM,Dover city,43.19,-70.88
10,True,39,39,SE 8 mph,30.12,2025-06-03T17:53:45-0400,1748987625,69,69,76,45,69,69,43,Fair,Fair,02,34,2025-05-03 17:53:00,08:18 PM,05:05 AM,Durham,43.14,-70.92
10,True,24,24,WSW 4 mph,30.1,2025-06-03T17:56:36-0400,1748987796,81,81,81,45,81,81,41,Sunny,Sunny,01,32,2025-05-03 17:56:00,08:19 PM,05:09 AM,East Merrimack,42.87,-71.48
10,True,27,27,SW 4 mph,30.1,2025-06-03T17:58:34-0400,1748987914,76,76,76,43,76,76,40,Sunny,Sunny,01,32,2025-05-03 17:58:00,08:24 PM,05:09 AM,Enfield,43.64,-72.15
10,True,34,34,SE 8 mph,30.11,2025-06-03T17:58:28-0400,1748987908,73,73,78,45,73,73,43,P Cloudy,Partly Cloudy,35,30,2025-05-03 17:58:00,08:18 PM,05:06 AM,Epping,43.03,-71.09
10,True,40,40,SE 9 mph,30.12,2025-06-03T17:53:42-0400,1748987622,70,70,77,46,70,70,45,Fair,Fair,02,34,2025-05-03 17:53:00,08:17 PM,05:06 AM,Exeter,42.98,-70.95
10,True,29,29,S 5 mph,30.1,2025-06-03T17:58:54-0400,1748987934,75,75,77,47,75,75,41,Fair,Fair,02,34,2025-05-03 17:58:00,08:19 PM,05:05 AM,Farmington,43.4,-71.07
10,True,29,29,SSW 3 mph,30.1,2025-06-03T17:52:47-0400,1748987567,76,76,80,43,76,76,41,Sunny,Sunny,01,32,2025-05-03 17:52:00,08:22 PM,05:07 AM,Franklin city,43.45,-71.67
10,True,28,28,SW 3 mph,30.1,2025-06-03T17:53:41-0400,1748987621,77,77,79,43,77,77,41,Sunny,Sunny,01,32,2025-05-03 17:53:00,08:20 PM,05:09 AM,Goffstown,43.02,-71.6
10,True,31,31,WSW 10 mph,30.09,2025-06-03T17:52:00-0400,1748987520,74,74,75,40,74,74,42,Sunny,Sunny,01,32,2025-05-03 17:52:00,08:23 PM,05:02 AM,Gorham,44.39,-71.19
10,True,27,27,SW 4 mph,30.11,2025-06-03T17:59:12-0400,1748987952,76,76,78,43,76,76,40,Sunny,Sunny,01,32,2025-05-03 17:59:00,08:20 PM,05:10 AM,Greenville,42.77,-71.8
10,True,30,30,S 5 mph,30.08,2025-06-03T17:57:58-0400,1748987878,74,74,75,38,74,74,41,Sunny,Sunny,01,32,2025-05-03 17:57:00,08:25 PM,05:03 AM,Groveton,44.6,-71.52
10,True,43,43,SE 10 mph,30.13,2025-06-03T17:58:14-0400,1748987894,67,67,71,48,67,67,44,P Cloudy,Partly Cloudy,35,30,2025-05-03 17:58:00,08:17 PM,05:06 AM,Hampton,42.94,-70.83
10,True,44,44,SE 11 mph,30.13,2025-06-03T17:56:42-0400,1748987802,66,66,69,49,66,66,44,P Cloudy,Partly Cloudy,35,30,2025-05-03 17:56:00,08:17 PM,05:06 AM,Hampton Beach,42.91,-70.81
10,True,25,25,WSW 4 mph,30.11,2025-06-03T17:59:08-0400,1748987948,77,77,78,42,77,77,39,Sunny,Sunny,01,32,2025-05-03 17:59:00,08:21 PM,05:10 AM,Hancock,42.97,-71.98
10,True,28,28,WSW 3 mph,30.09,2025-06-03T17:54:08-0400,1748987648,78,78,79,42,78,78,42,Sunny,Sunny,01,32,2025-05-03 17:54:00,08:25 PM,05:09 AM,Hanover,43.71,-72.28
10,True,28,28,WSW 4 mph,30.1,2025-06-03T17:58:24-0400,1748987904,77,77,79,45,77,77,41,Sunny,Sunny,01,32,2025-05-03 17:58:00,08:21 PM,05:09 AM,Henniker,43.18,-71.82
10,True,25,25,SW 4 mph,30.1,2025-06-03T17:59:11-0400,1748987951,77,77,79,44,77,77,39,Sunny,Sunny,01,32,2025-05-03 17:59:00,08:22 PM,05:09 AM,Hillsborough,43.11,-71.9
10,True,27,27,SSW 4 mph,30.11,2025-06-03T17:51:35-0400,1748987495,79,79,80,40,79,79,42,Sunny,Sunny,01,32,2025-05-03 17:51:00,08:23 PM,05:13 AM,Hinsdale,42.79,-72.49
10,True,29,29,SSW 3 mph,30.1,2025-06-03T17:52:22-0400,1748987542,76,76,78,46,76,76,41,Sunny,Sunny,01,32,2025-05-03 17:52:00,08:20 PM,05:08 AM,Hooksett,43.09,-71.46
10,True,26,26,S 3 mph,30.1,2025-06-03T17:51:39-0400,1748987499,79,79,80,47,79,79,42,Sunny,Sunny,01,32,2025-05-03 17:51:00,08:18 PM,05:09 AM,Hudson,42.76,-71.43
10,True,26,26,W 4 mph,30.11,2025-06-03T17:58:57-0400,1748987937,76,76,77,40,76,76,38,Sunny,Sunny,01,32,2025-05-03 17:58:00,08:21 PM,05:11 AM,Jaffrey,42.81,-72.02
10,True,24,24,WSW 4 mph,30.11,2025-06-03T17:55:57-0400,1748987757,80,80,80,43,80,80,40,Sunny,Sunny,01,32,2025-05-03 17:55:00,08:23 PM,05:12 AM,Keene city,42.95,-72.3
10,True,27,27,WSW 6 mph,30.11,2025-06-03T18:00:36-0400,1748988036,76,76,77,45,76,76,40,Fair,Fair,02,34,2025-05-03 18:00:00,08:22 PM,05:06 AM,Laconia city,43.57,-71.48
10,True,28,28,S 2 mph,30.08,2025-06-03T17:57:27-0400,1748987847,76,76,77,35,76,76,40,Sunny,Sunny,01,32,2025-05-03 17:57:00,08:25 PM,05:03 AM,Lancaster,44.49,-71.57
10,True,27,27,SSW 7 mph,30.07,2025-06-03T17:57:42-0400,1748987862,77,77,78,44,77,77,41,Fair,Fair,02,34,2025-05-03 17:57:00,08:25 PM,05:09 AM,Lebanon city,43.64,-72.25
10,True,26,26,SW 3 mph,30.1,2025-06-03T17:57:38-0400,1748987858,74,74,75,39,74,74,37,Sunny,Sunny,01,32,2025-05-03 17:57:00,08:24 PM,05:05 AM,Lincoln,44.06,-71.67
