datetime,location,incident_number,details,retrieval_date
02/18/2025 00:20,Valley St / Wilson St,25011831,TRAFFIC STOP,2025-02-19
02/18/2025 16:48,144 WINTER ST,25012003,MENTAL HEALTH ISSUE,2025-02-19
02/18/2025 15:25,91 Russell St,25011989,WEAPON POSSESSION AND CARRYING,2025-02-19
02/18/2025 15:35,Webster St / Chestnut St,25011991,ACCIDENT,2025-02-19
02/18/2025 15:42,175 Chestnut St: @KALIVAS HI RISE,25011992,HOMELESS ISSUES,2025-02-19
02/18/2025 15:48,100 Mcgregor St: @CATHOLIC MEDICAL CENTER,25011993,BROADCAST MESSAGE,2025-02-19
02/18/2025 16:01,561 Gold St: @JULIANO'S POOLS,25011994,ACCIDENT HIT AND RUN,2025-02-19
02/18/2025 16:07,Bridge St / Malvern St,25011995,ACCIDENT HIT AND RUN,2025-02-19
02/18/2025 16:09,457 Beech St: @BEECH ST #457,25011996,CIVIL STANDBY,2025-02-19
02/18/2025 16:15,Walnut St / Blodget St,25011997,ACCIDENT,2025-02-19
02/18/2025 16:35,S Willow St / Weston Rd,25011998,ACCIDENT WITH INJURY,2025-02-19
02/18/2025 16:35,Weston Rd / S Willow St,25011999,ACCIDENT,2025-02-19
02/18/2025 16:41,122 Mcgregor St: @RITE AID MCGREGOR ST,25012000,TRESPASSING,2025-02-19
02/18/2025 16:42,210 EDDY RD: @MOBIL MART,25012001,BUSINESS CHECK,2025-02-19
02/18/2025 16:46,405 Valley St: @MPD,25012002,ADMINISTRATIVE MISC,2025-02-19
02/18/2025 16:49,407 Lake Ave,25012004,CIVIL ISSUE,2025-02-19
02/18/2025 12:52,1500 S Willow St: @Mall of NH,25011956,TRAFFIC STOP,2025-02-19
02/18/2025 16:49,2287 Brown Ave: @MCDONALDS 2287 Brown Ave,25012005,ACCIDENT,2025-02-19
02/18/2025 16:57,1 Elliot Way: @ELLIOT HOSPITAL,25012007,CHECK SUBJECT,2025-02-19
02/18/2025 17:00,210 EDDY RD: @MOBIL MART,25012008,HARRASSMENT,2025-02-19
02/18/2025 17:01,210 EDDY RD: @MOBIL MART,25012010,BUSINESS CHECK,2025-02-19
02/18/2025 17:08,580 KIMBALL ST: @KIMBALL FALLS APTS BUILDING #1,25012011,SPECIAL ATTENTION,2025-02-19
02/18/2025 17:08,S Willow St / 293 S Off Ramp To S Willow St N Exit,25012012,TRAFFIC STOP,2025-02-19
02/18/2025 17:09,236 Karatzas Ave,25012013,ACCIDENT HIT AND RUN,2025-02-19
02/18/2025 17:13,435 AMORY ST: @BROWN SCHOOL APTS,25012014,SPECIAL ATTENTION,2025-02-19
02/18/2025 17:15,89 Peak St,25012015,PARKING COMPLAINT,2025-02-19
02/18/2025 17:17,199 manchester st,25012016,HOMELESS ISSUES,2025-02-19
02/18/2025 17:20,67 Central St,25012018,THEFT,2025-02-19
02/18/2025 17:21,Varney St / Precourt St,25012017,ACCIDENT,2025-02-19
02/18/2025 17:23,CONANT ST / DUBUQUE ST,25012019,HOTSPOT PATROL,2025-02-19
02/18/2025 15:25,2 Bethel Ct,25011990,HARRASSMENT,2025-02-19
02/18/2025 15:15,130 Adeline St,25011987,HOMELESS ISSUES,2025-02-19
02/18/2025 15:14,405 Valley St: @MPD,25011988,STOLEN MOTOR VEHICLE,2025-02-19
02/18/2025 15:12,857 Howe St,25011986,PARKING COMPLAINT,2025-02-19
02/18/2025 13:11,Maple St / Lowell St,25011959,ACCIDENT HIT AND RUN,2025-02-19
02/18/2025 13:16,35 Becker St,25011960,NEIGHBOR COMPLAINT,2025-02-19
02/18/2025 13:20,116 March Ave: @TJ MAXX,25011962,ACCIDENT,2025-02-19
02/18/2025 13:20,26 Bath St,25011961,ASSIST OTHER AGENCY,2025-02-19
02/18/2025 13:23,172 Spruce St,25011963,SUBPOENA SERVICE,2025-02-19
02/18/2025 13:23,445 Willow St: @VALLEY STREET JAIL,25011964,WAGON TRANSPORT,2025-02-19
