datetime,location,incident_number,details,retrieval_date
02/06/2025 00:03,122 Market St: @FAMILIES IN TRANSITION #122,25008976,UNWANTED SUBJECT,2025-02-07
02/06/2025 16:19,36 Boynton St,25009114,HANGUP CALL,2025-02-07
02/06/2025 15:34,1056 River Rd: @YDC,25009104,SPECIAL ATTENTION,2025-02-07
02/06/2025 15:38,242 BEECH ST: @7-ELEVEN VALLEY ST,25009105,BUSINESS CHECK,2025-02-07
02/06/2025 15:40,Spruce St / Belmont St,25009106,ACCIDENT HIT AND RUN,2025-02-07
02/06/2025 15:46,73 Maple St,25009107,CHECK AREA FOR PROBLEM,2025-02-07
02/06/2025 15:47,210 EDDY RD: @MOBIL MART,25009108,BUSINESS CHECK,2025-02-07
02/06/2025 15:52,199 Eastern Ave: @HILLVIEW APTS #199,25009109,UNRULY JUVENILE,2025-02-07
02/06/2025 16:00,365 Lincoln St: @PRICE RITE (MANCHESTER SHOPPING C,25009110,LOCKOUTS,2025-02-07
02/06/2025 16:04,36 Boynton St,25009111,HANGUP CALL,2025-02-07
02/06/2025 16:09,57 Kenberma St,25009112,PARKING COMPLAINT,2025-02-07
02/06/2025 16:16,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25009113,CHECK SUBJECT,2025-02-07
02/06/2025 16:23,39 BEECH ST: @Beech St Shelter,25009115,SPECIAL ATTENTION,2025-02-07
02/06/2025 17:32,1500 S Willow St: @Dairy Queen Mall of NH (Mall of,25009129,COUNTERFIET,2025-02-07
02/06/2025 16:29,S Willow St / Kaye St,25009116,ACCIDENT,2025-02-07
02/06/2025 16:38,443 CHESTNUT ST: @VICTORY PARK,25009117,SPECIAL ATTENTION,2025-02-07
02/06/2025 16:41,54 W Elmhurst Ave,25009118,HANGUP CALL,2025-02-07
02/06/2025 16:44,39 Beech St: @Beech St Shelter,25009119,SPECIAL ATTENTION,2025-02-07
02/06/2025 16:50,1500 S Willow St: @Best Buy (Mall of New Hampshire,25009120,BROADCAST MESSAGE,2025-02-07
02/06/2025 16:53,39 Beech St: @Beech St Shelter,25009121,SPECIAL ATTENTION,2025-02-07
02/06/2025 16:54,405 VALLEY ST: @MPD,25009122,SPECIAL ATTENTION,2025-02-07
02/06/2025 17:01,209 Russell St,25009123,CHECK CONDITION OF SUBJECT,2025-02-07
02/06/2025 17:04,497 Hooksett Rd: @MR MAC'S MACARONI AND CHEESE,25009125,DISABLED MOTOR VEHICLE,2025-02-07
02/06/2025 17:05,755 ELM ST: @VETERAN'S PARK,25009124,SPECIAL ATTENTION,2025-02-07
02/06/2025 15:31,39 beech st,25009102,HOMELESS ISSUES,2025-02-07
