datetime,location,incident_number,details,retrieval_date
02/01/2025 00:00,385 Huse Rd: @PARK VIEW HILLS #385,25007844,CHECK CONDITION OF SUBJECT,2025-02-02
02/01/2025 00:00,106 School St,25007845,CHECK AREA FOR PROBLEM,2025-02-02
02/01/2025 17:07,80 Pepsi Rd: @GRAYBAR ELECTRIC,25007981,ALARM BURGLARY,2025-02-02
02/01/2025 17:08,440 AUBURN ST,25007982,MISSING PERSON,2025-02-02
02/01/2025 17:10,Beech St / Hayward St,25007983,TRAFFIC STOP,2025-02-02
02/01/2025 17:10,39 Beech St: @Beech St Shelter,25007984,CHECK SUBJECT,2025-02-02
02/01/2025 17:13,35 W Brook St: @RECORDS FORCE,25007985,ALARM BURGLARY,2025-02-02
02/01/2025 17:13,458 Granite St,25007988,PORNOGRAPHY,2025-02-02
02/01/2025 17:14,131 Ahern St,25007986,ADDED INFO TO PREVIOUS CASE,2025-02-02
02/01/2025 17:16,37 Dyson St,25007989,CRIMINAL THREATENING,2025-02-02
02/01/2025 17:16,655 S Willow St: @TROPICAL SMOOTHIE (THE SHOPPES A,25007987,ACCIDENT WITH INJURY,2025-02-02
02/01/2025 17:20,410 Hooksett Rd: @DORRS POND,25007990,FOUND PROPERTY,2025-02-02
02/01/2025 17:22,Chestnut St / Bridge St,25007991,TRAFFIC STOP,2025-02-02
02/01/2025 17:24,1050 S WILLOW ST: @Alltown Mobil,25007992,ACCIDENT HIT AND RUN,2025-02-02
02/01/2025 17:24,909 ELM ST: @SHASKEEN  PUB,25007993,INVOLUNTARY EMERG. ADMISSION,2025-02-02
02/01/2025 17:29,HUSE RD / ROYCRAFT RD,25007994,TRAFFIC STOP,2025-02-02
02/01/2025 17:36,HUSE RD / VALENTINE DR,25007995,TRAFFIC STOP,2025-02-02
02/01/2025 17:36,ELM ST / MANCHESTER ST,25007996,TRAFFIC STOP,2025-02-02
02/01/2025 17:41,Elm St / North St,25007997,TRAFFIC STOP,2025-02-02
02/01/2025 17:46,303 Beech St: @JFK COLISEUM,25007998,CHECK AREA FOR PROBLEM,2025-02-02
02/01/2025 18:01,WESTON RD / ROYSAN ST,25007999,TRAFFIC STOP,2025-02-02
02/01/2025 18:05,HUSE RD / LEO ST,25008000,TRAFFIC STOP,2025-02-02
02/01/2025 18:16,405 VALLEY,25008001,ADMINISTRATIVE MISC,2025-02-02
02/01/2025 18:21,93 S MAPLE ST: @DAW KUN THAI,25008002,SPECIAL ATTENTION,2025-02-02
02/01/2025 18:29,181 Vinton St,25008003,CHECK AREA FOR PROBLEM,2025-02-02
02/01/2025 17:00,420 Second St: @NAULTS HONDA SECOND ST,25007980,TRAFFIC STOP,2025-02-02
02/01/2025 16:58,39 Beech St: @Beech St Shelter,25007979,SPECIAL ATTENTION,2025-02-02
02/01/2025 16:51,HAYWARD ST / MAPLE ST,25007978,TRAFFIC STOP,2025-02-02
02/01/2025 16:11,MAPLE ST / HAYWARD ST,25007964,TRAFFIC STOP,2025-02-02
02/01/2025 15:35,S Willow St / S Beech St,25007953,ACCIDENT,2025-02-02
02/01/2025 15:35,BEECH ST / HAYWARD ST,25007954,TRAFFIC STOP,2025-02-02
02/01/2025 15:41,25007956,ACCIDENT,,2025-02-02
02/01/2025 15:41,S WILLOW ST / SPRING GARDEN ST,25007957,ACCIDENT,2025-02-02
02/01/2025 15:42,127 Elm St,25007961,CHECK VEHICLE,2025-02-02
