datetime,location,incident_number,details,retrieval_date
02/15/2025 00:04,131 Village Circle Way: @COUNTRYSIDE VILLAGE #131,25011245,SPECIAL ATTENTION,2025-02-16
02/15/2025 15:51,216 ELM ST: @DUNKIN DONUTS ELM/VALLEY,25011411,BUSINESS CHECK,2025-02-16
02/15/2025 15:03,36 Old Granite St: @MANCHESTER MARKETPLACE,25011399,PARKING COMPLAINT,2025-02-16
02/15/2025 15:11,BEECH ST / MERRILL ST,25011400,TRAFFIC STOP,2025-02-16
02/15/2025 15:16,MAPLE ST / VALLEY ST,25011401,TRAFFIC STOP,2025-02-16
02/15/2025 15:25,MAPLE ST / HAYWARD ST,25011403,TRAFFIC STOP,2025-02-16
02/15/2025 15:28,Queen City Ave / S Willow St,25011405,CHECK CONDITION OF SUBJECT,2025-02-16
02/15/2025 15:29,175 CHESTNUT ST: @KALIVAS HI RISE,25011404,SPECIAL ATTENTION,2025-02-16
02/15/2025 15:31,689 S Main St,25011409,CUSTODY DISPUTE,2025-02-16
02/15/2025 15:32,200 HANOVER ST: @HUGH GALLEN HIGH RISE,25011406,SPECIAL ATTENTION,2025-02-16
02/15/2025 15:34,MAPLE ST / VALLEY ST,25011407,TRAFFIC STOP,2025-02-16
02/15/2025 15:36,1612 Belmont St,25011408,ANIMAL COMPLAINTS,2025-02-16
02/15/2025 15:41,2 Country Club Dr: @HERITAGE AT THE RIVER #2,25011410,ACCIDENT HIT AND RUN,2025-02-16
02/15/2025 15:49,7 Huse Rd,25011412,CHECK AREA FOR PROBLEM,2025-02-16
02/15/2025 15:53,1500 S Willow St: @Mall of NH (Mall of New Hampshi,25011414,FOUND PROPERTY,2025-02-16
02/15/2025 14:55,Elm St / Merrimack St,25011397,FOUND PROPERTY,2025-02-16
02/15/2025 15:53,BEECH ST / SHASTA ST,25011413,TRAFFIC STOP,2025-02-16
02/15/2025 15:57,80 Hanover St: @PALACE THEATRE,25011415,PARKING COMPLAINT,2025-02-16
02/15/2025 16:05,MAPLE ST / VALLEY ST,25011416,TRAFFIC STOP,2025-02-16
02/15/2025 16:16,112 Myrtle St,25011418,ASSAULT,2025-02-16
02/15/2025 16:17,900 S BEECH ST,25011417,ACCIDENT,2025-02-16
02/15/2025 16:18,581 Second St: @APPLEBEES (APPLEGATE MALL),25011419,ACCIDENT HIT AND RUN,2025-02-16
02/15/2025 16:35,1500 S Willow St: @Mall of NH Retail North (Mall o,25011420,TRESPASSING,2025-02-16
02/15/2025 16:38,259 CHESTNUT ST: @OMALLEY HI RISE,25011421,SPECIAL ATTENTION,2025-02-16
02/15/2025 16:39,1 Elliot Way: @ELLIOT HOSPITAL,25011422,CHECK AREA FOR PROBLEM,2025-02-16
02/15/2025 16:45,908 S Willow St: @TMOBILE,25011423,ALARM HOLDUP,2025-02-16
02/15/2025 16:47,3 Sundial Ave,25011424,FIGHT,2025-02-16
02/15/2025 16:50,Hevey St / Kelley St,25011425,CHECK AREA FOR PROBLEM,2025-02-16
02/15/2025 15:02,122 Mcgregor St: @RITE AID MCGREGOR ST,25011398,CHECK CONDITION OF SUBJECT,2025-02-16
02/15/2025 14:43,445 Willow St: @VALLEY STREET JAIL,25011395,WAGON TRANSPORT,2025-02-16
02/15/2025 17:01,1500 S Willow St: @Mall of NH (Mall of New Hampshi,25011427,ACCIDENT,2025-02-16
02/15/2025 13:23,Mammoth Rd / Tarrytown Rd,25011380,TRAFFIC STOP,2025-02-16
02/15/2025 11:58,405 VALLEY ST: @MPD,25011367,ADMINISTRATIVE MISC,2025-02-16
02/15/2025 11:58,Lincoln St / Hayward St,25011369,ASSIST OTHER AGENCY,2025-02-16
02/15/2025 12:00,655 S WILLOW ST,25011370,SPECIAL ATTENTION,2025-02-16
02/15/2025 12:32,92 Walnut St: @WALNUT ST APTS,25011371,ADDED INFO TO PREVIOUS CASE,2025-02-16
02/15/2025 12:33,1050 Holt Ave: @1050 HOLT AVE,25011372,ALARM BURGLARY,2025-02-16
02/15/2025 12:34,ELM ST / HARRISON ST,25011373,PARKING COMPLAINT,2025-02-16
02/15/2025 12:35,25011374,,,2025-02-16
02/15/2025 12:39,100 Jack Lovering Dr: @GREEN ACRES SCHOOL,25011375,ALARM BURGLARY,2025-02-16
02/15/2025 12:49,Elm St / Concord St,25011376,TRAFFIC STOP,2025-02-16
02/15/2025 13:03,465 S WILLOW ST: @Laundromax,25011377,TRAFFIC STOP,2025-02-16
02/15/2025 13:06,2 Bethel Ct,25011378,ARGUMENT,2025-02-16
02/15/2025 13:21,207 Agnes St,25011381,STALKING ORDER,2025-02-16
02/15/2025 13:25,Mammoth Rd / Hanover St,25011382,TRAFFIC STOP,2025-02-16
02/15/2025 14:43,445 Willow St: @VALLEY STREET JAIL,25011394,WAGON TRANSPORT,2025-02-16
02/15/2025 13:31,300 Young St: @PROUT PARK,25011383,FOUND PROPERTY,2025-02-16
02/15/2025 13:33,CONANT ST / DUBUQUE ST,25011384,HOTSPOT PATROL,2025-02-16
02/15/2025 13:36,175 CHESTNUT ST: @KALIVAS HI RISE,25011385,THEFT,2025-02-16
02/15/2025 13:40,Batchelder Ave / Hayward St,25011386,TRAFFIC STOP,2025-02-16
02/15/2025 13:44,405 Valley St: @MPD,25011387,CUSTODY DISPUTE,2025-02-16
02/15/2025 13:50,405 Valley St: @MPD,25011388,CHECK CONDITION OF SUBJECT,2025-02-16
02/15/2025 14:01,Auburn St / Lincoln St,25011389,CHECK AREA FOR PROBLEM,2025-02-16
02/15/2025 14:03,MARCH AVE / CAHILL AVE,25011390,SPECIAL ATTENTION,2025-02-16
02/15/2025 14:22,200 John E Devine Dr: @BJ'S WHOLESALE CLUB,25011392,ACCIDENT HIT AND RUN,2025-02-16
02/15/2025 14:23,196 S WILLOW ST: @MCDONALDS S WILLOW,25011391,SPECIAL ATTENTION,2025-02-16
