datetime,location,incident_number,details,retrieval_date
02/22/2025 00:12,445 Willow St: @VALLEY STREET JAIL,25013006,WAGON TRANSPORT,2025-02-23
02/22/2025 17:01,630 S Mammoth Rd,25013192,CHECK CONDITION OF SUBJECT,2025-02-23
02/22/2025 17:25,39 Beech St: @Beech St Shelter,25013196,CHECK SUBJECT,2025-02-23
02/22/2025 17:23,460 Elm St: @MARKET BASKET,25013195,MEDICAL PROBLEM,2025-02-23
02/22/2025 17:21,200 Blevens Dr,25013194,PARKING COMPLAINT,2025-02-23
02/22/2025 17:17,220 HACKETT HILL RD: @ASTONICS AEROSTAT CORP,25013193,SPECIAL ATTENTION,2025-02-23
02/22/2025 17:04,227 S Main St: @WALGREENS S MAIN ST,25013191,CHECK SUBJECT,2025-02-23
02/22/2025 17:02,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25013190,MEDICAL PROBLEM,2025-02-23
02/22/2025 16:55,707 Huse Rd: @CHUNKY'S CINEMA (CENTERVIEW PLAZA),25013188,CHECK AREA FOR PROBLEM,2025-02-23
02/22/2025 13:44,445 Willow St: @VALLEY STREET JAIL,25013147,WAGON TRANSPORT,2025-02-23
02/22/2025 16:54,1050 S Willow St: @Alltown Mobil,25013189,STALKING,2025-02-23
02/22/2025 16:48,210 EDDY RD: @MOBIL MART,25013187,BUSINESS CHECK,2025-02-23
02/22/2025 16:40,1500 S WILLOW ST: @Mall of NH (Mall of New Hampshi,25013186,SHOPLIFTING,2025-02-23
02/22/2025 16:39,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25013184,OVERDOSE,2025-02-23
02/22/2025 16:38,580 Kimball St: @KIMBALL FALLS APTS BUILDING #1,25013185,THEFT,2025-02-23
02/22/2025 16:36,335 Millstone Ave: @HALSTEAD COUNTRYSIDE #335,25013183,CHECK CONDITION OF SUBJECT,2025-02-23
02/22/2025 17:29,456 Union St: @1269 CAFE,25013197,CHECK AREA FOR PROBLEM,2025-02-23
02/22/2025 17:30,293 S MAIN ST: @TD Bank 293 S Main St,25013198,CHECK AREA FOR PROBLEM,2025-02-23
02/22/2025 17:32,Wilson St / Merrimack St,25013199,PARKING COMPLAINT,2025-02-23
02/22/2025 17:36,257 Elm St: @TRIANGLE CREDIT UNION ELM ST,25013200,FOUND PROPERTY,2025-02-23
02/22/2025 17:38,Hanover St / Beech St,25013201,TRAFFIC STOP,2025-02-23
02/22/2025 17:40,1056 River Rd: @YDC,25013202,SPECIAL ATTENTION,2025-02-23
02/22/2025 17:45,Granite St / Canal St,25013203,TRAFFIC STOP,2025-02-23
02/22/2025 17:48,64 Moore St,25013204,CHECK CONDITION OF SUBJECT,2025-02-23
02/22/2025 17:51,1500 S Willow St: @Mall of NH,25013205,TRESPASSING,2025-02-23
02/22/2025 17:54,21 Eagle Nest Way,25013207,CUSTODY DISPUTE,2025-02-23
02/22/2025 17:54,62 LOWELL ST: @GAMACHE ENTERPRISES*,25013206,MUSIC COMPLAINT,2025-02-23
02/22/2025 17:55,480 Lake Ave: @480 LAKE AVE,25013208,THEFT,2025-02-23
02/22/2025 17:58,39 Beech St: @Beech St Shelter,25013209,CHECK SUBJECT,2025-02-23
02/22/2025 18:00,1000 Elm St,25013210,PORNOGRAPHY,2025-02-23
02/22/2025 18:03,39 BEECH ST: @Beech St Shelter,25013211,SPECIAL ATTENTION,2025-02-23
02/22/2025 18:06,100 Hanover St: @IGNITE,25013212,SPECIAL ATTENTION,2025-02-23
02/22/2025 18:16,400 KELLEY ST,25013213,CHECK CONDITION OF SUBJECT,2025-02-23
02/22/2025 16:32,Hale St / Schiller St,25013182,TRAFFIC STOP,2025-02-23
02/22/2025 16:30,465 Howe St: @HOWE PARK,25013181,ASSAULT,2025-02-23
02/22/2025 16:29,Walnut St / Orange St,25013180,ARGUMENT,2025-02-23
02/22/2025 15:19,1211 S Mammoth Rd: @BACKYARD BREWERY & KITCHEN,25013163,ACCIDENT,2025-02-23
02/22/2025 13:50,39 Beech St: @Beech St Shelter,25013148,UNWANTED SUBJECT,2025-02-23
02/22/2025 13:52,655 S Willow St: @THE GOOD FEET STORE,25013150,ACCIDENT HIT AND RUN,2025-02-23
02/22/2025 14:18,LINCOLN ST / CEDAR ST,25013151,HOTSPOT PATROL,2025-02-23
02/22/2025 14:26,S Willow St / Jobin Dr,25013152,ACCIDENT,2025-02-23
02/22/2025 14:37,725 Union St: @JOHN PLOSS APARTMENTS,25013153,UNAUTHORIZED USE OF MV,2025-02-23
02/22/2025 14:49,14 Country Club Dr: @HERITAGE AT THE RIVER  #14,25013154,TRAFFIC STOP,2025-02-23
02/22/2025 14:52,317 Trolley St,25013155,THEFT,2025-02-23
02/22/2025 14:53,1037 Elm St: @MARGARITAS,25013156,FOUND PROPERTY,2025-02-23
02/22/2025 14:57,14 Third St: @FAMILIES IN TRANSITION #14,25013157,ASSIST OTHER AGENCY,2025-02-23
02/22/2025 14:59,605 Belmont St: @605 BELMONT ST LLC,25013158,CHECK CONDITION OF SUBJECT,2025-02-23
02/22/2025 15:01,710 S Beech St,25013159,HOMELESS ISSUES,2025-02-23
02/22/2025 15:03,59 Gates St,25013160,UNWANTED SUBJECT,2025-02-23
02/22/2025 15:08,Bridge St / Ash St,25013161,ASSIST OTHER AGENCY,2025-02-23
02/22/2025 15:17,S Willow St / S Porter St,25013162,ACCIDENT H&R IN PROGRESS,2025-02-23
02/22/2025 15:19,458 Lake Ave,25013164,UNRULY JUVENILE,2025-02-23
02/22/2025 16:29,2500 River Rd: @SNHU NEW CASTLE HALL (SNHU),25013179,HANGUP CALL,2025-02-23
02/22/2025 15:23,39 BEECH ST: @Beech St Shelter,25013165,SPECIAL ATTENTION,2025-02-23
02/22/2025 15:24,264 Myrtle St,25013166,WIRES DOWN,2025-02-23
02/22/2025 15:29,S Willow St / S Porter St,25013167,ACCIDENT,2025-02-23
02/22/2025 15:31,112 Reservoir Ave: @HILLSIDE MIDDLE SCHOOL,25013168,ALARM BURGLARY,2025-02-23
02/22/2025 15:47,216 ELM ST: @DUNKIN DONUTS ELM/VALLEY,25013169,BUSINESS CHECK,2025-02-23
02/22/2025 15:49,211 Gay St: @BACKYARD BUILDINGS AND MORE,25013170,ASSIST OTHER AGENCY,2025-02-23
02/22/2025 15:50,2743 Brown Ave: @VETERINARY EMERGENCY CENTER OF MA,25013171,TRESPASSING,2025-02-23
02/22/2025 15:53,445 Willow St: @VALLEY STREET JAIL,25013172,ACCIDENT WITH INJURY,2025-02-23
02/22/2025 15:57,142 Brook St,25013173,SUBPOENA SERVICE,2025-02-23
02/22/2025 16:04,Titus Ave / S Beech St,25013174,PARKING COMPLAINT,2025-02-23
02/22/2025 16:04,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25013175,UNWANTED SUBJECT,2025-02-23
02/22/2025 16:06,Granite St / West St,25013176,TRAFFIC STOP,2025-02-23
02/22/2025 16:14,276 Elm St: @PRIME GAS,25013177,ACCIDENT,2025-02-23
02/22/2025 16:26,425 LAKE AVE: @LAKE AVE FOOD MART,25013178,BUSINESS CHECK,2025-02-23
02/22/2025 18:19,460 Elm St: @MARKET BASKET,25013214,CHECK SUBJECT,2025-02-23
02/22/2025 18:19,460 Elm St: @MARKET BASKET,25013215,CHECK SUBJECT,2025-02-23
02/22/2025 18:21,93 S Maple St: @FAMILY DOLLAR S MAPLE (SAVERS),25013216,ACCIDENT,2025-02-23
02/22/2025 22:23,1 Elliot Way: @ELLIOT HOSPITAL,25013269,CHECK SUBJECT,2025-02-23
02/22/2025 20:29,Mcgregor St / Amory St,25013254,ABANDON VEHICLE,2025-02-23
02/22/2025 20:30,360 Union St: @SEVEN DAYS MARKET,25013258,CHECK CONDITION OF SUBJECT,2025-02-23
02/22/2025 20:31,Wellington Hill Rd / Edward J Roy Dr,25013255,TRAFFIC STOP,2025-02-23
02/22/2025 20:34,405 Valley St: @MPD,25013256,CHECK CONDITION OF SUBJECT,2025-02-23
02/22/2025 20:38,121 Myrtle St,25013257,DISORDERLY CONDUCT IN PROGRESS,2025-02-23
02/22/2025 20:53,EASTERN AVE / OLD WELLINGTON RD,25013259,TRAFFIC STOP,2025-02-23
02/22/2025 20:58,Eddy Rd / Bremer St,25013260,CHECK SUBJECT,2025-02-23
02/22/2025 20:59,Front St / Delia Dr,25013261,TRAFFIC STOP,2025-02-23
02/22/2025 21:00,HOOKSETT RD,25013262,SPECIAL ATTENTION,2025-02-23
02/22/2025 21:09,4 Northbrook Dr,25013263,CHECK CONDITION OF SUBJECT,2025-02-23
02/22/2025 21:24,581 Second St: @DOLLAR TREE SECOND ST (APPLEGATE M,25013266,ALARM BURGLARY,2025-02-23
02/22/2025 21:38,Elm St / Bridge St,25013267,TRAFFIC STOP,2025-02-23
02/22/2025 21:44,882 Valley St,25013268,FIGHT,2025-02-23
02/22/2025 22:22,641 Hayward St: @FAMILIES IN TRANSITION #641,25013270,CHECK AREA FOR PROBLEM,2025-02-23
02/22/2025 22:27,641 Hayward St,25013271,DISORDERLY CONDUCT IN PROGRESS,2025-02-23
02/22/2025 20:23,1932 WELLINGTON RD: @MR MIKES,25013252,BUSINESS CHECK,2025-02-23
02/22/2025 22:55,Bridge St / Beech St,25013272,INTOXICATED PERSON,2025-02-23
02/22/2025 22:58,1055 Elm St: @BarCode,25013274,NOISE COMPLAINT,2025-02-23
02/22/2025 22:59,415 Lake Ave,25013273,CHECK CONDITION OF SUBJECT,2025-02-23
02/22/2025 23:03,58 Massabesic St,25013275,CHECK CONDITION OF SUBJECT,2025-02-23
02/22/2025 23:14,641 Hayward St: @FAMILIES IN TRANSITION #641,25013276,NEIGHBOR COMPLAINT,2025-02-23
02/22/2025 23:24,Lake Ave / Union St,25013277,CHECK AREA FOR PROBLEM,2025-02-23
02/22/2025 23:32,88 Market St: @STRANGE BREW,25013278,ASSAULT,2025-02-23
02/22/2025 23:36,77 Market St: @ROOMING HOUSE 77 MARKET ST,25013279,CRIMINAL THREATENING,2025-02-23
02/22/2025 23:43,S Beech St / Mystic St,25013280,TRAFFIC STOP,2025-02-23
02/22/2025 23:44,85 S MAIN ST: @7-ELEVEN S MAIN ST,25013281,BUSINESS CHECK,2025-02-23
02/22/2025 23:47,39 Beech St: @Beech St Shelter,25013282,ARGUMENT,2025-02-23
02/22/2025 23:54,Maple St / Pearl St,25013283,TRAFFIC STOP,2025-02-23
02/22/2025 23:57,85 S MAIN ST: @7-ELEVEN S MAIN ST,25013284,BUSINESS CHECK,2025-02-23
02/22/2025 23:58,Main St / Conant St,25013285,TRAFFIC STOP,2025-02-23
02/22/2025 20:25,605 Belmont St: @605 BELMONT ST LLC,25013253,DISORDERLY CONDUCT,2025-02-23
02/22/2025 20:21,118 Third St,25013251,PARKING COMPLAINT,2025-02-23
02/22/2025 18:22,295 MERRIMACK ST,25013217,PARKING COMPLAINT,2025-02-23
02/22/2025 19:10,0 Granite St Bridge,25013233,ACCIDENT,2025-02-23
02/22/2025 18:22,UNION ST / MANCHESTER ST,25013218,HOTSPOT PATROL,2025-02-23
02/22/2025 18:27,494 Pine St: @494 PINE ST,25013220,CHECK SUBJECT,2025-02-23
02/22/2025 18:27,100 Mcgregor St: @CATHOLIC MEDICAL CENTER,25013221,UNWANTED SUBJECT,2025-02-23
