datetime,location,incident_number,details,retrieval_date
08/10/2025 00:02,184 Watts St,25060141,ALARM BURGLARY,2025-08-11
08/10/2025 14:24,223 JAMES A POLLOCK DR: @PARKER VARNEY SCHOOL,25060330,SPECIAL ATTENTION,2025-08-11
08/10/2025 14:46,16 PROSPECT ST: @16 PROSPECT ST,25060335,BAIL CHECK,2025-08-11
08/10/2025 14:46,251 Dunbar St,25060336,CHECK AREA FOR PROBLEM,2025-08-11
08/10/2025 14:42,225 Oak St,25060334,ALARM BURGLARY,2025-08-11
08/10/2025 14:39,625 Mammoth Rd.,25060333,BUSINESS CHECK,2025-08-11
08/10/2025 14:31,919 Wellington Rd,25060332,CRIMINAL THREATENING,2025-08-11
08/10/2025 14:28,39 BEECH ST: @Beech St Shelter,25060331,HOTSPOT PATROL,2025-08-11
08/10/2025 14:19,450 BRIDGE ST: @DERRYFIELD PARK,25060329,SPECIAL ATTENTION,2025-08-11
08/10/2025 14:49,25060338,,,2025-08-11
08/10/2025 14:08,3 Midland St,25060328,CHECK AREA FOR PROBLEM,2025-08-11
08/10/2025 14:07,1500 S Willow St: @Mall of New Hampshire,25060327,,2025-08-11
08/10/2025 14:04,586 Valley St: @DOLLAR TREE VALLEY ST (METRO PCS V,25060326,UNWANTED SUBJECT,2025-08-11
08/10/2025 14:00,1070 HOLT AVE,25060325,SPECIAL ATTENTION,2025-08-11
08/10/2025 13:58,1070 HOLT AVE,25060324,SPECIAL ATTENTION,2025-08-11
08/10/2025 13:54,Arms Park,25060323,SPECIAL ATTENTION,2025-08-11
08/10/2025 14:46,915 Elm St: @Dishon Bakery,25060337,HARRASSMENT,2025-08-11
08/10/2025 14:53,194 Spruce St: @FAMILIES IN TRANSITION #194,25060339,UNRULY JUVENILE,2025-08-11
08/10/2025 13:48,141 Cedar St,25060321,ACCIDENT,2025-08-11
08/10/2025 15:54,1022 S Willow St: @DUNKIN DONUTS S WILLOW/WESTON,25060349,ACCIDENT HIT AND RUN,2025-08-11
08/10/2025 16:38,492 Lincoln St: @ENRIGHT PARK,25060354,WANTED PERSON CHECK,2025-08-11
08/10/2025 16:34,285 Concord St: @285 CONCORD ST,25060355,CIVIL STANDBY,2025-08-11
08/10/2025 16:31,210 EDDY RD: @MOBIL MART,25060351,BUSINESS CHECK,2025-08-11
08/10/2025 16:31,333 Beech St: @BEECH STREET SCHOOL,25060352,ALARM BURGLARY,2025-08-11
08/10/2025 16:01,55 Spring Garden St: @55 SPRING GARDEN ST,25060350,MUSIC COMPLAINT,2025-08-11
08/10/2025 15:55,722 SUMMER ST,25060348,MENTAL HEALTH ISSUE,2025-08-11
08/10/2025 15:46,YDC,25060347,SPECIAL ATTENTION,2025-08-11
08/10/2025 15:00,Putnam St / Dubuque St,25060340,HANGUP CALL,2025-08-11
08/10/2025 15:43,50 Old Granite St: @THE GOAT BAR & GRILL,25060346,THEFT,2025-08-11
08/10/2025 15:35,465 Howe St: @HOWE PARK,25060345,HOMELESS ISSUES,2025-08-11
08/10/2025 15:29,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25060344,FIGHT,2025-08-11
08/10/2025 15:19,75 Dubuque St,25060343,ACCIDENT,2025-08-11
08/10/2025 15:05,75 Parkside Ave: @PARKSIDE MIDDLE SCHOOL,25060342,ALARM BURGLARY,2025-08-11
08/10/2025 15:01,725 GOLD ST: @WALMART,25060341,CHECK SUBJECT,2025-08-11
08/10/2025 13:50,63 PENNACOOK ST,25060322,CHECK AREA FOR PROBLEM,2025-08-11
08/10/2025 13:34,38 Eastgate Way,25060320,MENTAL HEALTH ISSUE,2025-08-11
