datetime,location,incident_number,details,retrieval_date
08/19/2025 00:03,25 VINE ST: @VICTORY PARKING GARAGE,25063033,CHECK SUBJECT,2025-08-20
08/19/2025 17:01,418 Laurel St,25063259,ASSIST DCYF,2025-08-20
08/19/2025 17:27,75 ASHLAND ST,25063268,CHECK CONDITION OF SUBJECT,2025-08-20
08/19/2025 17:25,5 Lawton St,25063269,CHECK CONDITION OF SUBJECT,2025-08-20
08/19/2025 17:22,140 Mitchell St: @OUR LADY OF THE CEDARS CHURCH,25063266,ARGUMENT,2025-08-20
08/19/2025 17:16,BRIDGE ST/PAGR ST,25063264,TRAFFIC STOP,2025-08-20
08/19/2025 17:14,298 QUEEN CITY AVE: @COMFORT INN,25063262,TRAFFIC STOP,2025-08-20
08/19/2025 17:13,10 Arms St: @ARMS PARK,25063263,CHECK AREA FOR PROBLEM,2025-08-20
08/19/2025 17:07,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25063261,THEFT,2025-08-20
08/19/2025 17:02,CANDIA RD / SINCLAIR AVE,25063258,TRAFFIC STOP,2025-08-20
08/19/2025 16:58,214 CHESTNUT ST: @KALIVAS PARK,25063257,CHECK SUBJECT,2025-08-20
08/19/2025 00:04,VALLEY ST / MAPLE ST,25063034,CHECK SUBJECT,2025-08-20
08/19/2025 16:55,MASSABESIC TRAFFIC CIRCLE,25063255,TRAFFIC STOP,2025-08-20
08/19/2025 16:55,214 CHESTNUT ST: @KALIVAS PARK,25063256,SPECIAL ATTENTION,2025-08-20
08/19/2025 16:55,460 Elm St: @MARKET BASKET,25063260,HARRASSMENT,2025-08-20
08/19/2025 16:53,405 Valley St: @MPD,25063254,ADMINISTRATIVE MISC,2025-08-20
08/19/2025 16:49,755 ELM ST: @VETERAN'S PARK,25063251,SPECIAL ATTENTION,2025-08-20
08/19/2025 16:48,MASSABESIC TRAFFIC CIRCLE,25063249,TRAFFIC STOP,2025-08-20
