datetime,location,incident_number,details,retrieval_date
08/11/2025 00:02,66 S BEECH ST: @KERNERS CAR WASH,25060435,CHECK VEHICLE,2025-08-12
08/11/2025 15:56,"1061 Elm St: @ROI ENTERPRISES, INC",25060715,UNWANTED SUBJECT,2025-08-12
08/11/2025 16:17,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25060726,MENTAL HEALTH ISSUE,2025-08-12
08/11/2025 16:16,63 Derryfield Ct,25060725,FRAUD,2025-08-12
08/11/2025 16:14,1500 S Willow St: @FRANCESACAS,25060727,COUNTERFIET,2025-08-12
08/11/2025 16:09,6 WILLOW ST: @Golden Karma Asian cuisine,25060723,SPECIAL ATTENTION,2025-08-12
08/11/2025 16:08,145 Lowell St: @ST JOSEPH'S CATHEDRAL,25060722,HOMELESS ISSUES,2025-08-12
08/11/2025 16:06,Bridge St / Pine St,25060721,CHECK AREA FOR PROBLEM,2025-08-12
08/11/2025 16:03,39 BEECH ST: @Beech St Shelter,25060719,SPECIAL ATTENTION,2025-08-12
08/11/2025 16:02,YDC,25060718,SPECIAL ATTENTION,2025-08-12
08/11/2025 16:01,210 EDDY RD: @MOBIL MART,25060717,BUSINESS CHECK,2025-08-12
08/11/2025 15:59,68 Elm St: @NH STATE LIQUOR STORE 10,25060716,ACCIDENT,2025-08-12
08/11/2025 15:54,102 MAPLE ST: @MIRACO,25060714,BUSINESS CHECK,2025-08-12
08/11/2025 16:22,210 EDDY RD: @MOBIL MART,25060728,BUSINESS CHECK,2025-08-12
08/11/2025 15:50,35 Amherst St: @DISTRICT COURT,25060713,MISSING JUVENILE,2025-08-12
08/11/2025 15:50,655 S Willow St: @GOLDEN CORRAL (THE SHOPPES AT S ,25060712,ACCIDENT,2025-08-12
08/11/2025 15:43,69 Brook St,25060711,WANTED PERSON CHECK,2025-08-12
08/11/2025 15:41,100 William Loeb Dr: @pickup usa fitness,25060709,ALARM BURGLARY,2025-08-12
08/11/2025 15:40,298 Queen City Ave: @COMFORT INN,25060710,CRIMINAL MISCHIEF,2025-08-12
08/11/2025 15:31,"117 ELM ST: @NASHUA,NH",25060708,K9 TRAINING,2025-08-12
08/11/2025 15:21,434 UNION ST,25060707,SPECIAL ATTENTION,2025-08-12
08/11/2025 15:18,Elm St / Central St,25060706,ACCIDENT,2025-08-12
08/11/2025 15:17,443 CHESTNUT ST: @VICTORY PARK,25060705,SPECIAL ATTENTION,2025-08-12
08/11/2025 15:11,35 Amherst St: @DISTRICT COURT,25060704,CHECK AREA FOR PROBLEM,2025-08-12
