datetime,location,incident_number,details,retrieval_date
08/13/2025 00:00,242 BEECH ST: @7-ELEVEN VALLEY ST,25061171,BUSINESS CHECK,2025-08-14
08/13/2025 14:52,221 HANOVER ST,25061380,CHECK SUBJECT,2025-08-14
08/13/2025 15:17,471 Beech St,25061388,CHECK CONDITION OF SUBJECT,2025-08-14
08/13/2025 15:15,87 Mcgregor St: @CMC OFFICE BLDG,25061385,HANGUP CALL,2025-08-14
08/13/2025 15:11,205 Village Circle Way: @HALSTEAD COUNTRYSIDE #205,25061386,THEFT,2025-08-14
08/13/2025 15:08,405 Valley St: @MPD,25061384,ADMINISTRATIVE MISC,2025-08-14
08/13/2025 15:03,1019 SECOND ST: @ALLTOWN MOBIL SECOND ST,25061383,TRAFFIC STOP,2025-08-14
08/13/2025 14:58,229 Putnam St,25061382,CHECK AREA FOR PROBLEM,2025-08-14
08/13/2025 14:54,21 Main St: @Gulf Express21 Main St,25061381,ACCIDENT,2025-08-14
08/13/2025 14:46,250 VALLEY ST: @CREMELAND DRIVE IN,25061379,BUSINESS CHECK,2025-08-14
08/13/2025 15:21,Cilley Rd / Jewett St,25061389,ACCIDENT,2025-08-14
08/13/2025 14:44,200 John E Devine Dr: @BJ'S WHOLESALE CLUB,25061378,BROADCAST MESSAGE,2025-08-14
08/13/2025 14:41,1019 SECOND ST: @ALLTOWN MOBIL SECOND ST,25061376,BUSINESS CHECK,2025-08-14
08/13/2025 14:40,1165 Hall St,25061377,FRAUD,2025-08-14
08/13/2025 14:37,348 Myrtle St,25061374,ANIMAL COMPLAINTS,2025-08-14
08/13/2025 14:36,199 MANCHESTER ST: @FIT - FAMLIES IN TRANSITION,25061371,CHECK SUBJECT,2025-08-14
08/13/2025 14:35,443 Hooksett Rd: @Uhaul 443 Hooksett Rd,25061373,CIVIL ISSUE,2025-08-14
08/13/2025 14:34,300 Hanover St: @THE DOORWAY,25061375,MEDICAL PROBLEM,2025-08-14
08/13/2025 15:18,750 S Porter St,25061387,DEATH,2025-08-14
08/13/2025 15:28,94 Appleton St,25061390,LANDLORD TENANT DISPUTE,2025-08-14
08/13/2025 12:26,Hanover St / Mammoth Rd,25061330,ACCIDENT,2025-08-14
08/13/2025 16:12,21 Main St: @Gulf Express21 Main St,25061400,ACCIDENT,2025-08-14
08/13/2025 16:43,Ferry St / S Main St,25061408,ACCIDENT,2025-08-14
08/13/2025 16:38,210 EDDY RD: @MOBIL MART,25061407,BUSINESS CHECK,2025-08-14
08/13/2025 16:36,Cody St / Holt Ave,25061406,CHECK AREA FOR PROBLEM,2025-08-14
08/13/2025 16:32,405 Valley St: @MPD,25061405,WARRANT,2025-08-14
08/13/2025 16:28,425 LAKE AVE: @LAKE AVE FOOD MART,25061403,BUSINESS CHECK,2025-08-14
08/13/2025 16:22,218 Notre Dame Ave,25061402,CHECK SUBJECT,2025-08-14
08/13/2025 16:12,Proctor Rd / Candia Rd,25061401,CHECK VEHICLE,2025-08-14
08/13/2025 16:05,448 Hooksett Road,25061399,,2025-08-14
08/13/2025 15:36,35 Amherst St: @DISTRICT COURT,25061391,CHECK CONDITION OF SUBJECT,2025-08-14
08/13/2025 16:04,200 MCGREGOR ST: @ST MARYS BANK MCGREGOR ST,25061398,TRAFFIC STOP,2025-08-14
08/13/2025 16:00,242 Hooksett Rd: @LIVINGSTON POOL BATH HOUSE,25061397,ANIMAL COMPLAINTS,2025-08-14
08/13/2025 15:57,297 MAPLE ST: @SHEEHAN-BASQUIL SPLASH PAD,25061395,CHECK SUBJECT,2025-08-14
08/13/2025 15:56,40 Becker St,25061396,CRIMINAL THREATENING,2025-08-14
08/13/2025 15:54,86 A St,25061394,CHECK CONDITION OF SUBJECT,2025-08-14
08/13/2025 15:48,SHASTA ST / LINCOLN ST,25061392,TRAFFIC STOP,2025-08-14
