visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10,True,22,22,SSW 13 mph,30.22,2025-05-12T11:51:17-0400,1747065077,65,65,65,37,65,65,25,Sunny,Sunny,01,32,2025-04-12 11:51:00,07:59 PM,05:23 AM,Alton,43.46,-71.22
10,True,20,20,SSW 11 mph,30.25,2025-05-12T11:51:08-0400,1747065068,69,69,69,38,69,69,26,Sunny,Sunny,01,32,2025-04-12 11:51:00,07:59 PM,05:26 AM,Amherst,42.86,-71.62
10,True,23,23,SSW 12 mph,30.23,2025-05-12T12:00:26-0400,1747065626,67,67,67,36,67,67,27,Sunny,Sunny,01,32,2025-04-12 12:00:00,08:01 PM,05:27 AM,Antrim,43.04,-71.95
10,True,22,22,SSW 8 mph,30.19,2025-05-12T11:57:53-0400,1747065473,70,70,70,38,70,70,29,Sunny,Sunny,01,32,2025-04-12 11:57:00,08:02 PM,05:24 AM,Ashland,43.7,-71.63
10,True,26,26,WSW 23 mph,30.16,2025-05-12T11:57:41-0400,1747065461,65,65,66,40,65,65,30,Sunny/Wind,Sunny/Wind,01,32,2025-04-12 11:57:00,08:01 PM,05:22 AM,Bartlett,44.07,-71.28
10,True,21,21,SSW 12 mph,30.22,2025-05-12T11:49:28-0400,1747064968,68,68,68,37,68,68,26,Sunny,Sunny,01,32,2025-04-12 11:49:00,08:00 PM,05:24 AM,Belmont,43.44,-71.48
10,True,23,23,SSW 12 mph,30.23,2025-05-12T11:59:34-0400,1747065574,67,67,67,35,67,67,28,Sunny,Sunny,01,32,2025-04-12 11:59:00,08:01 PM,05:27 AM,Bennington,43.0,-71.92
10,True,25,25,WSW 14 mph,30.14,2025-05-12T12:00:28-0400,1747065628,62,62,62,33,61,61,26,P Cloudy,Partly Cloudy,35,30,2025-04-12 12:00:00,08:02 PM,05:20 AM,Berlin city,44.49,-71.26
10,True,24,24,SW 10 mph,30.16,2025-05-12T11:54:14-0400,1747065254,65,65,65,35,64,64,27,Sunny,Sunny,01,32,2025-04-12 11:54:00,08:03 PM,05:23 AM,Bethlehem,44.28,-71.69
10,True,22,22,SW 11 mph,30.21,2025-05-12T11:52:50-0400,1747065170,66,66,66,35,66,66,26,Sunny,Sunny,01,32,2025-04-12 11:52:00,08:02 PM,05:27 AM,Blodgett Landing,43.38,-72.04
10,True,21,21,SSW 12 mph,30.22,2025-05-12T11:50:22-0400,1747065022,68,68,68,38,68,68,26,Sunny,Sunny,01,32,2025-04-12 11:50:00,08:02 PM,05:27 AM,Bradford,43.27,-71.96
10,True,22,22,SSW 9 mph,30.2,2025-05-12T11:56:05-0400,1747065365,68,68,68,36,68,68,28,Sunny,Sunny,01,32,2025-04-12 11:56:00,08:02 PM,05:25 AM,Bristol,43.6,-71.75
10,True,24,24,SSW 9 mph,30.2,2025-05-12T11:56:59-0400,1747065419,67,67,67,33,67,67,28,Sunny,Sunny,01,32,2025-04-12 11:56:00,08:03 PM,05:26 AM,Canaan,43.65,-72.02
10,True,21,21,SSW 13 mph,30.2,2025-05-12T11:56:45-0400,1747065405,68,68,68,39,68,68,27,Sunny,Sunny,01,32,2025-04-12 11:56:00,08:00 PM,05:22 AM,Center Ossipee,43.75,-71.15
10,True,24,24,SW 16 mph,30.19,2025-05-12T11:54:43-0400,1747065283,65,65,65,41,65,65,27,Sunny,Sunny,01,32,2025-04-12 11:54:00,08:01 PM,05:23 AM,Center Sandwich,43.81,-71.44
10,True,25,25,S 12 mph,30.22,2025-05-12T11:57:06-0400,1747065426,67,67,67,36,67,67,30,Sunny,Sunny,01,32,2025-04-12 11:57:00,08:04 PM,05:28 AM,Charlestown,43.24,-72.42
10,True,26,26,S 13 mph,30.21,2025-05-12T12:00:32-0400,1747065632,66,66,66,35,66,66,30,Sunny,Sunny,01,32,2025-04-12 12:00:00,08:04 PM,05:28 AM,Claremont city,43.38,-72.34
10,True,30,30,SW 7 mph,30.14,2025-05-12T11:58:36-0400,1747065516,62,62,62,34,61,61,30,P Cloudy,Partly Cloudy,35,30,2025-04-12 11:58:00,08:04 PM,05:20 AM,Colebrook,44.89,-71.49
10,True,20,20,SSW 12 mph,30.23,2025-05-12T11:52:43-0400,1747065163,70,70,70,35,70,70,27,Sunny,Sunny,01,32,2025-04-12 11:52:00,08:00 PM,05:25 AM,Concord city,43.23,-71.56
10,True,20,20,SSW 12 mph,30.22,2025-05-12T11:52:01-0400,1747065121,69,69,69,35,69,69,27,Sunny,Sunny,01,32,2025-04-12 11:52:00,08:01 PM,05:26 AM,Contoocook,43.22,-71.71
10,True,23,23,SW 18 mph,30.18,2025-05-12T11:57:06-0400,1747065426,68,68,68,41,68,68,28,Sunny,Sunny,01,32,2025-04-12 11:57:00,08:00 PM,05:21 AM,Conway,43.98,-71.13
10,True,21,21,SSW 13 mph,30.25,2025-05-12T11:51:40-0400,1747065100,67,67,67,41,67,67,25,Sunny,Sunny,01,32,2025-04-12 11:51:00,07:58 PM,05:25 AM,Derry,42.89,-71.28
10,True,22,22,SSW 12 mph,30.24,2025-05-12T11:51:22-0400,1747065082,67,67,67,37,67,67,28,Sunny,Sunny,01,32,2025-04-12 11:51:00,07:57 PM,05:22 AM,Dover city,43.19,-70.88
10,True,22,22,SSW 12 mph,30.24,2025-05-12T11:51:49-0400,1747065109,67,67,67,38,67,67,27,Sunny,Sunny,01,32,2025-04-12 11:51:00,07:57 PM,05:23 AM,Durham,43.14,-70.92
10,True,21,21,SSW 11 mph,30.25,2025-05-12T11:56:56-0400,1747065416,69,69,69,37,69,69,27,Sunny,Sunny,01,32,2025-04-12 11:56:00,07:59 PM,05:26 AM,East Merrimack,42.87,-71.48
10,True,23,23,SW 11 mph,30.2,2025-05-12T11:53:32-0400,1747065212,67,67,67,34,67,67,28,Sunny,Sunny,01,32,2025-04-12 11:53:00,08:04 PM,05:26 AM,Enfield,43.64,-72.15
10,True,21,21,SSW 12 mph,30.24,2025-05-12T11:57:11-0400,1747065431,69,69,69,37,69,69,27,Sunny,Sunny,01,32,2025-04-12 11:57:00,07:58 PM,05:24 AM,Epping,43.03,-71.09
10,True,22,22,SSW 12 mph,30.24,2025-05-12T11:56:58-0400,1747065418,67,67,67,38,67,67,27,Sunny,Sunny,01,32,2025-04-12 11:56:00,07:57 PM,05:23 AM,Exeter,42.98,-70.95
10,True,23,23,SSW 10 mph,30.22,2025-05-12T11:57:07-0400,1747065427,66,66,66,37,66,66,27,Sunny,Sunny,01,32,2025-04-12 11:57:00,07:59 PM,05:23 AM,Farmington,43.4,-71.07
10,True,20,20,SSW 11 mph,30.21,2025-05-12T11:52:36-0400,1747065156,70,70,70,36,70,70,27,Sunny,Sunny,01,32,2025-04-12 11:52:00,08:01 PM,05:25 AM,Franklin city,43.45,-71.67
10,True,21,21,SSW 11 mph,30.23,2025-05-12T11:57:21-0400,1747065441,69,69,69,36,69,69,28,Sunny,Sunny,01,32,2025-04-12 11:57:00,08:00 PM,05:26 AM,Goffstown,43.02,-71.6
10,True,23,23,WSW 17 mph,30.14,2025-05-12T11:56:08-0400,1747065368,65,65,65,37,65,65,27,Fair,Fair,02,34,2025-04-12 11:56:00,08:02 PM,05:20 AM,Gorham,44.39,-71.19
10,True,22,22,SSW 11 mph,30.24,2025-05-12T11:59:42-0400,1747065582,67,67,67,35,67,67,26,Sunny,Sunny,01,32,2025-04-12 11:59:00,08:00 PM,05:27 AM,Greenville,42.77,-71.8
10,True,28,28,SW 8 mph,30.15,2025-05-12T12:00:17-0400,1747065617,63,63,63,35,63,63,29,P Cloudy,Partly Cloudy,35,30,2025-04-12 12:00:00,08:04 PM,05:21 AM,Groveton,44.6,-71.52
10,True,22,22,S 13 mph,30.25,2025-05-12T11:55:30-0400,1747065330,68,68,68,42,68,68,28,Sunny,Sunny,01,32,2025-04-12 11:55:00,07:56 PM,05:23 AM,Hampton,42.94,-70.83
10,True,26,26,SSW 12 mph,30.25,2025-05-12T12:00:39-0400,1747065639,66,66,66,43,66,66,30,Sunny,Sunny,01,32,2025-04-12 12:00:00,07:56 PM,05:23 AM,Hampton Beach,42.91,-70.81
10,True,22,22,SSW 13 mph,30.23,2025-05-12T11:55:27-0400,1747065327,66,66,66,34,66,66,26,Sunny,Sunny,01,32,2025-04-12 11:55:00,08:01 PM,05:27 AM,Hancock,42.97,-71.98
10,True,26,26,SSW 10 mph,30.19,2025-05-12T11:57:56-0400,1747065476,68,68,68,33,68,68,32,Sunny,Sunny,01,32,2025-04-12 11:57:00,08:04 PM,05:27 AM,Hanover,43.71,-72.28
10,True,23,23,SSW 11 mph,30.22,2025-05-12T11:58:18-0400,1747065498,68,68,68,37,68,68,29,Sunny,Sunny,01,32,2025-04-12 11:58:00,08:01 PM,05:26 AM,Henniker,43.18,-71.82
10,True,22,22,SSW 12 mph,30.23,2025-05-12T11:54:03-0400,1747065243,67,67,67,38,67,67,27,Sunny,Sunny,01,32,2025-04-12 11:54:00,08:01 PM,05:27 AM,Hillsborough,43.11,-71.9
10,True,25,25,S 11 mph,30.25,2025-05-12T11:57:58-0400,1747065478,67,67,67,33,67,67,30,Sunny,Sunny,01,32,2025-04-12 11:57:00,08:03 PM,05:30 AM,Hinsdale,42.79,-72.49
10,True,20,20,SSW 12 mph,30.23,2025-05-12T11:55:37-0400,1747065337,70,70,70,38,70,70,27,Sunny,Sunny,01,32,2025-04-12 11:55:00,07:59 PM,05:25 AM,Hooksett,43.09,-71.46
10,True,20,20,SSW 12 mph,30.26,2025-05-12T11:52:35-0400,1747065155,69,69,69,37,69,69,26,Sunny,Sunny,01,32,2025-04-12 11:52:00,07:58 PM,05:26 AM,Hudson,42.76,-71.43
10,True,22,22,SSW 15 mph,30.29,2025-05-12T11:55:58-0400,1747065358,64,64,64,34,63,63,25,Fair,Fair,02,34,2025-04-12 11:55:00,08:01 PM,05:28 AM,Jaffrey,42.81,-72.02
10,True,24,24,SSW 11 mph,30.25,2025-05-12T11:54:29-0400,1747065269,66,66,66,37,66,66,28,Sunny,Sunny,01,32,2025-04-12 11:54:00,08:02 PM,05:29 AM,Keene city,42.95,-72.3
10,True,22,22,SSW 12 mph,30.21,2025-05-12T11:52:53-0400,1747065173,66,66,66,40,66,66,26,Sunny,Sunny,01,32,2025-04-12 11:52:00,08:01 PM,05:24 AM,Laconia city,43.57,-71.48
10,True,26,26,SW 8 mph,30.16,2025-05-12T11:56:07-0400,1747065367,64,64,64,32,63,63,28,P Cloudy,Partly Cloudy,35,30,2025-04-12 11:56:00,08:04 PM,05:22 AM,Lancaster,44.49,-71.57
10,True,26,26,SSW 10 mph,30.19,2025-05-12T11:59:17-0400,1747065557,68,68,68,34,68,68,32,Fair,Fair,02,34,2025-04-12 11:59:00,08:04 PM,05:27 AM,Lebanon city,43.64,-72.25
