datetime,location,incident_number,details,retrieval_date
07/16/2025 00:01,242 BEECH ST: @7-ELEVEN VALLEY ST,25052382,BUSINESS CHECK,2025-07-17
07/16/2025 15:13,735 Hooksett Rd: @CONVENIENT MD URGENT CARE,25052596,ALARM PANIC,2025-07-17
07/16/2025 15:30,273 Central St,25052603,UNWANTED SUBJECT,2025-07-17
07/16/2025 15:29,273 Central St,25052602,ARGUMENT,2025-07-17
07/16/2025 15:29,3 Sundial Ave: @SOUTH BLDG 3 SUNDIAL AVE,25052600,VIOLATION OF BAIL,2025-07-17
07/16/2025 15:29,284 LOWELL ST,25052601,ACCIDENT,2025-07-17
07/16/2025 15:21,20 Elm St: @BAKERSVILLE SCHOOL,25052599,THEFT,2025-07-17
07/16/2025 15:21,Hayward St / Maple St,25052598,ACCIDENT HIT AND RUN,2025-07-17
07/16/2025 15:14,829 S Mammoth Rd,25052597,CRIMINAL THREATENING,2025-07-17
07/16/2025 15:09,340 Granite St: @MY TURN,25052595,FOUND PROPERTY,2025-07-17
07/16/2025 16:06,405 Valley St: @MPD,25052605,WARRANT,2025-07-17
07/16/2025 14:37,630 MAMMOTH RD: @STATION 10 MFD,25052594,ANIMAL COMPLAINTS,2025-07-17
07/16/2025 14:31,405 Valley St: @MPD,25052591,PORNOGRAPHY,2025-07-17
07/16/2025 14:30,Queen City Ave / Elm St,25052590,ACCIDENT WITH INJURY,2025-07-17
07/16/2025 14:30,481 Merrimack St,25052593,CIVIL STANDBY,2025-07-17
07/16/2025 14:25,32 Norcross St,25052589,EXPOSURE,2025-07-17
07/16/2025 14:24,216 Chauncey Ave,25052588,HANGUP CALL,2025-07-17
07/16/2025 14:22,1 Line Drive,25052592,SPECIAL ATTENTION,2025-07-17
07/16/2025 15:47,210 EDDY RD: @MOBIL MART,25052604,BUSINESS CHECK,2025-07-17
07/16/2025 16:07,555 ELM ST: @SNHU ARENA,25052606,K9 TRAINING,2025-07-17
07/16/2025 14:13,S MAMMOTH RD / COHAS AVE,25052586,TRAFFIC STOP,2025-07-17
07/16/2025 16:36,PRESIDENT RD / S BEECH ST,25052615,TRAFFIC STOP,2025-07-17
07/16/2025 17:04,26 Janet Lee Ct,25052625,ANIMAL COMPLAINTS,2025-07-17
07/16/2025 17:01,293 S 101 E OFF RAMP EXIT 2 / BROWN AVE,25052622,TRAFFIC STOP,2025-07-17
07/16/2025 16:57,Chestnut St / Concord St,25052623,MEDICAL PROBLEM,2025-07-17
07/16/2025 16:51,501 Elm St: @supreme rentals,25052621,ARGUMENT,2025-07-17
07/16/2025 16:49,PRESIDENT RD / FERNDALE ST,25052620,TRAFFIC STOP,2025-07-17
07/16/2025 16:38,Amherst St / Hanover Ct,25052618,CHECK AREA FOR PROBLEM,2025-07-17
07/16/2025 16:37,1056 RIVER RD: @YDC,25052616,SPECIAL ATTENTION,2025-07-17
07/16/2025 16:36,221 Wilson St,25052617,MENTAL HEALTH ISSUE,2025-07-17
07/16/2025 16:10,snhu arena,25052607,K9 TRAINING,2025-07-17
07/16/2025 16:34,210 EDDY RD: @MOBIL MART,25052614,BUSINESS CHECK,2025-07-17
07/16/2025 16:28,PRESIDENT RD / GREENWOOD ST,25052613,TRAFFIC STOP,2025-07-17
07/16/2025 16:26,98 Salmon St: @OFFFICE OF SG BRIGGS,25052612,ALARM BURGLARY,2025-07-17
07/16/2025 16:19,129 March Ave: @HOME DEPOT,25052610,SUSPICIOUS ACTIVITY,2025-07-17
07/16/2025 16:17,73 Malvern St,25052611,CHECK AREA FOR PROBLEM,2025-07-17
