datetime,location,incident_number,details,retrieval_date
07/09/2025 00:00,199 MANCHESTER ST: @FIT - FAMLIES IN TRANSITION,25050204,SPECIAL ATTENTION,2025-07-10
07/09/2025 14:17,1741 S Willow St: @BARNES & NOBLE,25050431,ANIMAL COMPLAINTS,2025-07-10
07/09/2025 14:40,224 Spruce St: @THE WAY HOME.,25050441,CHECK VEHICLE,2025-07-10
07/09/2025 14:37,S Commercial St / Granite St,25050439,ACCIDENT,2025-07-10
07/09/2025 14:36,AMHERST ST / PINE ST,25050438,TRAFFIC STOP,2025-07-10
07/09/2025 14:32,234 Notre Dame Ave,25050437,CIVIL ISSUE,2025-07-10
07/09/2025 14:27,NOTRE DAME AVE / AMORY ST,25050435,HOTSPOT PATROL,2025-07-10
07/09/2025 14:26,316 S Beech St,25050436,OVERDOSE,2025-07-10
07/09/2025 14:25,163 S Beech St: @FAMILIES IN TRANSITION  BEECH ST,25050433,HOMELESS ISSUES,2025-07-10
07/09/2025 14:24,48 Henriette St: @ST EDMONDS APARTMENTS,25050434,CHECK CONDITION OF SUBJECT,2025-07-10
07/09/2025 14:16,Brown Ave / 293 N 101 W Brown Ave Off Ramp Exit 2,25050432,CHECK CONDITION OF SUBJECT,2025-07-10
07/09/2025 16:23,144 Lake Ave: @144 LAKE AVE,25050465,CHECK CONDITION OF SUBJECT,2025-07-10
07/09/2025 14:13,Hooksett Rd / Campbell St,25050430,CHECK CONDITION OF SUBJECT,2025-07-10
07/09/2025 14:13,KELLEY ST / MONTGOMERY ST,25050428,CHECK CONDITION OF SUBJECT,2025-07-10
07/09/2025 14:12,Hanover St / Michigan Ave,25050429,DISABLED MOTOR VEHICLE,2025-07-10
07/09/2025 14:10,445 Willow St: @VALLEY STREET JAIL,25050427,WAGON TRANSPORT,2025-07-10
07/09/2025 14:06,Downtown,25050425,SPECIAL ATTENTION,2025-07-10
07/09/2025 14:05,95 EDDY RD: @SPECTRUM MARKETING,25050424,SPECIAL ATTENTION,2025-07-10
07/09/2025 14:05,26 Sullivan St,25050426,CIVIL STANDBY,2025-07-10
07/09/2025 14:02,100 JACK LOVERING DR: @GREEN ACRES SCHOOL,25050423,CHECK SUBJECT,2025-07-10
07/09/2025 14:41,1 City Hall Plz: @CITY HALL,25050440,ALARM BURGLARY,2025-07-10
07/09/2025 14:47,163 S Beech St: @FAMILIES IN TRANSITION  BEECH ST,25050442,HOMELESS ISSUES,2025-07-10
07/09/2025 14:53,100 Mcgregor St: @CATHOLIC MEDICAL CENTER,25050443,INVOLUNTARY EMERG. ADMISSION,2025-07-10
07/09/2025 14:54,290 Dubuque St,25050444,ASSIST OTHER AGENCY,2025-07-10
07/09/2025 16:20,S WILLOW ST / HOLLY AVE,25050462,TRAFFIC STOP,2025-07-10
07/09/2025 16:17,425 LAKE AVE: @LAKE AVE FOOD MART,25050461,BUSINESS CHECK,2025-07-10
07/09/2025 16:15,1 City Hall Plz: @CITY HALL,25050460,CHECK AREA FOR PROBLEM,2025-07-10
07/09/2025 16:04,340 Shasta St: @340 Shasta St,25050458,DRUG ACTIVITY,2025-07-10
07/09/2025 16:01,199 MANCHESTER ST: @FIT - FAMLIES IN TRANSITION,25050457,SPECIAL ATTENTION,2025-07-10
07/09/2025 15:58,725 GOLD ST: @WALMART,25050455,CHECK SUBJECT,2025-07-10
07/09/2025 15:53,223 Hayward St,25050456,MISSING PERSON CHECK,2025-07-10
07/09/2025 15:52,210 EDDY RD: @MOBIL MART,25050454,BUSINESS CHECK,2025-07-10
07/09/2025 15:50,183 Douglas St: @WORKMENS CLUB,25050453,ANIMAL COMPLAINTS,2025-07-10
07/09/2025 15:43,CONCORD ST / VINE ST,25050451,CHECK SUBJECT,2025-07-10
07/09/2025 15:37,405 Valley St: @MPD,25050452,SEXUAL ASSAULT,2025-07-10
07/09/2025 15:34,580 KIMBALL ST: @KIMBALL FALLS APTS BUILDING #1,25050449,SPECIAL ATTENTION,2025-07-10
07/09/2025 15:33,252 Bell St,25050450,ASSIST DCYF,2025-07-10
07/09/2025 15:24,360 Harvard St,25050448,MISSING KID UNDER 12 YOA,2025-07-10
07/09/2025 15:23,443 CHESTNUT ST: @VICTORY PARK,25050447,SPECIAL ATTENTION,2025-07-10
07/09/2025 15:11,119 Hanover St,25050446,CHECK AREA FOR PROBLEM,2025-07-10
07/09/2025 15:02,55 AMORY ST: @PARISEAU HIGH RISE,25050445,SPECIAL ATTENTION,2025-07-10
07/09/2025 14:00,214 CHESTNUT ST: @KALIVAS PARK,25050421,SPECIAL ATTENTION,2025-07-10
07/09/2025 13:57,777 S Willow St: @FIVE BELOW (S WILLOW ST PLAZA),25050422,SHOPLIFTING,2025-07-10
07/09/2025 13:55,MANCHESTER ST / UNION ST,25050420,HOTSPOT PATROL,2025-07-10
07/09/2025 13:03,BRIDGE ST / RUSSELL ST,25050399,TRAFFIC STOP,2025-07-10
07/09/2025 12:58,405 Valley St: @MPD,25050398,WARRANT,2025-07-10
07/09/2025 12:51,410 HOOKSETT RD: @LIVINGSTON PARK,25050396,SPECIAL ATTENTION,2025-07-10
07/09/2025 12:47,305 SECOND ST: @BASS ISLAND PARK,25050395,SPECIAL ATTENTION,2025-07-10
07/09/2025 12:47,118 W HILLCREST AVE,25050394,ANIMAL COMPLAINTS,2025-07-10
07/09/2025 12:46,ELM ST / DEPOT ST,25050393,TRAFFIC STOP,2025-07-10
07/09/2025 12:37,35 Beech Hill Ave: @BEECHWOOD CONDOS #35,25050392,CUSTODY DISPUTE,2025-07-10
07/09/2025 12:36,140 Queen City Ave: @FARNUM CENTER,25050391,INVOLUNTARY EMERG. ADMISSION,2025-07-10
07/09/2025 12:35,200 HANOVER ST: @HUGH GALLEN HIGH RISE,25050390,SPECIAL ATTENTION,2025-07-10
07/09/2025 12:33,199 MANCHESTER ST: @FIT - FAMLIES IN TRANSITION,25050389,SPECIAL ATTENTION,2025-07-10
07/09/2025 12:25,Mission Ave / Bridge St,25050388,ASSIST OTHER AGENCY,2025-07-10
07/09/2025 12:24,267 WALNUT ST,25050387,ABANDON VEHICLE,2025-07-10
07/09/2025 12:22,WEBSTER ST / PICKERING ST,25050386,CHECK SUBJECT,2025-07-10
07/09/2025 12:21,755 ELM ST: @VETERAN'S PARK,25050385,SPECIAL ATTENTION,2025-07-10
07/09/2025 12:10,174 EDDY RD: @HOT STONE PIZZERIA,25050384,BUSINESS CHECK,2025-07-10
07/09/2025 12:09,410 Hooksett Rd: @LIVINGSTON PARK,25050383,CHECK AREA FOR PROBLEM,2025-07-10
07/09/2025 12:09,145 Hollis St: @AMOSKEAG HEALTH 145 HOLLIS ST,25050382,CHECK AREA FOR PROBLEM,2025-07-10
07/09/2025 12:08,410 HOOKSETT RD: @LIVINGSTON PARK,25050381,SPECIAL ATTENTION,2025-07-10
07/09/2025 12:58,NOTRE DAME AVE / AMORY ST,25050397,HOTSPOT PATROL,2025-07-10
07/09/2025 13:03,777 S Willow St: @MICHAELS ARTS & CRAFTS (S WILLOW,25050401,ACCIDENT,2025-07-10
07/09/2025 13:54,CILLEY RD / S HALL ST,25050419,TRAFFIC STOP,2025-07-10
07/09/2025 13:04,430 YOUVILLE ST: @CULLEROT PARK,25050400,SPECIAL ATTENTION,2025-07-10
07/09/2025 13:54,223 JAMES A POLLOCK DR: @PARKER VARNEY SCHOOL,25050418,SPECIAL ATTENTION,2025-07-10
07/09/2025 13:43,755 ELM ST: @VETERAN'S PARK,25050416,SPECIAL ATTENTION,2025-07-10
07/09/2025 13:42,75 W Hancock St: @ECONOLODGE,25050417,THEFT,2025-07-10
07/09/2025 13:41,525 S MAIN ST: @STATION 2 MFD,25050415,SPECIAL ATTENTION,2025-07-10
07/09/2025 13:39,580 KIMBALL ST: @KIMBALL FALLS APTS BUILDING #1,25050413,ADDED INFO TO PREVIOUS CASE,2025-07-10
07/09/2025 13:38,259 CHESTNUT ST: @OMALLEY HI RISE,25050412,THEFT,2025-07-10
07/09/2025 13:36,1415 Elm St. Granite St. Credit Union,25050411,BUSINESS CHECK,2025-07-10
07/09/2025 13:36,423 Cilley Rd,25050414,CHECK CONDITION OF SUBJECT,2025-07-10
07/09/2025 13:34,1019 SECOND ST: @ALLTOWN MOBIL SECOND ST,25050410,BUSINESS CHECK,2025-07-10
07/09/2025 13:22,3 ELECTRIC ST: @WEST SIDE ICE ARENA,25050409,SPECIAL ATTENTION,2025-07-10
07/09/2025 13:17,443 CHESTNUT ST: @VICTORY PARK,25050408,SPECIAL ATTENTION,2025-07-10
07/09/2025 13:14,KIMBALL ST / UPLAND ST,25050407,HOTSPOT PATROL,2025-07-10
07/09/2025 13:12,UNION ST / N GATE RD,25050406,TRAFFIC STOP,2025-07-10
07/09/2025 13:09,264 MASON ST: @ROCK RIMMON PARK,25050402,SPECIAL ATTENTION,2025-07-10
07/09/2025 13:07,80R English Village Rd,25050403,INVOLUNTARY EMERG. ADMISSION,2025-07-10
07/09/2025 13:06,149 Pine St,25050405,CHECK CONDITION OF SUBJECT,2025-07-10
07/09/2025 13:06,100 Mcgregor St: @CATHOLIC MEDICAL CENTER,25050404,ASSAULT,2025-07-10
07/09/2025 16:22,487 Clay St,25050463,ACCIDENT HIT AND RUN,2025-07-10
07/09/2025 16:27,200 HANOVER ST: @HUGH GALLEN HIGH RISE,25050464,SPECIAL ATTENTION,2025-07-10
07/09/2025 12:06,172 BELMONT ST: @ST ANTHONY OF PADUA PARISH,25050379,SPECIAL ATTENTION,2025-07-10
07/09/2025 20:18,475 Rimmon St,25050520,CHECK AREA FOR PROBLEM,2025-07-10
07/09/2025 21:33,25 Laval St: @NORMAN BAKERY APTS,25050528,CRIMINAL THREATENING,2025-07-10
07/09/2025 21:15,887 Hanover St: @SHELL HANOVER ST,25050527,CHECK AREA FOR PROBLEM,2025-07-10
07/09/2025 20:54,73 SCHILLER ST,25050526,ADDED INFO TO PREVIOUS CASE,2025-07-10
