datetime,location,incident_number,details,retrieval_date
07/12/2025 00:14,downtown,25051186,SPECIAL ATTENTION,2025-07-13
07/12/2025 17:12,273 Spruce St,25051350,ACCIDENT H&R IN PROGRESS,2025-07-13
07/12/2025 16:10,AUBURN ST / MAPLE ST,25051337,CHECK SUBJECT,2025-07-13
07/12/2025 16:21,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25051339,THEFT,2025-07-13
07/12/2025 16:24,Myrtle St / Union St,25051340,THEFT,2025-07-13
07/12/2025 16:29,555 Auburn St: @EASTER SEALS AUBURN ST,25051341,ALARM BURGLARY,2025-07-13
07/12/2025 16:31,395 Edward J Roy Dr: @WELLINGTON HILL APTS #395,25051342,THEFT,2025-07-13
07/12/2025 16:39,16 Orange Street,25051343,THEFT,2025-07-13
07/12/2025 16:46,210 EDDY RD: @MOBIL MART,25051344,BUSINESS CHECK,2025-07-13
07/12/2025 16:50,Brown Ave / 293 S 101 E Off Ramp Exit 2,25051345,CHECK CONDITION OF SUBJECT,2025-07-13
07/12/2025 16:59,221 WILSON ST,25051347,CIVIL STANDBY,2025-07-13
07/12/2025 17:02,Cedar St / Maple St,25051346,MUSIC COMPLAINT,2025-07-13
07/12/2025 17:07,394 Second St,25051348,CHECK CONDITION OF SUBJECT,2025-07-13
07/12/2025 17:11,2108 RIVER RD: @DERRYFIELD HIGH SCHOOL,25051349,TRAFFIC STOP,2025-07-13
07/12/2025 17:20,66 Head St: @RACO THEODORE PARK,25051351,BROADCAST MESSAGE,2025-07-13
07/12/2025 18:30,Bodwell Rd / Cohas Ave,25051365,CHECK AREA FOR PROBLEM,2025-07-13
07/12/2025 17:25,39 BEECH ST: @Beech St Shelter,25051352,CHECK SUBJECT,2025-07-13
07/12/2025 17:36,670 N Commercial St: @BRADY SULLIVAN BLDG (JEFFERS,25051354,UNWANTED SUBJECT,2025-07-13
07/12/2025 17:37,SPRING ST / PLAZA DR,25051353,TRAFFIC STOP,2025-07-13
07/12/2025 17:48,2605 ELM ST,25051355,UNWANTED SUBJECT,2025-07-13
07/12/2025 17:50,SHASTA ST / MAPLE ST,25051356,TRAFFIC STOP,2025-07-13
07/12/2025 18:01,16 S WILLOW ST: @PEOPLE READY PARKING LOT,25051358,CHECK VEHICLE,2025-07-13
07/12/2025 18:04,418 CEDAR ST,25051357,ADDED INFO TO PREVIOUS CASE,2025-07-13
07/12/2025 18:17,Elm St / Bridge St,25051359,ACCIDENT,2025-07-13
07/12/2025 18:17,66 S BEECH ST: @KERNERS CAR WASH,25051360,CHECK SUBJECT,2025-07-13
07/12/2025 18:19,WELLINGTON RD / TIFFANY LN,25051361,TRAFFIC STOP,2025-07-13
07/12/2025 18:24,wellington/rasberry,25051362,TRAFFIC STOP,2025-07-13
07/12/2025 18:26,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25051364,CHECK CONDITION OF SUBJECT,2025-07-13
07/12/2025 16:08,33 Ramsay St,25051336,ANIMAL COMPLAINTS,2025-07-13
07/12/2025 16:07,225 Tarrytown Rd: @TARRYTOWN HSG #225,25051338,CHECK CONDITION OF SUBJECT,2025-07-13
07/12/2025 16:04,1111 S Willow St: @ALDIS (1111 S WILLOW ST SHOPPIN,25051335,CHECK AREA FOR PROBLEM,2025-07-13
07/12/2025 15:58,Valley St / Elm St,25051334,ACCIDENT,2025-07-13
07/12/2025 13:36,777 S WILLOW ST: @MICHAELS ARTS & CRAFTS,25051308,TRAFFIC STOP,2025-07-13
07/12/2025 13:37,73 Massabesic St: @Massabesic Sober Living Home,25051310,UNWANTED SUBJECT,2025-07-13
07/12/2025 13:39,199 Zachary Rd: @EASTER SEALS - GAMMON ACADEMY,25051312,HANGUP CALL,2025-07-13
