datetime,location,incident_number,details,retrieval_date
07/26/2025 00:00,BROWN AVE / ELM ST,25055503,TRAFFIC STOP,2025-07-27
07/26/2025 18:51,MAPLE ST / LOWELL ST,25055701,TRAFFIC STOP,2025-07-27
07/26/2025 16:49,Downtown,25055670,SPECIAL ATTENTION,2025-07-27
07/26/2025 16:49,200 FRONTAGE RD: @PRESTIGE AUTO BODY,25055669,TRAFFIC STOP,2025-07-27
07/26/2025 16:52,MANCHESTER ST / MAPLE ST,25055671,TRAFFIC STOP,2025-07-27
07/26/2025 17:04,75 PARKSIDE AVE: @PARKSIDE MIDDLE SCHOOL,25055672,SPECIAL ATTENTION,2025-07-27
07/26/2025 17:09,199 MANCHESTER ST: @FIT - FAMLIES IN TRANSITION,25055673,SPECIAL ATTENTION,2025-07-27
07/26/2025 17:16,109 English Village Rd: @PINEWOOD ESTATES #109,25055674,ACCIDENT HIT AND RUN,2025-07-27
07/26/2025 17:18,111 WEBSTER ST: @7-ELEVEN WEBSTER ST,25055675,BUSINESS CHECK,2025-07-27
07/26/2025 17:27,405 Valley St: @MPD,25055676,DCYF REFERRAL,2025-07-27
07/26/2025 17:29,Parker St / West St,25055677,PARKING COMPLAINT,2025-07-27
07/26/2025 17:31,117 CLAIRE ST,25055678,SPECIAL ATTENTION,2025-07-27
07/26/2025 17:31,Somerville St / Lincoln St,25055679,CHECK CONDITION OF SUBJECT,2025-07-27
07/26/2025 17:31,1 Elliot Way: @ELLIOT HOSPITAL,25055680,ACCIDENT HIT AND RUN,2025-07-27
07/26/2025 17:40,22 Concord St: @FIREFLY AMERICAN BISTRO (CONCORD S,25055682,ACCIDENT HIT AND RUN,2025-07-27
07/26/2025 17:42,661 CORNING RD: @CRYSTAL LAKE APTS,25055681,SPECIAL ATTENTION,2025-07-27
07/26/2025 17:44,Lincoln St / Howe St,25055684,CHECK CONDITION OF SUBJECT,2025-07-27
07/26/2025 17:45,1 ELLIOT WAY: @ELLIOT HOSPITAL,25055683,ADDED INFO TO PREVIOUS CASE,2025-07-27
07/26/2025 17:47,405 VALLEY ST: @MPD,25055686,ADMINISTRATIVE MISC,2025-07-27
07/26/2025 17:48,345 Dubuque St,25055687,ACCIDENT,2025-07-27
07/26/2025 18:01,25055688,,,2025-07-27
07/26/2025 18:08,1362 ELM ST,25055689,CHECK VEHICLE,2025-07-27
07/26/2025 18:10,COOLIDGE AVE / FIELDCREST RD,25055690,TRAFFIC STOP,2025-07-27
07/26/2025 18:12,Valley St / Taylor St,25055691,NOISE COMPLAINT,2025-07-27
07/26/2025 18:15,1071 S Willow St: @DAVES HOT CHICKEN,25055692,CHECK CONDITION OF SUBJECT,2025-07-27
07/26/2025 18:17,BRIDGE ST / BELMONT ST,25055693,TRAFFIC STOP,2025-07-27
07/26/2025 18:18,348 Myrtle St,25055694,CHECK SECURITY OF BUILDING,2025-07-27
07/26/2025 18:25,425 Lake Ave: @LAKE AVE FOOD MART,25055695,HANGUP CALL,2025-07-27
07/26/2025 18:28,1 LINE DR: @NORTHEAST DELTA DENTAL STADIUM,25055696,TRAFFIC STOP,2025-07-27
07/26/2025 18:37,78 Woodview Way,25055698,HANGUP CALL,2025-07-27
07/26/2025 18:46,259 Manchester St,25055699,SUSPICIOUS ACTIVITY,2025-07-27
07/26/2025 16:48,55 AMORY ST: @PARISEAU HIGH RISE,25055668,SPECIAL ATTENTION,2025-07-27
07/26/2025 16:46,MANCHESTER ST / BEECH ST,25055667,TRAFFIC STOP,2025-07-27
07/26/2025 16:43,Parker St / West St,25055666,PARKING COMPLAINT,2025-07-27
07/26/2025 15:37,556 Straw Hill Rd,25055650,ALARM BURGLARY,2025-07-27
07/26/2025 14:16,570 Elm St: @QUALITY FUEL,25055637,OVERDOSE,2025-07-27
07/26/2025 14:18,345 Lindstrom Ln,25055638,CHECK CONDITION OF SUBJECT,2025-07-27
07/26/2025 14:29,123 SPRUCE ST: @Pericles Democratic Club of Nh,25055639,TRAFFIC STOP,2025-07-27
07/26/2025 14:34,21 Front St: @HAMPTON INN,25055640,UNWANTED SUBJECT,2025-07-27
07/26/2025 14:51,1505 Elm St: @MASONIC TEMPLE,25055641,CHECK CONDITION OF SUBJECT,2025-07-27
07/26/2025 14:55,175 CHESTNUT ST: @KALIVAS HI RISE,25055642,SPECIAL ATTENTION,2025-07-27
07/26/2025 15:01,725 Gold St: @WALMART,25055643,ACCIDENT,2025-07-27
07/26/2025 15:15,385 Huse Rd: @PARK VIEW HILLS #385,25055645,CHECK VEHICLE,2025-07-27
07/26/2025 15:16,169 Eastern Ave: @SUNSET RIDGE APTS #169,25055644,CHECK VEHICLE,2025-07-27
07/26/2025 15:27,460 Elm St: @MARKET BASKET,25055647,CHECK CONDITION OF SUBJECT,2025-07-27
07/26/2025 15:27,259 CHESTNUT ST: @OMALLEY HI RISE,25055646,SPECIAL ATTENTION,2025-07-27
07/26/2025 15:33,UNION ST / BRIDGE ST,25055648,CHECK CONDITION OF SUBJECT,2025-07-27
07/26/2025 15:34,257 Mammoth Rd: @Foundation Building Materials,25055649,UNWANTED SUBJECT,2025-07-27
07/26/2025 15:40,604 RIMMON ST,25055651,CHECK CONDITION OF SUBJECT,2025-07-27
07/26/2025 16:34,200 FRONTAGE RD: @PRESTIGE AUTO BODY,25055665,TRAFFIC STOP,2025-07-27
07/26/2025 15:42,478 S Main St: @BEAS WASH AND DRY,25055653,THEFT,2025-07-27
07/26/2025 15:45,405 VALLEY ST: @MPD,25055652,CHECK SUBJECT,2025-07-27
07/26/2025 15:50,25055655,,,2025-07-27
07/26/2025 15:50,55 S MAIN ST: @BURNS HI RISE,25055654,SPECIAL ATTENTION,2025-07-27
07/26/2025 15:54,725 GOLD ST: @WALMART,25055656,THEFT,2025-07-27
07/26/2025 16:11,435 AMORY ST: @BROWN SCHOOL APTS,25055657,SPECIAL ATTENTION,2025-07-27
07/26/2025 16:13,581 Second St: @LITTLE CAESARS (APPLEGATE MALL),25055659,UNWANTED SUBJECT,2025-07-27
07/26/2025 16:16,1053 RIVER RD,25055658,TRAFFIC STOP,2025-07-27
07/26/2025 16:19,S WILLOW ST / ALPHEUS ST,25055660,TRAFFIC STOP,2025-07-27
07/26/2025 16:26,50 Riverdale Ave,25055661,CHECK CONDITION OF SUBJECT,2025-07-27
07/26/2025 16:28,PRESIDENT RD / FERNDALE ST,25055662,TRAFFIC STOP,2025-07-27
07/26/2025 16:29,210 EDDY RD: @MOBIL MART,25055663,BUSINESS CHECK,2025-07-27
07/26/2025 16:31,580 KIMBALL ST: @KIMBALL FALLS APTS BUILDING #1,25055664,SPECIAL ATTENTION,2025-07-27
07/26/2025 18:49,Valley St / Taylor St,25055700,NOISE COMPLAINT,2025-07-27
07/26/2025 18:53,40 Becker St,25055702,CHECK CONDITION OF SUBJECT,2025-07-27
07/26/2025 14:00,500 N Commercial St: @ACCESS PAYROLL SERVICES (STA,25055635,CHECK AREA FOR PROBLEM,2025-07-27
07/26/2025 19:01,98 WILLOW ST: @MOTORCYCLES OF MANCHESTER,25055703,TRAFFIC STOP,2025-07-27
07/26/2025 21:36,39 WALNUT ST: @39 WALNUT ST,25055736,CHECK VEHICLE,2025-07-27
07/26/2025 21:37,264 Mason St: @ROCK RIMMON PARK,25055738,FIREWORKS,2025-07-27
07/26/2025 21:38,Lowell St / Chestnut St,25055739,BROADCAST MESSAGE,2025-07-27
07/26/2025 21:38,1229 S WILLOW ST: @JERSEY MIKE'S,25055737,TRAFFIC STOP,2025-07-27
07/26/2025 21:40,586 Valley St: @DOLLAR TREE VALLEY ST (METRO PCS V,25055740,THEFT,2025-07-27
07/26/2025 21:42,UNION ST / MANCHESTER ST,25055741,TRAFFIC STOP,2025-07-27
07/26/2025 21:50,1 Line Dr: @NORTHEAST DELTA DENTAL STADIUM,25055742,,2025-07-27
07/26/2025 21:50,320 Cedar St,25055743,CHECK CONDITION OF SUBJECT,2025-07-27
07/26/2025 21:58,18 LAKE AVE: @SHOPPERS PUB AND EATERY,25055744,TRAFFIC STOP,2025-07-27
07/26/2025 22:07,169 Green St,25055745,MUSIC COMPLAINT,2025-07-27
07/26/2025 22:07,169 Green St,25055747,NOISE COMPLAINT,2025-07-27
07/26/2025 22:07,20 OLD GRANITE ST: @SOHO,25055746,SPECIAL ATTENTION,2025-07-27
07/26/2025 22:16,324 BEECH ST: @SHERIDAN EMMETT  PARK,25055748,FIGHT,2025-07-27
07/26/2025 22:21,700 ELM ST: @DOUBLETREE EXPO CENTER,25055749,SPECIAL ATTENTION,2025-07-27
07/26/2025 22:21,950 ELM ST: @BONFIRE RESTAURANT & COUNTRY BAR,25055750,SPECIAL ATTENTION,2025-07-27
07/26/2025 22:32,604 RIMMON ST,25055751,MENTAL HEALTH ISSUE,2025-07-27
07/26/2025 22:37,81 S Mammoth Rd,25055752,CHECK AREA FOR PROBLEM,2025-07-27
