datetime,location,incident_number,details,retrieval_date
07/17/2025 00:06,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25052712,MENTAL HEALTH ISSUE,2025-07-18
07/17/2025 15:35,106 W River Dr: @COLONIAL VILLAGE #106,25052920,ASSAULT IN PROGRESS,2025-07-18
07/17/2025 15:58,412 Howe St,25052928,MISSING PERSON,2025-07-18
07/17/2025 15:57,297 MAPLE ST: @SPLASH PAD,25052925,CHECK SUBJECT,2025-07-18
07/17/2025 15:55,405 VALLEY ST: @MPD,25052926,FRAUD,2025-07-18
07/17/2025 15:55,405 VALLEY ST: @MPD,25052924,ADMINISTRATIVE MISC,2025-07-18
07/17/2025 15:51,25 Laval St,25052923,CHECK CONDITION OF SUBJECT,2025-07-18
07/17/2025 15:46,20 Brown Ave,25052922,CHECK AREA FOR PROBLEM,2025-07-18
07/17/2025 15:42,Candia Rd / Cushing Ave,25052921,ACCIDENT HIT AND RUN,2025-07-18
07/17/2025 15:33,16 Beech Hill Dr,25052919,HARRASSMENT,2025-07-18
07/17/2025 15:12,263 Hanover St,25052911,DRUG ACTIVITY,2025-07-18
07/17/2025 15:32,405 Valley St: @MPD,25052918,ADMINISTRATIVE MISC,2025-07-18
07/17/2025 15:29,1111 S Willow St: @ALDIS (1111 S WILLOW ST SHOPPIN,25052917,CHECK AREA FOR PROBLEM,2025-07-18
07/17/2025 15:28,YDC,25052914,SPECIAL ATTENTION,2025-07-18
07/17/2025 15:27,147 Walnut St: @ST HEDWIG PARISH,25052916,ALARM BURGLARY,2025-07-18
07/17/2025 15:26,859 Hanover St: @HANNAFORDS HANOVER STREET,25052915,CHECK CONDITION OF SUBJECT,2025-07-18
07/17/2025 15:23,875 ELM ST: @CITIZENS BANK BUILDING,25052913,HOMELESS ISSUES,2025-07-18
07/17/2025 15:16,1805 S Willow St: @COMMON MAN ROADSIDE MARKET (IRV,25052912,CHECK CONDITION OF SUBJECT,2025-07-18
07/17/2025 16:00,425 LAKE AVE: @LAKE AVE FOOD MART,25052927,BUSINESS CHECK,2025-07-18
07/17/2025 16:05,425 LAKE AVE: @LAKE AVE FOOD MART,25052929,BUSINESS CHECK,2025-07-18
07/17/2025 16:05,18 Brown Ave,25052930,DRUG ACTIVITY,2025-07-18
07/17/2025 16:07,429 CALEF RD,25052931,TRAFFIC STOP,2025-07-18
