visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10,True,59,59,WSW 7 mph,29.67,2025-07-01T17:57:17-0400,1751407037,86,86,88,64,92,92,70,P Cloudy,Partly Cloudy,35,30,2025-06-01 17:57:00,08:29 PM,05:08 AM,Alton,43.46,-71.22
10,True,58,58,WSW 6 mph,29.69,2025-07-01T17:52:12-0400,1751406732,87,87,90,70,94,94,71,P Cloudy,Partly Cloudy,35,30,2025-06-01 17:52:00,08:28 PM,05:12 AM,Amherst,42.86,-71.62
7,True,90,90,W 5 mph,29.7,2025-07-01T17:58:43-0400,1751407123,72,72,88,69,72,72,69,Rain,Rain,18,12,2025-06-01 17:58:00,08:30 PM,05:12 AM,Antrim,43.04,-71.95
10,True,56,56,SW 7 mph,29.67,2025-07-01T17:51:06-0400,1751406666,86,86,88,64,90,90,68,M Cloudy,Mostly Cloudy,06,28,2025-06-01 17:51:00,08:31 PM,05:08 AM,Ashland,43.7,-71.63
7,True,73,73,WSW 19 mph,29.67,2025-07-01T17:55:10-0400,1751406910,81,81,86,63,86,86,71,Rain Shower,Rain Shower,12,11,2025-06-01 17:55:00,08:31 PM,05:06 AM,Bartlett,44.07,-71.28
10,True,61,61,SW 8 mph,29.68,2025-07-01T17:51:14-0400,1751406674,85,85,87,67,91,91,70,M Cloudy,Mostly Cloudy,06,28,2025-06-01 17:51:00,08:30 PM,05:09 AM,Belmont,43.44,-71.48
7,True,69,69,W 5 mph,29.71,2025-07-01T17:56:13-0400,1751406973,80,80,88,68,84,84,69,Rain Shower,Rain Shower,12,11,2025-06-01 17:56:00,08:30 PM,05:12 AM,Bennington,43.0,-71.92
6,True,84,84,WSW 12 mph,29.68,2025-07-01T18:00:27-0400,1751407227,74,74,83,60,74,74,69,P Cloudy,Partly Cloudy,35,30,2025-06-01 18:00:00,08:33 PM,05:04 AM,Berlin city,44.49,-71.26
9,True,84,84,SSW 6 mph,29.68,2025-07-01T17:59:14-0400,1751407154,71,71,82,65,71,71,66,P Cloudy,Partly Cloudy,35,30,2025-06-01 17:59:00,08:34 PM,05:07 AM,Bethlehem,44.28,-71.69
10,True,61,61,W 6 mph,29.7,2025-07-01T17:56:51-0400,1751407011,82,82,85,67,86,86,68,Showers Near,Showers in the Vicinity,35,30,2025-06-01 17:56:00,08:32 PM,05:11 AM,Blodgett Landing,43.38,-72.04
