visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10.0,True,67,67,W 12 mph,29.77,2025-04-16T23:56:09-0400,1744862169,37,37,45,37,29,29,27,P Cloudy,Partly Cloudy,35,29,2025-03-16 23:56:00,07:29 PM,06:00 AM,Alton,43.46,-71.22
10.0,True,61,61,WNW 9 mph,29.8,2025-04-16T23:50:53-0400,1744861853,39,39,49,39,33,33,27,P Cloudy,Partly Cloudy,35,29,2025-03-16 23:50:00,07:30 PM,06:02 AM,Amherst,42.86,-71.62
10.0,True,68,68,WNW 9 mph,29.81,2025-04-17T00:00:34-0400,1744862434,37,37,46,36,30,30,27,M Cloudy,Mostly Cloudy,38,27,2025-03-17 00:00:00,07:33 PM,06:02 AM,Antrim,43.04,-71.95
10.0,True,67,67,WNW 13 mph,29.78,2025-04-16T23:51:55-0400,1744861915,38,38,46,38,30,30,28,M Cloudy,Mostly Cloudy,38,27,2025-03-16 23:51:00,07:31 PM,06:01 AM,Ashland,43.7,-71.63
3.0,True,76,76,W 34 mph,29.74,2025-04-16T23:59:17-0400,1744862357,36,36,43,36,23,23,30,M Cldy/Wind,Mostly Cloudy/Wind,38,27,2025-03-16 23:59:00,07:31 PM,05:59 AM,Bartlett,44.07,-71.28
10.0,True,65,65,WNW 11 mph,29.78,2025-04-16T23:54:51-0400,1744862091,38,38,47,38,30,30,27,P Cloudy,Partly Cloudy,35,29,2025-03-16 23:54:00,07:30 PM,06:01 AM,Belmont,43.44,-71.48
10.0,True,67,67,W 8 mph,29.81,2025-04-16T23:54:51-0400,1744862091,37,37,47,37,31,31,27,P Cloudy,Partly Cloudy,35,29,2025-03-16 23:54:00,07:32 PM,06:03 AM,Bennington,43.0,-71.92
7.0,True,79,79,W 17 mph,29.75,2025-04-17T00:00:37-0400,1744862437,33,33,39,32,22,22,27,Cloudy,Cloudy,07,26,2025-03-17 00:00:00,07:32 PM,05:57 AM,Berlin city,44.49,-71.26
10.0,True,79,79,W 11 mph,29.79,2025-04-16T23:50:41-0400,1744861841,32,32,41,31,24,24,26,Cloudy,Cloudy,07,26,2025-03-16 23:50:00,07:33 PM,06:00 AM,Bethlehem,44.28,-71.69
10.0,True,72,72,WNW 10 mph,29.81,2025-04-16T23:54:46-0400,1744862086,35,35,42,35,27,27,27,P Cloudy,Partly Cloudy,35,29,2025-03-16 23:54:00,07:33 PM,06:03 AM,Blodgett Landing,43.38,-72.04
10.0,True,70,70,WNW 10 mph,29.81,2025-04-17T00:00:01-0400,1744862401,37,37,45,37,30,30,28,P Cloudy,Partly Cloudy,35,29,2025-03-17 00:00:00,07:33 PM,06:01 AM,Bradford,43.27,-71.96
10.0,True,68,68,WNW 11 mph,29.79,2025-04-17T00:00:09-0400,1744862409,38,38,46,37,30,30,28,M Cloudy,Mostly Cloudy,38,27,2025-03-17 00:00:00,07:33 PM,06:00 AM,Bristol,43.6,-71.75
10.0,True,75,75,WNW 10 mph,29.81,2025-04-17T00:00:03-0400,1744862403,35,35,44,35,27,27,28,Cloudy,Cloudy,07,26,2025-03-17 00:00:00,07:34 PM,06:01 AM,Canaan,43.65,-72.02
10.0,True,62,62,W 12 mph,29.75,2025-04-16T23:55:08-0400,1744862108,39,39,47,39,32,32,27,P Cloudy,Partly Cloudy,35,29,2025-03-16 23:55:00,07:30 PM,05:59 AM,Center Ossipee,43.75,-71.15
10.0,True,71,71,W 18 mph,29.76,2025-04-16T23:54:15-0400,1744862055,37,37,45,36,27,27,28,M Cloudy,Mostly Cloudy,38,27,2025-03-16 23:54:00,07:31 PM,06:00 AM,Center Sandwich,43.81,-71.44
10.0,True,68,68,W 8 mph,29.83,2025-04-16T23:57:30-0400,1744862250,38,38,45,37,32,32,29,P Cloudy,Partly Cloudy,35,29,2025-03-16 23:57:00,07:34 PM,06:05 AM,Charlestown,43.24,-72.42
10.0,True,72,72,W 6 mph,29.83,2025-04-16T23:57:35-0400,1744862255,37,37,45,37,32,32,29,P Cloudy,Partly Cloudy,35,29,2025-03-16 23:57:00,07:34 PM,06:04 AM,Claremont city,43.38,-72.34
7.0,True,81,81,W 11 mph,29.75,2025-04-16T23:58:44-0400,1744862324,33,33,40,31,24,24,28,Cloudy,Cloudy,07,26,2025-03-16 23:58:00,07:33 PM,05:59 AM,Colebrook,44.89,-71.49
10.0,True,64,64,WNW 10 mph,29.79,2025-04-16T23:58:14-0400,1744862294,39,39,48,39,32,32,27,P Cloudy,Partly Cloudy,35,29,2025-03-16 23:58:00,07:30 PM,06:01 AM,Concord city,43.23,-71.56
10.0,True,64,64,WNW 11 mph,29.8,2025-04-16T23:53:16-0400,1744861996,38,38,48,38,32,32,27,P Cloudy,Partly Cloudy,35,29,2025-03-16 23:53:00,07:31 PM,06:02 AM,Contoocook,43.22,-71.71
