time_stamp,last_seen,sensor_index,name,model,firmware_version,latitude,longitude,altitude,temperature_a,temperature_b,time_executed,pm2.5_10minute_a,pm2.5_10minute_b,pm2.5_diff,pm2.5_reldiff,pm2.5_jumpa,pm2.5_jumpb,pm2.5_jumpreldiff,pm2.5_qa_flag,pm2.5_uncorrected_avg,humidity_a,humidity_b,rh_diff,rh_jumpa,rh_jumpb,rh_jumpdiff,rh_qa_flag,rh_avg,pm2.5_corrected,updated_version
2025-03-25 00:00:06,03-24-2025 23:57:55,1202,KSC 19,PA-II,6.06b,42.936554,-72.27102,488,47,None,03-25-2025 00:00:02,17.5,17.9,0.4,2.0,0,0,0,Passed,17.7,63,0,63.0,0,0,0.0,RHZB,63,8.55,True
2025-03-25 00:00:06,03-24-2025 23:58:36,244091,Center Harbor Fire Station,PA-II-FLEX,7.04,43.708385,-71.46329,558,39,39,03-25-2025 00:00:02,14.7,13.7,1.0,7.0,0,0,0,Passed,14.2,51,51,0.0,0,0,0.0,Passed,51.0,7.25,True
2025-03-25 00:00:06,03-24-2025 23:58:49,221421,Nashua 2,PA-II-FLEX,7.04,42.7496,-71.51419,198,49,49,03-25-2025 00:00:02,4.2,4.4,0.2,5.0,0,0,0,Passed,4.3,49,49,0.0,0,0,0.0,Passed,49.0,1.35,True
2025-03-25 00:00:06,03-24-2025 23:58:45,220415,Nashua 1,PA-II-FLEX,7.04,42.75815,-71.4652,151,45,45,03-25-2025 00:00:02,3.7,4.0,0.3,8.0,0,0,0,Passed,3.85,60,60,0.0,0,0,0.0,Passed,60.0,0.31,True
2025-03-25 00:00:06,03-24-2025 23:58:44,200757,Sutton Mills,PA-II-FLEX,7.04,43.33507,-71.95151,750,40,40,03-25-2025 00:00:02,20.4,19.3,1.1,6.0,0,0,0,Passed,19.85,49,49,0.0,0,0,0.0,Passed,49.0,10.84,True
2025-03-25 00:00:06,03-24-2025 23:57:31,196631,We Share The Air,PA-II-FLEX,7.04,43.18085,-70.866714,140,45,45,03-25-2025 00:00:02,4.3,4.7,0.4,9.0,0,0,0,Passed,4.5,55,55,0.0,0,0,0.0,Passed,55.0,1.05,True
2025-03-25 00:00:06,03-24-2025 23:57:53,194263,Pembroke_CAMP_40,PA-II-FLEX,7.04,43.13209,-71.46017,204,43,43,03-25-2025 00:00:02,3.7,3.5,0.2,6.0,0,0,0,Passed,3.6,58,58,0.0,0,0,0.0,Passed,58.0,0.3,True
2025-03-25 00:00:06,03-24-2025 23:58:26,189581,New Hampton,PA-II-FLEX,7.04,43.6174,-71.6282,523,42,42,03-25-2025 00:00:02,7.4,8.2,0.8,10.0,0,0,0,Passed,7.8,49,49,0.0,0,0,0.0,Passed,49.0,3.49,True
2025-03-25 00:00:06,03-24-2025 23:58:05,175137,MHT9 Hanover Street,PA-II-FLEX,7.04,42.990227,-71.43767,357,42,42,03-25-2025 00:00:02,4.4,4.7,0.3,7.0,0,0,0,Passed,4.55,63,63,0.0,0,0,0.0,Passed,63.0,0.53,True
2025-03-25 00:00:06,03-24-2025 23:57:19,160753,KSC 42,PA-II,7.02,42.957714,-72.3163,521,41,0,03-25-2025 00:00:02,14.7,16.9,2.2,14.0,0,0,0,Passed,15.8,61,0,61.0,0,0,0.0,RHZB,61,7.53,True
