visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10.0,True,76,76,WNW 15 mph,29.86,2025-05-10T17:56:36-0400,1746914196,55,55,56,45,51,51,47,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:56:00,07:57 PM,05:25 AM,Alton,43.46,-71.22
10.0,True,61,61,NW 16 mph,29.88,2025-05-10T17:55:11-0400,1746914111,62,62,63,45,59,59,48,P Cloudy,Partly Cloudy,35,30,2025-04-10 17:55:00,07:57 PM,05:29 AM,Amherst,42.86,-71.62
10.0,True,63,63,NW 13 mph,29.89,2025-05-10T17:56:56-0400,1746914216,59,59,59,44,57,57,47,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:56:00,07:59 PM,05:29 AM,Antrim,43.04,-71.95
10.0,True,73,73,WNW 11 mph,29.88,2025-05-10T17:52:58-0400,1746913978,55,55,57,47,52,52,46,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:52:00,07:59 PM,05:26 AM,Ashland,43.7,-71.63
3.0,True,85,85,WNW 28 mph,29.85,2025-05-10T17:52:04-0400,1746913924,54,54,56,47,47,47,49,M Cldy/Wind,Mostly Cloudy/Wind,06,28,2025-04-10 17:52:00,07:59 PM,05:24 AM,Bartlett,44.07,-71.28
10.0,True,71,71,WNW 15 mph,29.88,2025-05-10T17:54:29-0400,1746914069,56,56,57,46,53,53,47,P Cloudy,Partly Cloudy,35,30,2025-04-10 17:54:00,07:58 PM,05:26 AM,Belmont,43.44,-71.48
10.0,True,62,62,NW 13 mph,29.9,2025-05-10T17:58:37-0400,1746914317,60,60,60,44,58,58,47,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:58:00,07:59 PM,05:29 AM,Bennington,43.0,-71.92
2.2,True,86,86,WNW 12 mph,29.88,2025-05-10T18:00:29-0400,1746914429,50,50,52,45,45,45,46,Cloudy,Cloudy,07,26,2025-04-10 18:00:00,08:00 PM,05:23 AM,Berlin city,44.49,-71.26
8.0,True,87,87,NW 8 mph,29.91,2025-05-10T17:54:07-0400,1746914047,48,48,50,45,45,45,45,Cloudy,Cloudy,07,26,2025-04-10 17:54:00,08:01 PM,05:25 AM,Bethlehem,44.28,-71.69
10.0,True,70,70,WNW 14 mph,29.9,2025-05-10T17:54:48-0400,1746914088,55,55,55,44,52,52,46,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:54:00,08:00 PM,05:29 AM,Blodgett Landing,43.38,-72.04
10.0,True,67,67,WNW 14 mph,29.89,2025-05-10T18:00:28-0400,1746914428,58,58,58,45,55,55,47,Cloudy,Cloudy,07,26,2025-04-10 18:00:00,08:00 PM,05:29 AM,Bradford,43.27,-71.96
10.0,True,70,70,WNW 12 mph,29.88,2025-05-10T18:00:31-0400,1746914431,56,56,57,46,53,53,46,M Cloudy,Mostly Cloudy,06,28,2025-04-10 18:00:00,08:00 PM,05:27 AM,Bristol,43.6,-71.75
10.0,True,75,75,WNW 10 mph,29.9,2025-05-10T17:55:03-0400,1746914103,54,54,54,46,51,51,46,Cloudy,Cloudy,07,26,2025-04-10 17:55:00,08:01 PM,05:28 AM,Canaan,43.65,-72.02
10.0,True,70,70,WNW 12 mph,29.85,2025-05-10T17:57:30-0400,1746914250,58,58,59,47,55,55,48,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:57:00,07:58 PM,05:24 AM,Center Ossipee,43.75,-71.15
10.0,True,77,77,WNW 16 mph,29.86,2025-05-10T17:55:40-0400,1746914140,54,54,57,46,49,49,47,P Cloudy,Partly Cloudy,35,30,2025-04-10 17:55:00,07:59 PM,05:25 AM,Center Sandwich,43.81,-71.44
10.0,True,68,68,WNW 10 mph,29.91,2025-05-10T17:53:46-0400,1746914026,58,58,58,47,56,56,48,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:53:00,08:01 PM,05:31 AM,Charlestown,43.24,-72.42
10.0,True,68,68,NW 11 mph,29.91,2025-05-10T17:54:16-0400,1746914056,58,58,58,46,56,56,48,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:54:00,08:01 PM,05:30 AM,Claremont city,43.38,-72.34
6.0,True,93,93,WNW 7 mph,29.9,2025-05-10T17:51:02-0400,1746913862,49,49,52,47,46,46,47,Cloudy,Cloudy,07,26,2025-04-10 17:51:00,08:02 PM,05:23 AM,Colebrook,44.89,-71.49
10.0,True,63,63,NW 17 mph,29.88,2025-05-10T17:56:56-0400,1746914216,60,60,60,46,57,57,47,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:56:00,07:58 PM,05:27 AM,Concord city,43.23,-71.56
10.0,True,64,64,NW 15 mph,29.88,2025-05-10T17:59:13-0400,1746914353,60,60,60,46,57,57,47,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:59:00,07:59 PM,05:28 AM,Contoocook,43.22,-71.71
8.0,True,67,67,WNW 18 mph,29.85,2025-05-10T17:59:54-0400,1746914394,59,59,59,47,55,55,48,P Cloudy,Partly Cloudy,35,30,2025-04-10 17:59:00,07:58 PM,05:24 AM,Conway,43.98,-71.13
10.0,True,65,65,NW 16 mph,29.87,2025-05-10T17:56:44-0400,1746914204,59,59,59,44,56,56,47,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:56:00,07:56 PM,05:27 AM,Derry,42.89,-71.28
10.0,True,71,71,WNW 15 mph,29.85,2025-05-10T17:57:35-0400,1746914255,59,59,59,45,56,56,49,P Cloudy,Partly Cloudy,35,30,2025-04-10 17:57:00,07:55 PM,05:25 AM,Dover city,43.19,-70.88
10.0,True,72,72,WNW 15 mph,29.85,2025-05-10T17:55:24-0400,1746914124,59,59,59,44,56,56,50,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:55:00,07:55 PM,05:25 AM,Durham,43.14,-70.92
10.0,True,60,60,NW 17 mph,29.88,2025-05-10T17:59:16-0400,1746914356,62,62,63,46,60,60,48,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:59:00,07:57 PM,05:28 AM,East Merrimack,42.87,-71.48
10.0,True,74,74,NW 10 mph,29.9,2025-05-10T17:56:11-0400,1746914171,56,56,56,47,53,53,48,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:56:00,08:01 PM,05:29 AM,Enfield,43.64,-72.15
10.0,True,66,66,WNW 14 mph,29.86,2025-05-10T17:51:56-0400,1746913916,60,60,60,45,58,58,49,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:51:00,07:56 PM,05:26 AM,Epping,43.03,-71.09
10.0,True,66,66,WNW 13 mph,29.86,2025-05-10T17:50:59-0400,1746913859,61,61,61,46,59,59,49,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:50:00,07:55 PM,05:26 AM,Exeter,42.98,-70.95
10.0,True,79,79,WNW 16 mph,29.85,2025-05-10T17:54:41-0400,1746914081,55,55,56,45,51,51,49,P Cloudy,Partly Cloudy,35,30,2025-04-10 17:54:00,07:56 PM,05:25 AM,Farmington,43.4,-71.07
10.0,True,69,69,WNW 14 mph,29.88,2025-05-10T17:53:54-0400,1746914034,58,58,59,46,55,55,47,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:53:00,07:59 PM,05:27 AM,Franklin city,43.45,-71.67
10.0,True,65,65,NW 17 mph,29.88,2025-05-10T17:59:55-0400,1746914395,59,59,60,44,56,56,48,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:59:00,07:58 PM,05:28 AM,Goffstown,43.02,-71.6
2.1,True,81,81,WNW 20 mph,29.87,2025-05-10T18:00:13-0400,1746914413,54,54,55,47,48,48,48,Cloudy/Wind,Cloudy/Wind,07,26,2025-04-10 18:00:00,08:00 PM,05:23 AM,Gorham,44.39,-71.19
10.0,True,64,64,WNW 14 mph,29.89,2025-05-10T17:57:55-0400,1746914275,58,58,59,43,56,56,46,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:57:00,07:58 PM,05:30 AM,Greenville,42.77,-71.8
9.0,True,89,89,WNW 6 mph,29.9,2025-05-10T17:56:08-0400,1746914168,50,50,53,47,48,48,47,Cloudy,Cloudy,07,26,2025-04-10 17:56:00,08:01 PM,05:23 AM,Groveton,44.6,-71.52
10.0,True,68,68,WNW 16 mph,29.85,2025-05-10T17:54:20-0400,1746914060,60,60,60,45,57,57,49,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:54:00,07:54 PM,05:25 AM,Hampton,42.94,-70.83
10.0,True,69,69,WNW 16 mph,29.85,2025-05-10T17:52:32-0400,1746913952,60,60,60,45,57,57,50,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:52:00,07:54 PM,05:25 AM,Hampton Beach,42.91,-70.81
10.0,True,62,62,NW 12 mph,29.9,2025-05-10T17:59:29-0400,1746914369,60,60,60,43,57,57,47,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:59:00,07:59 PM,05:30 AM,Hancock,42.97,-71.98
10.0,True,72,72,NW 8 mph,29.91,2025-05-10T18:00:42-0400,1746914442,58,58,58,48,56,56,49,Cloudy,Cloudy,07,26,2025-04-10 18:00:00,08:02 PM,05:29 AM,Hanover,43.71,-72.28
10.0,True,64,64,WNW 14 mph,29.89,2025-05-10T18:00:19-0400,1746914419,60,60,60,46,57,57,48,M Cloudy,Mostly Cloudy,06,28,2025-04-10 18:00:00,07:59 PM,05:29 AM,Henniker,43.18,-71.82
10.0,True,64,64,NW 14 mph,29.89,2025-05-10T17:59:28-0400,1746914368,59,59,59,45,57,57,47,M Cloudy,Mostly Cloudy,06,28,2025-04-10 17:59:00,07:59 PM,05:29 AM,Hillsborough,43.11,-71.9
10.0,True,57,57,NW 10 mph,29.91,2025-05-10T17:56:06-0400,1746914166,63,63,63,46,62,62,47,P Cloudy,Partly Cloudy,35,30,2025-04-10 17:56:00,08:00 PM,05:32 AM,Hinsdale,42.79,-72.49
