visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10,True,40,40,WSW 4 mph,30.03,2025-08-12T11:52:18-0400,1755013938,88,88,94,65,90,90,61,Sunny,Sunny,01,32,2025-07-12 11:52:00,07:52 PM,05:47 AM,Alton,43.46,-71.22
10,True,38,38,SSW 3 mph,30.03,2025-08-12T11:56:11-0400,1755014171,89,89,94,65,90,90,59,Sunny,Sunny,01,32,2025-07-12 11:56:00,07:52 PM,05:49 AM,Amherst,42.86,-71.62
10,True,37,37,SW 2 mph,30.04,2025-08-12T11:59:32-0400,1755014372,89,89,92,64,89,89,59,Sunny,Sunny,01,32,2025-07-12 11:59:00,07:54 PM,05:50 AM,Antrim,43.04,-71.95
10,True,37,37,NW 3 mph,30.03,2025-08-12T11:53:05-0400,1755013985,90,90,94,63,92,92,60,Sunny,Sunny,01,32,2025-07-12 11:53:00,07:54 PM,05:48 AM,Ashland,43.7,-71.63
10,True,39,39,WSW 7 mph,30.03,2025-08-12T11:55:54-0400,1755014154,92,92,93,64,94,94,63,Sunny,Sunny,01,32,2025-07-12 11:55:00,07:53 PM,05:46 AM,Bartlett,44.07,-71.28
10,True,38,38,WSW 3 mph,30.03,2025-08-12T12:00:07-0400,1755014407,90,90,94,64,91,91,60,Sunny,Sunny,01,32,2025-07-12 12:00:00,07:53 PM,05:48 AM,Belmont,43.44,-71.48
10,True,36,36,SW 1 mph,30.04,2025-08-12T11:57:19-0400,1755014239,89,89,92,62,90,90,59,Sunny,Sunny,01,32,2025-07-12 11:57:00,07:54 PM,05:50 AM,Bennington,43.0,-71.92
10,True,41,41,ENE 2 mph,30.03,2025-08-12T12:00:25-0400,1755014425,86,86,90,59,87,87,60,Sunny,Sunny,01,32,2025-07-12 12:00:00,07:54 PM,05:44 AM,Berlin city,44.49,-71.26
10,True,40,40,ENE 1 mph,30.03,2025-08-12T11:53:52-0400,1755014032,85,85,90,61,86,86,58,Sunny,Sunny,01,32,2025-07-12 11:53:00,07:55 PM,05:47 AM,Bethlehem,44.28,-71.69
10,True,38,38,W 2 mph,30.04,2025-08-12T11:59:08-0400,1755014348,87,87,90,63,87,87,58,Sunny,Sunny,01,32,2025-07-12 11:59:00,07:55 PM,05:50 AM,Blodgett Landing,43.38,-72.04
10,True,38,38,W 2 mph,30.03,2025-08-12T11:57:39-0400,1755014259,89,89,92,64,90,90,60,Sunny,Sunny,01,32,2025-07-12 11:57:00,07:54 PM,05:50 AM,Bradford,43.27,-71.96
10,True,38,38,ENE 3 mph,30.03,2025-08-12T11:52:24-0400,1755013944,89,89,94,63,90,90,60,Sunny,Sunny,01,32,2025-07-12 11:52:00,07:54 PM,05:48 AM,Bristol,43.6,-71.75
10,True,44,44,NW 3 mph,30.04,2025-08-12T11:56:34-0400,1755014194,83,83,90,59,84,84,59,Sunny,Sunny,01,32,2025-07-12 11:56:00,07:55 PM,05:49 AM,Canaan,43.65,-72.02
10,True,35,35,S 5 mph,30.02,2025-08-12T11:59:09-0400,1755014349,92,92,95,64,93,93,60,Sunny,Sunny,01,32,2025-07-12 11:59:00,07:52 PM,05:46 AM,Center Ossipee,43.75,-71.15
10,True,40,40,SSW 6 mph,30.03,2025-08-12T11:53:01-0400,1755013981,88,88,92,65,90,90,61,Sunny,Sunny,01,32,2025-07-12 11:53:00,07:53 PM,05:47 AM,Center Sandwich,43.81,-71.44
10,True,45,45,S 1 mph,30.03,2025-08-12T12:00:20-0400,1755014420,85,85,92,63,86,86,61,Sunny,Sunny,01,32,2025-07-12 12:00:00,07:56 PM,05:52 AM,Charlestown,43.24,-72.42
10,True,45,45,SSW 3 mph,30.04,2025-08-12T11:54:04-0400,1755014044,85,85,91,62,87,87,62,Sunny,Sunny,01,32,2025-07-12 11:54:00,07:56 PM,05:51 AM,Claremont city,43.38,-72.34
10,True,39,39,S 2 mph,30.03,2025-08-12T11:58:03-0400,1755014283,87,87,91,60,88,88,59,Sunny,Sunny,01,32,2025-07-12 11:58:00,07:56 PM,05:45 AM,Colebrook,44.89,-71.49
10,True,38,38,WSW 3 mph,30.03,2025-08-12T11:58:41-0400,1755014321,90,90,95,63,92,92,62,Sunny,Sunny,01,32,2025-07-12 11:58:00,07:53 PM,05:48 AM,Concord city,43.23,-71.56
10,True,40,40,ENE 3 mph,30.03,2025-08-12T11:51:21-0400,1755013881,88,88,93,62,89,89,61,Sunny,Sunny,01,32,2025-07-12 11:51:00,07:53 PM,05:49 AM,Contoocook,43.22,-71.71
10,True,35,35,SSE 6 mph,30.02,2025-08-12T11:56:25-0400,1755014185,94,94,96,65,96,96,62,Sunny,Sunny,01,32,2025-07-12 11:56:00,07:53 PM,05:45 AM,Conway,43.98,-71.13
10,True,37,37,WSW 4 mph,30.03,2025-08-12T11:51:18-0400,1755013878,87,87,91,68,87,87,58,Sunny,Sunny,01,32,2025-07-12 11:51:00,07:51 PM,05:48 AM,Derry,42.89,-71.28
10,True,37,37,S 2 mph,30.02,2025-08-12T11:52:33-0400,1755013953,93,93,94,65,95,95,62,Sunny,Sunny,01,32,2025-07-12 11:52:00,07:50 PM,05:46 AM,Dover city,43.19,-70.88
10,True,38,38,S 2 mph,30.03,2025-08-12T11:50:56-0400,1755013856,92,92,94,65,94,94,63,Sunny,Sunny,01,32,2025-07-12 11:50:00,07:50 PM,05:46 AM,Durham,43.14,-70.92
10,True,36,36,W 4 mph,30.03,2025-08-12T11:51:08-0400,1755013868,90,90,95,64,91,91,59,Sunny,Sunny,01,32,2025-07-12 11:51:00,07:52 PM,05:49 AM,East Merrimack,42.87,-71.48
10,True,49,49,N 2 mph,30.04,2025-08-12T11:50:52-0400,1755013852,82,82,91,60,84,84,61,Sunny,Sunny,01,32,2025-07-12 11:50:00,07:56 PM,05:50 AM,Enfield,43.64,-72.15
10,True,35,35,SW 2 mph,30.03,2025-08-12T12:00:32-0400,1755014432,92,92,94,65,94,94,61,Sunny,Sunny,01,32,2025-07-12 12:00:00,07:50 PM,05:47 AM,Epping,43.03,-71.09
10,True,37,37,SW 2 mph,30.03,2025-08-12T12:00:03-0400,1755014403,91,91,94,67,93,93,62,Fair,Fair,02,34,2025-07-12 12:00:00,07:50 PM,05:47 AM,Exeter,42.98,-70.95
