datetime,location,incident_number,details,retrieval_date
01/26/2025 00:02,242 BEECH ST: @7-ELEVEN VALLEY ST,25006212,HARRASSMENT,2025-01-27
01/26/2025 16:24,1609 S Willow St: @MATTRESS FIRM,25006371,HOMELESS ISSUES,2025-01-27
01/26/2025 15:56,MAPLE ST / SILVER ST,25006359,TRAFFIC STOP,2025-01-27
01/26/2025 16:00,242 Cedar St,25006360,UNRULY JUVENILE,2025-01-27
01/26/2025 16:01,MAPLE ST / AUBURN ST,25006361,TRAFFIC STOP,2025-01-27
01/26/2025 16:02,S Willow St / 293 N Off Ramp To S Willow St N Exit,25006363,BROADCAST MESSAGE,2025-01-27
01/26/2025 16:03,242 BEECH ST: @7-ELEVEN VALLEY ST,25006362,BUSINESS CHECK,2025-01-27
01/26/2025 16:04,1000 Perimeter Rd: @HOMEWOOD SUITES,25006365,CHECK CONDITION OF SUBJECT,2025-01-27
01/26/2025 16:05,CENTRAL ST / LINCOLN ST,25006364,TRAFFIC STOP,2025-01-27
01/26/2025 16:06,365 Lincoln St: @PRICE RITE,25006366,TRAFFIC STOP,2025-01-27
01/26/2025 16:13,Wilson St / Valley St,25006367,TRAFFIC STOP,2025-01-27
01/26/2025 16:15,845 Hanover St: @Pizza Market,25006368,HARRASSMENT,2025-01-27
01/26/2025 16:17,BEECH ST / VALLEY ST,25006369,TRAFFIC STOP,2025-01-27
01/26/2025 16:25,133 Nectaria Way,25006370,CIVIL ISSUE,2025-01-27
01/26/2025 15:47,Maple St / Somerville St,25006357,TRAFFIC STOP,2025-01-27
01/26/2025 16:32,86 Mammoth Rd,25006374,CHECK CONDITION OF SUBJECT,2025-01-27
01/26/2025 16:34,210 EDDY RD: @MOBIL MART,25006372,BUSINESS CHECK,2025-01-27
01/26/2025 16:34,39 BEECH ST: @Beech St Shelter,25006373,SPECIAL ATTENTION,2025-01-27
01/26/2025 16:35,61 Lowell St: @RED ARROW DINER,25006375,UNWANTED SUBJECT,2025-01-27
01/26/2025 16:36,405 Valley St: @MPD,25006376,CIVIL ISSUE,2025-01-27
