datetime,location,incident_number,details,retrieval_date
01/11/2025 00:07,Mobil,25002526,BUSINESS CHECK,2025-01-12
01/11/2025 15:54,216 ELM ST: @DUNKIN DONUTS ELM/VALLEY,25002647,BUSINESS CHECK,2025-01-12
01/11/2025 14:47,831 Hayward St,25002639,THEFT,2025-01-12
01/11/2025 14:58,671 Corning Rd: @CHRYSTAL LAKE APTS. #671,25002640,NEIGHBOR COMPLAINT,2025-01-12
01/11/2025 15:04,39 Beech St: @Beech St Shelter,25002641,UNWANTED SUBJECT,2025-01-12
01/11/2025 15:34,200 John E Devine Dr: @BJ'S WHOLESALE CLUB,25002642,CHECK CONDITION OF SUBJECT,2025-01-12
01/11/2025 15:42,165 John E Devine Dr: @GOODWILL,25002643,ARGUMENT,2025-01-12
01/11/2025 15:47,210 EDDY RD: @MOBIL MART,25002644,BUSINESS CHECK,2025-01-12
01/11/2025 15:52,CLINTON ST / S MAIN ST,25002645,ACCIDENT HIT AND RUN,2025-01-12
01/11/2025 15:53,S Main St / Ferry St,25002646,ACCIDENT,2025-01-12
01/11/2025 15:55,S Main St / Second St,25002648,ACCIDENT HIT AND RUN,2025-01-12
01/11/2025 14:36,900 Elm St: @CITY HALL PLAZA TOWER (NYNEX TOWER),25002637,PARKING COMPLAINT,2025-01-12
01/11/2025 16:03,4 Main St: @SMOKERS HAVEN,25002650,ACCIDENT HIT AND RUN,2025-01-12
01/11/2025 16:03,1056 River Rd: @YDC,25002649,SPECIAL ATTENTION,2025-01-12
01/11/2025 16:17,1066 FRONT ST: @MCC ADVANCED TECH BLDG,25002651,SPECIAL ATTENTION,2025-01-12
01/11/2025 16:30,405 Valley St,25002652,MISSING PERSON,2025-01-12
01/11/2025 16:39,405 Valley St: @MPD,25002653,CHECK CONDITION OF SUBJECT,2025-01-12
01/11/2025 16:47,102 Cilley Rd,25002654,NOISE COMPLAINT,2025-01-12
01/11/2025 16:59,25002655,,,2025-01-12
01/11/2025 17:06,951 Hayward St,25002656,VIOLATION OF BAIL,2025-01-12
01/11/2025 14:43,1050 Gold St: @ENTERPRISE CAR SALES,25002638,CHECK CONDITION OF SUBJECT,2025-01-12
01/11/2025 14:26,605 Lake Ave,25002636,FRAUD,2025-01-12
01/11/2025 17:13,425 Lake Ave: @LAKE AVE FOOD MART,25002658,CHECK SUBJECT,2025-01-12
01/11/2025 13:00,325 Porter St,25002625,FRAUD,2025-01-12
01/11/2025 10:48,1753 S Willow St: @The Vitamin Shoppe,25002616,ALARM BURGLARY,2025-01-12
01/11/2025 10:58,16 Smyth Ln,25002617,PARKING COMPLAINT,2025-01-12
01/11/2025 11:36,405 VALLEY ST: @MPD,25002618,ADMINISTRATIVE MISC,2025-01-12
01/11/2025 11:52,1 ELLIOT WAY: @ELLIOT HOSPITAL,25002619,BUSINESS CHECK,2025-01-12
01/11/2025 12:16,196 S Willow St: @MCDONALDS S WILLOW,25002620,THEFT,2025-01-12
01/11/2025 12:23,282 Dubuque St,25002622,VIOLATION OF BAIL COND IN PRO,2025-01-12
01/11/2025 12:46,300 Chestnut St: @SUPERIOR COURT HOUSE,25002623,ALARM BURGLARY,2025-01-12
01/11/2025 12:56,331 WILSON ST,25002624,ACCIDENT WITH INJURY,2025-01-12
01/11/2025 13:14,A St / S Main St,25002626,ACCIDENT,2025-01-12
01/11/2025 14:09,1500 S Willow St: @DICKS SPORTING GOODS (Mall of N,25002635,ACCIDENT,2025-01-12
01/11/2025 13:20,298 Hanover St: @WAY POINT DROP OFF,25002627,DEATH,2025-01-12
01/11/2025 13:23,51 Sentinel Ct,25002628,MEDICAL PROBLEM,2025-01-12
01/11/2025 13:32,1400 S Willow St: @Allegiance Trucks,25002629,FRAUD,2025-01-12
01/11/2025 13:36,951 Hayward St,25002631,CIVIL STANDBY,2025-01-12
01/11/2025 13:40,80 Billings St,25002630,HANGUP CALL,2025-01-12
01/11/2025 13:50,389 Front St,25002632,ANIMAL COMPLAINTS,2025-01-12
01/11/2025 14:01,Jewett St / Cilley Rd,25002633,ACCIDENT,2025-01-12
01/11/2025 14:06,100 Hitchcock Way: @HITCHCOCK CLINIC,25002634,CHECK CONDITION OF SUBJECT,2025-01-12
01/11/2025 17:12,Hanover St / Hall St,25002657,TRAFFIC STOP,2025-01-12
01/11/2025 17:24,155 Becker St,25002660,FIREWORKS,2025-01-12
01/11/2025 00:08,1019 Second St: @ALLTOWN MOBIL SECOND ST,25002527,BUSINESS CHECK,2025-01-12
01/11/2025 20:37,Cohas Ave / Hermit Rd,25002691,CHECK AREA FOR PROBLEM,2025-01-12
01/11/2025 20:01,75 Stark St,25002683,CHECK CONDITION OF SUBJECT,2025-01-12
01/11/2025 20:06,PINE ISLAND PLAZA,25002684,SPECIAL ATTENTION,2025-01-12
01/11/2025 20:06,222 SPRUCE ST,25002685,CHECK CONDITION OF SUBJECT,2025-01-12
01/11/2025 20:13,118 Beech St: @118 BEECH ST,25002686,NOISE COMPLAINT,2025-01-12
01/11/2025 20:20,133 Nectaria Way,25002687,CHECK CONDITION OF SUBJECT,2025-01-12
01/11/2025 20:30,39 Carpenter St,25002690,CHECK AREA FOR PROBLEM,2025-01-12
01/11/2025 20:30,MAMMOTH RD,25002688,SPECIAL ATTENTION,2025-01-12
01/11/2025 20:31,99 Blaine St,25002689,ALARM BURGLARY,2025-01-12
01/11/2025 20:39,HERMIT RD / COHAS AVE,25002692,ACCIDENT WITH INJURY,2025-01-12
01/11/2025 19:38,Brown Ave / W Mitchell St,25002681,SUSPICIOUS MOTOR VEHICLE,2025-01-12
01/11/2025 20:55,200 Hanover St: @HUGH GALLEN HIGH RISE,25002693,CRIMINAL THREATENING,2025-01-12
01/11/2025 21:27,1500 S Willow St: @Macy's (Mall of New Hampshire),25002694,ALARM BURGLARY,2025-01-12
01/11/2025 22:06,Union St / Bell St,25002695,ACCIDENT,2025-01-12
01/11/2025 22:13,465 S Willow St: @Laundromax,25002696,,2025-01-12
01/11/2025 22:17,641 ELM ST,25002697,ACCIDENT,2025-01-12
01/11/2025 22:47,88 Mcgregor St: @DOCTOR MEDICAL CENTER,25002698,CHECK CONDITION OF SUBJECT,2025-01-12
01/11/2025 23:36,147 Pearl St,25002699,CIVIL ISSUE,2025-01-12
01/11/2025 23:39,85 S MAIN ST: @7-ELEVEN S MAIN ST,25002700,BUSINESS CHECK,2025-01-12
01/11/2025 19:51,55 Log St: @BASS ISLAND ESTATES #55,25002682,THEFT,2025-01-12
01/11/2025 19:06,75 Parkside Ave: @PARKSIDE MIDDLE SCHOOL,25002679,ALARM BURGLARY,2025-01-12
01/11/2025 17:24,210 EDDY RD: @MOBIL MART,25002659,BUSINESS CHECK,2025-01-12
01/11/2025 18:26,Clinton St / S Main St,25002669,ADDED INFO TO PREVIOUS CASE,2025-01-12
01/11/2025 17:46,535 Beech St: @CENTRAL HIGH SCHOOL,25002661,ALARM BURGLARY,2025-01-12
01/11/2025 17:55,HUSE RD,25002662,SPECIAL ATTENTION,2025-01-12
01/11/2025 18:01,Elm St / Grove St,25002664,FOUND PROPERTY,2025-01-12
01/11/2025 18:02,CHESTNUT ST / LOWELL ST,25002665,ACCIDENT WITH INJURY,2025-01-12
01/11/2025 18:02,HUSE / CHUNKYS,25002663,TRAFFIC STOP,2025-01-12
01/11/2025 18:04,Chestnut St / Lowell North Back St,25002666,,2025-01-12
01/11/2025 18:12,Wayne St / Blucher St,25002667,ACCIDENT,2025-01-12
01/11/2025 18:16,HUSE RD / VALENTINE DR,25002668,TRAFFIC STOP,2025-01-12
01/11/2025 18:30,658 Union St,25002670,FRAUD,2025-01-12
01/11/2025 19:05,860 Elm St: @Diz's Cafe,25002680,CHECK AREA FOR PROBLEM,2025-01-12
01/11/2025 18:34,196 S Willow St: @MCDONALDS S WILLOW,25002671,UNWANTED SUBJECT,2025-01-12
01/11/2025 18:41,100 Sentinel Ct: @REDSTONE APARTMENTS #100,25002672,CHECK AREA FOR PROBLEM,2025-01-12
01/11/2025 18:47,Bridge St / Beacon St,25002673,ACCIDENT WITH INJURY,2025-01-12
01/11/2025 18:50,HUSE RD / LEO ST,25002674,TRAFFIC STOP,2025-01-12
01/11/2025 18:50,658 Union St,25002675,,2025-01-12
01/11/2025 18:55,174 EDDY RD: @HOT STONE PIZZERIA,25002676,BUSINESS CHECK,2025-01-12
