datetime,location,incident_number,details,retrieval_date
01/03/2025 00:16,Hanover St / Elm St,25000476,CHECK SUBJECT,2025-01-04
01/03/2025 14:36,313 Manchester St,25000664,ACCIDENT HIT AND RUN,2025-01-04
01/03/2025 15:55,435 AMORY ST: @BROWN SCHOOL APTS,25000680,SPECIAL ATTENTION,2025-01-04
01/03/2025 15:51,veterans park,25000678,SPECIAL ATTENTION,2025-01-04
01/03/2025 15:51,201 John E Devine Dr: @HANNAFORD JOHN E DEVINE DR,25000679,ACCIDENT,2025-01-04
01/03/2025 15:43,Union St / Manchester St,25000676,ACCIDENT,2025-01-04
01/03/2025 15:40,782 GOLD ST,25000675,ACCIDENT,2025-01-04
01/03/2025 15:39,644 Rimmon St,25000674,ACCIDENT,2025-01-04
01/03/2025 15:38,1050 S Willow St: @Alltown Mobil,25000673,DISABLED MOTOR VEHICLE,2025-01-04
01/03/2025 15:37,443 CHESTNUT ST: @VICTORY PARK,25000672,SPECIAL ATTENTION,2025-01-04
01/03/2025 15:33,557 Maple St: @7-ELEVEN,25000671,TRESPASSING,2025-01-04
01/03/2025 15:19,199 manchester st,25000670,SPECIAL ATTENTION,2025-01-04
01/03/2025 15:16,242 BEECH ST: @7-ELEVEN VALLEY ST,25000669,BUSINESS CHECK,2025-01-04
01/03/2025 14:59,55 S Main St: @BURNS HI RISE,25000668,HARRASSMENT,2025-01-04
01/03/2025 14:55,100 Hitchcock Way: @HITCHCOCK CLINIC,25000667,CHECK CONDITION OF SUBJECT,2025-01-04
01/03/2025 14:50,VALLEY ST / LINCOLN ST,25000666,ACCIDENT,2025-01-04
01/03/2025 14:44,460 Elm St: @MARKET BASKET,25000665,TRAFFIC STOP,2025-01-04
01/03/2025 16:04,75 Canal St: @75 CANAL ST APTS,25000681,THEFT,2025-01-04
01/03/2025 16:12,67 Croteau Ct: @PROLYN #67,25000683,CRIMINAL THREATENING,2025-01-04
01/03/2025 16:14,1500 S Willow St: @Lenscrafters (Mall of New Hamps,25000682,HANGUP CALL,2025-01-04
01/03/2025 16:39,265 Central St,25000692,CHECK CONDITION OF SUBJECT,2025-01-04
01/03/2025 17:09,downtown,25000699,SPECIAL ATTENTION,2025-01-04
01/03/2025 17:04,445 Willow St: @VALLEY STREET JAIL,25000698,WAGON TRANSPORT,2025-01-04
01/03/2025 16:53,200 Hanover St: @HUGH GALLEN HIGH RISE,25000697,CHECK CONDITION OF SUBJECT,2025-01-04
01/03/2025 16:45,LITCHFIELD LN / LINCOLN ST,25000695,CHECK SUBJECT,2025-01-04
01/03/2025 16:44,816 Hanover St,25000696,BURGLARY,2025-01-04
01/03/2025 16:41,210 EDDY RD: @MOBIL MART,25000693,BUSINESS CHECK,2025-01-04
01/03/2025 16:37,555 Union St: @BOYS & GIRLS CLUB,25000694,ASSAULT,2025-01-04
01/03/2025 16:18,580 KIMBALL ST: @KIMBALL FALLS APTS BUILDING #1,25000684,SPECIAL ATTENTION,2025-01-04
01/03/2025 16:33,425 LAKE AVE: @LAKE AVE FOOD MART,25000690,BUSINESS CHECK,2025-01-04
01/03/2025 16:31,590 Kimball St: @Kelley Falls Housing Bldg #2),25000691,NEIGHBOR COMPLAINT,2025-01-04
01/03/2025 16:28,500 commercial st,25000688,SPECIAL ATTENTION,2025-01-04
01/03/2025 16:27,700 Elm St: @DOUBLETREE HOTEL,25000689,CHECK AREA FOR PROBLEM,2025-01-04
01/03/2025 16:26,60 Rogers St: @CMC DOORWAYS (60 ROGERS MILL BUILDI,25000687,HANGUP CALL,2025-01-04
01/03/2025 16:26,341 Central St,25000686,ADDED INFO TO PREVIOUS CASE,2025-01-04
01/03/2025 14:38,UNION ST / AUBURN ST,25000663,HOTSPOT PATROL,2025-01-04
01/03/2025 14:30,75 Canal St: @75 CANAL ST APTS,25000662,HOMELESS ISSUES,2025-01-04
01/03/2025 17:10,60 ROGERS ST: @60 ROGERS MILL BUILDING,25000701,SPECIAL ATTENTION,2025-01-04
01/03/2025 14:26,320 Douglas St: @320 DOUGLAS ST,25000661,ABUSE,2025-01-04
