datetime,location,incident_number,details,retrieval_date
01/30/2025 00:00,303 BEECH ST: @JFK COLISEUM,25007334,SPECIAL ATTENTION,2025-01-31
01/30/2025 13:50,27 springfield rd,25007490,K9 TRAINING,2025-01-31
01/30/2025 13:53,65 Market St,25007492,CHECK SUBJECT,2025-01-31
01/30/2025 13:59,242 BEECH ST: @7-ELEVEN VALLEY ST,25007493,BUSINESS CHECK,2025-01-31
01/30/2025 14:02,1022 S Willow St: @DUNKIN DONUTS S WILLOW/WESTON,25007494,CHECK CONDITION OF SUBJECT,2025-01-31
01/30/2025 14:20,20 Boynton St: @BUDGET GAS S MAIN,25007495,ACCIDENT,2025-01-31
01/30/2025 14:24,80 Canal St: @NBT BANK,25007496,TRAFFIC STOP,2025-01-31
01/30/2025 14:30,Beech St / Valley St,25007497,ACCIDENT,2025-01-31
01/30/2025 14:32,48 Plummer St,25007498,FRAUD,2025-01-31
01/30/2025 14:39,13500 S Willow St: @BEST WESTERN - S WILLOW,25007499,UNWANTED SUBJECT,2025-01-31
01/30/2025 14:44,282 Belmont St,25007501,THEFT,2025-01-31
01/30/2025 14:44,96 Lowell St,25007500,DRUG ACTIVITY,2025-01-31
01/30/2025 14:55,160 Brook St,25007503,CIVIL STANDBY,2025-01-31
01/30/2025 15:02,334 Amherst St: @334 AMHERST ST,25007504,UNWANTED SUBJECT,2025-01-31
01/30/2025 15:10,315 S Beech St,25007505,ACCIDENT,2025-01-31
01/30/2025 15:20,405 Valley St: @MPD,25007506,TRIPLE I REQUEST,2025-01-31
01/30/2025 15:20,405 Valley St: @MPD,25007507,TRIPLE I REQUEST,2025-01-31
01/30/2025 15:37,1056 River Rd: @YDC,25007508,SPECIAL ATTENTION,2025-01-31
01/30/2025 15:42,25007509,,,2025-01-31
01/30/2025 15:52,242 BEECH ST: @7-ELEVEN VALLEY ST,25007510,BUSINESS CHECK,2025-01-31
01/30/2025 15:57,1 Crusader Way: @MEMORIAL HIGH SCHOOL,25007511,CRIMINAL THREATENING,2025-01-31
