visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
6.0,True,90,90,SW 2 mph,29.85,2025-05-02T11:53:30-0400,1746201210,50,50,70,45,50,50,47,Cloudy,Cloudy,07,26,2025-04-02 11:53:00,07:48 PM,05:36 AM,Alton,43.46,-71.22
7.0,True,90,90,S 1 mph,29.83,2025-05-02T12:00:26-0400,1746201626,56,56,74,48,56,56,53,Cloudy,Cloudy,07,26,2025-04-02 12:00:00,07:48 PM,05:39 AM,Amherst,42.86,-71.62
10.0,True,92,92,SSW 3 mph,29.82,2025-05-02T12:00:27-0400,1746201627,55,55,73,47,55,55,53,Cloudy,Cloudy,07,26,2025-04-02 12:00:00,07:50 PM,05:40 AM,Antrim,43.04,-71.95
6.0,True,87,87,NE 1 mph,29.85,2025-05-02T11:57:52-0400,1746201472,50,50,73,46,50,50,46,Cloudy,Cloudy,07,26,2025-04-02 11:57:00,07:50 PM,05:37 AM,Ashland,43.7,-71.63
5.0,True,96,96,W 15 mph,29.85,2025-05-02T11:55:49-0400,1746201349,49,49,69,46,44,44,48,Cloudy,Cloudy,07,26,2025-04-02 11:55:00,07:50 PM,05:35 AM,Bartlett,44.07,-71.28
6.0,True,90,90,E 2 mph,29.84,2025-05-02T11:57:44-0400,1746201464,51,51,72,46,51,51,48,Cloudy,Cloudy,07,26,2025-04-02 11:57:00,07:49 PM,05:37 AM,Belmont,43.44,-71.48
10.0,True,93,93,SW 2 mph,29.82,2025-05-02T11:54:49-0400,1746201289,55,55,73,47,55,55,53,Cloudy,Cloudy,07,26,2025-04-02 11:54:00,07:50 PM,05:40 AM,Bennington,43.0,-71.92
7.0,True,89,89,SW 5 mph,29.81,2025-05-02T12:00:29-0400,1746201629,50,50,67,45,47,47,46,Cloudy,Cloudy,07,26,2025-04-02 12:00:00,07:51 PM,05:33 AM,Berlin city,44.49,-71.26
10.0,True,87,87,SW 5 mph,29.79,2025-05-02T11:53:38-0400,1746201218,51,51,69,46,49,49,47,Cloudy,Cloudy,07,26,2025-04-02 11:53:00,07:52 PM,05:36 AM,Bethlehem,44.28,-71.69
10.0,True,86,86,W 0 mph,29.81,2025-05-02T11:50:56-0400,1746201056,53,53,71,45,53,53,49,Cloudy,Cloudy,07,26,2025-04-02 11:50:00,07:51 PM,05:39 AM,Blodgett Landing,43.38,-72.04
