datetime,location,incident_number,details,retrieval_date
05/28/2025 00:03,Union St / Green St,25038448,HOTSPOT PATROL,2025-05-29
05/28/2025 16:15,1045 S Willow St: @TACO BELL S WILLOW,25038669,UNAUTHORIZED USE OF MV,2025-05-29
05/28/2025 15:00,2 Wall St: @MENTAL HEALTH CTR OF GREATER MANCHESTE,25038649,MENTAL HEALTH ISSUE,2025-05-29
05/28/2025 14:59,728 E Industrial Park Dr: @Moonlight auto detailin,25038648,ACCIDENT HIT AND RUN,2025-05-29
05/28/2025 14:53,1 Crusader Way: @MEMORIAL HIGH SCHOOL,25038647,MISSING JUVENILE,2025-05-29
05/28/2025 14:46,78 Belmont St,25038646,WANTED PERSON CHECK,2025-05-29
05/28/2025 14:41,405 Valley St: @MPD,25038645,ADMINISTRATIVE MISC,2025-05-29
05/28/2025 14:35,Maple St / Spruce St,25038644,ACCIDENT,2025-05-29
05/28/2025 14:34,1000 Elm St: @1000 ELM ST M4,25038643,HANGUP CALL,2025-05-29
05/28/2025 14:29,715 Second St: @DAIRY QUEEN SECOND ST,25038641,ACCIDENT,2025-05-29
05/28/2025 14:28,153 Concord St,25038642,CRIMINAL MISCHIEF,2025-05-29
05/28/2025 14:26,S JEWETT ST / JOBIN DR,25038640,SPECIAL ATTENTION,2025-05-29
05/28/2025 14:20,50 Lowell St: @HELPING HAND OUTREACH CTR,25038639,SAFE KEEPING,2025-05-29
05/28/2025 14:19,623 Second St: @Burger King Second Street,25038638,TRAFFIC STOP,2025-05-29
05/28/2025 14:18,217 UNION ST: @Brothers Express,25038637,BUSINESS CHECK,2025-05-29
05/28/2025 14:15,S JEWETT / S GRAY,25038636,TRAFFIC STOP,2025-05-29
05/28/2025 14:13,501 Union St: @BRONSTEIN PARK,25038634,CHECK SUBJECT,2025-05-29
05/28/2025 15:02,Rimmon St / Wayne St,25038650,CHECK AREA FOR PROBLEM,2025-05-29
05/28/2025 15:05,50 West St,25038651,CRIMINAL THREATENING,2025-05-29
05/28/2025 15:11,1066 FRONT ST: @MANCHESTER COMMUNITY TECH COLLEGE,25038652,HANGUP CALL,2025-05-29
05/28/2025 15:49,216 ELM ST: @DUNKIN DONUTS ELM/VALLEY,25038662,BUSINESS CHECK,2025-05-29
05/28/2025 16:07,Walker St,25038668,MISSING JUVENILE,2025-05-29
05/28/2025 16:02,55 AMORY ST: @PARISEAU HIGH RISE,25038665,SPECIAL ATTENTION,2025-05-29
05/28/2025 16:01,52 C St,25038666,MISSING JUVENILE,2025-05-29
05/28/2025 15:59,148 Cypress St,25038667,ANIMAL COMPLAINTS,2025-05-29
05/28/2025 15:59,452 Pine St,25038664,DRUG ACTIVITY,2025-05-29
05/28/2025 15:57,443 CHESTNUT ST: @VICTORY PARK,25038663,SPECIAL ATTENTION,2025-05-29
05/28/2025 15:47,225 Grove St,25038661,HOMELESS ISSUES,2025-05-29
05/28/2025 15:15,242 BEECH ST: @7-ELEVEN VALLEY ST,25038653,BUSINESS CHECK,2025-05-29
05/28/2025 15:43,Auburn St / Union St,25038660,RECOVERED STOLEN MV,2025-05-29
05/28/2025 15:37,405 Valley St: @MPD,25038658,ADDED INFO TO PREVIOUS CASE,2025-05-29
05/28/2025 15:30,200 HANOVER ST: @HUGH GALLEN HIGH RISE,25038657,SPECIAL ATTENTION,2025-05-29
05/28/2025 15:27,491 Somerville St,25038656,ADDED INFO TO PREVIOUS CASE,2025-05-29
05/28/2025 15:17,165 Golfview Dr: @165 Golf View Dr,25038655,BURGLARY,2025-05-29
05/28/2025 15:16,333 Beech St: @BEECH ST SCHOOL-MODULAR TRAILER,25038654,PARKING COMPLAINT,2025-05-29
05/28/2025 14:11,11925 S WILLOW ST,25038635,HOMELESS ISSUES,2025-05-29
05/28/2025 14:09,79 Holmes Dr,25038633,NEIGHBOR COMPLAINT,2025-05-29
05/28/2025 13:59,Hayward St / Maple St,25038632,ABANDON VEHICLE,2025-05-29
05/28/2025 12:53,443 CHESTNUT ST: @VICTORY PARK,25038606,SPECIAL ATTENTION,2025-05-29
05/28/2025 13:06,5 Clifford Ave,25038613,CHECK AREA FOR PROBLEM,2025-05-29
05/28/2025 13:05,270 MAMMOTH RD: @RITE AID MAMMOTH RD,25038611,BUSINESS CHECK,2025-05-29
05/28/2025 13:05,200 PRECOURT ST: @PISCATAQUOG RIVER PARK,25038610,SPECIAL ATTENTION,2025-05-29
05/28/2025 13:03,254 Cedar St,25038609,STOLEN MOTOR VEHICLE,2025-05-29
05/28/2025 12:57,45 ORANGE ST: @PEARL ST LOT,25038607,SPECIAL ATTENTION,2025-05-29
05/28/2025 12:56,60 Crescent Rd,25038608,CIVIL STANDBY,2025-05-29
05/28/2025 12:47,77 Market St: @ROOMING HOUSE 77 MARKET ST,25038605,CHECK CONDITION OF SUBJECT,2025-05-29
05/28/2025 13:08,100 Mcgregor St: @CATHOLIC MEDICAL CENTER,25038614,HANGUP CALL,2025-05-29
05/28/2025 12:47,214 CHESTNUT ST: @KALIVAS PARK,25038603,CHECK AREA FOR PROBLEM,2025-05-29
05/28/2025 12:47,718 Smyth Rd: @VA MEDICAL CENTER TOWER BLDG (VA ME,25038604,MEDICAL PROBLEM,2025-05-29
05/28/2025 12:45,318 Spruce St,25038602,ANIMAL COMPLAINTS,2025-05-29
05/28/2025 12:44,405 Valley St: @MPD,25038601,ADMINISTRATIVE MISC,2025-05-29
05/28/2025 12:42,620 Silver St,25038600,ABANDON VEHICLE,2025-05-29
05/28/2025 12:40,252 Willow St: @FACTORY ON WILLOW,25038599,ANIMAL COMPLAINTS,2025-05-29
05/28/2025 13:07,Coolidge Ave / Bremer St,25038612,TRAFFIC STOP,2025-05-29
05/28/2025 13:10,S WILLOW ST / MARCH AVE,25038615,ACCIDENT,2025-05-29
05/28/2025 13:58,HAYWARD ST / MAPLE ST,25038631,ABANDON VEHICLE,2025-05-29
05/28/2025 13:41,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25038624,CHECK CONDITION OF SUBJECT,2025-05-29
05/28/2025 13:58,921 Goffstown Rd,25038630,TRAFFIC STOP,2025-05-29
05/28/2025 13:52,250 Valley St: @CREMELAND DRIVE IN,25038629,TRAFFIC STOP,2025-05-29
05/28/2025 13:50,1500 S Willow St: @Spencers (Mall of New Hampshire,25038628,THEFT,2025-05-29
05/28/2025 13:47,YOUVILLE ST / MASON ST,25038626,CHECK VEHICLE,2025-05-29
05/28/2025 13:47,1491 Front St: @RIVERSIDE BAR & GRILL (INTERVALE C,25038627,THEFT,2025-05-29
05/28/2025 13:45,S JEWETT ST / MAURICE ST,25038625,SPECIAL ATTENTION,2025-05-29
05/28/2025 13:38,11 Carriage Way: @WATERFORD CONDOS #11,25038623,CHECK CONDITION OF SUBJECT,2025-05-29
05/28/2025 13:12,1555 Elm St: @MANCHESTER MENTAL HEALTH 1555 ELM ST,25038616,HOMELESS ISSUES,2025-05-29
05/28/2025 13:36,625 Mammoth Rd: @DERRYFIELD COUNTRY CLUB,25038620,TRAFFIC STOP,2025-05-29
05/28/2025 13:35,Union St / Pearl St,25038622,CHECK CONDITION OF SUBJECT,2025-05-29
05/28/2025 13:34,Union St / Lake Ave,25038621,FOUND PROPERTY,2025-05-29
05/28/2025 13:26,Hanover St / Beacon St,25038619,TRAFFIC STOP,2025-05-29
05/28/2025 13:18,388 Amherst St,25038618,UNWANTED SUBJECT,2025-05-29
05/28/2025 13:17,85 S Main St: @7-ELEVEN S MAIN ST,25038617,CHECK SUBJECT,2025-05-29
05/28/2025 16:11,53 LILAC CT,25038670,CHECK CONDITION OF SUBJECT,2025-05-29
05/28/2025 16:23,435 AMORY ST: @BROWN SCHOOL APTS,25038671,SPECIAL ATTENTION,2025-05-29
05/28/2025 12:39,405 Valley St: @MPD,25038597,ASSIST OTHER AGENCY,2025-05-29
05/28/2025 16:24,445 Willow St: @VALLEY STREET JAIL,25038672,WAGON TRANSPORT,2025-05-29
05/28/2025 20:47,405 Valley St: @MPD,25038726,WARRANT,2025-05-29
05/28/2025 20:36,174 Bell St,25038723,MUSIC COMPLAINT,2025-05-29
05/28/2025 20:08,55 S Main St: @BURNS HI RISE,25038721,STALKING ORDER VIOLATION,2025-05-29
05/28/2025 20:05,475 LAKE AVE,25038719,NOISE COMPLAINT,2025-05-29
05/28/2025 20:03,99 Fourth St: @FOURTH ST REALTY,25038722,MISSING JUVENILE,2025-05-29
05/28/2025 20:03,394 Second St: @FAMILIES IN TRANSITION #394,25038720,CHECK CONDITION OF SUBJECT,2025-05-29
05/28/2025 20:01,401 Douglas St: @THE BUCKET,25038718,HOMELESS ISSUES,2025-05-29
05/28/2025 19:59,48 Dawson Ave,25038717,DISORDERLY CONDUCT,2025-05-29
05/28/2025 19:45,Second St / Queen City Ave: @Queen City Bridge,25038716,KIDS PROBLEM,2025-05-29
05/28/2025 19:37,Lincoln St / Auburn St,25038715,HANGUP CALL,2025-05-29
05/28/2025 19:16,102 Bridge St: @102 Bridge St,25038714,BROADCAST MESSAGE,2025-05-29
05/28/2025 19:14,725 Gold St: @WALMART,25038713,CHECK SUBJECT,2025-05-29
05/28/2025 19:07,357 Manchester St,25038711,ADDED INFO TO PREVIOUS CASE,2025-05-29
05/28/2025 19:06,1 Elliot Way: @ELLIOT HOSPITAL,25038712,HANGUP CALL,2025-05-29
05/28/2025 19:04,452 Pine St: @ABBEY HOUSE (CATHEDRAL MANOR),25038710,MUSIC COMPLAINT,2025-05-29
05/28/2025 20:48,93 S Maple St: @FAMILY DOLLAR S MAPLE (SAVERS),25038724,UNWANTED SUBJECT,2025-05-29
05/28/2025 20:49,Beech St / Bridge St,25038725,BROADCAST MESSAGE,2025-05-29
05/28/2025 20:55,405 Valley St: @MPD,25038727,WARRANT,2025-05-29
05/28/2025 22:13,84 Varney St: @VARNEY SCHOOL APTS,25038739,CHECK CONDITION OF SUBJECT,2025-05-29
05/28/2025 23:00,109 Highview Ter,25038743,ALARM BURGLARY,2025-05-29
05/28/2025 22:37,275 Knollwood Way,25038742,CHECK CONDITION OF SUBJECT,2025-05-29
05/28/2025 22:30,470 Silver St: @TWIN TOWERS #470,25038741,HOMELESS ISSUES,2025-05-29
05/28/2025 22:26,241 Cartier St,25038740,SHOT SPOTTER,2025-05-29
05/28/2025 22:20,25 Vine St: @VICTORY PARKING GARAGE,25038738,DISORDERLY CONDUCT,2025-05-29
05/28/2025 22:14,Elliot/wap,25038737,ADDED INFO TO PREVIOUS CASE,2025-05-29
05/28/2025 22:06,1298 S Porter St: @HOLIDAY INN EXPRESS,25038736,DRUG ACTIVITY,2025-05-29
05/28/2025 21:11,Elm St / Pleasant St,25038728,TRAFFIC STOP,2025-05-29
