datetime,location,incident_number,details,retrieval_date
05/24/2025 00:04,686 S Main St,25037417,MUSIC COMPLAINT,2025-05-25
05/24/2025 17:09,70 Keller St: @TEAM NISSAN,25037571,CHECK CONDITION OF SUBJECT,2025-05-25
05/24/2025 16:20,200 John E Devine Dr: @BJ'S WHOLESALE CLUB,25037559,ACCIDENT,2025-05-25
05/24/2025 16:23,Putnam St / Bartlett St,25037560,TRAFFIC STOP,2025-05-25
05/24/2025 16:28,Wilson St / Bell St,25037561,TRAFFIC STOP,2025-05-25
05/24/2025 16:30,1 Bouchard St: @OLD MANCHESTER HARLEY,25037562,ALARM BURGLARY,2025-05-25
05/24/2025 16:33,210 EDDY RD: @MOBIL MART,25037563,BUSINESS CHECK,2025-05-25
05/24/2025 16:35,196 S Willow St: @MCDONALDS S WILLOW,25037564,ACCIDENT,2025-05-25
05/24/2025 16:39,81 S Mammoth Rd,25037565,PARTY COMPLAINT,2025-05-25
05/24/2025 16:47,Main St / Schuyler St,25037566,TRAFFIC STOP,2025-05-25
05/24/2025 16:51,492 Lincoln St: @ENRIGHT PARK,25037567,SPECIAL ATTENTION,2025-05-25
05/24/2025 16:57,370 Westwood Dr,25037568,ASSIST OTHER AGENCY,2025-05-25
05/24/2025 17:09,Eddy Rd / Goffstown Rd: @Amoskeag Circle,25037569,ACCIDENT,2025-05-25
05/24/2025 17:10,39 Beech St: @Beech St Shelter,25037570,MENTAL HEALTH ISSUE,2025-05-25
05/24/2025 17:48,337 Stark Ln,25037583,ASSIST OTHER AGENCY,2025-05-25
05/24/2025 17:10,908 S Willow St: @WIRELESS PLAZA,25037573,CHECK CONDITION OF SUBJECT,2025-05-25
05/24/2025 17:12,Union St / Valley St,25037572,CHECK SUBJECT,2025-05-25
05/24/2025 17:13,Lake Ave / Beech St,25037574,PARKING COMPLAINT,2025-05-25
05/24/2025 17:15,1528 Elm St: @HEALTH DEPARTMENT (RINES CENTER),25037575,HOMELESS ISSUES,2025-05-25
05/24/2025 17:18,1500 S Willow St: @Verizon Wireless Mall of NH (Ma,25037577,ASSAULT,2025-05-25
05/24/2025 17:18,1500 S Willow St: @Verizon Wireless Mall of NH (Ma,25037576,ASSAULT,2025-05-25
05/24/2025 17:26,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25037578,ASSAULT,2025-05-25
05/24/2025 17:29,200 Precourt St: @PISCATAQUOG RIVER PARK,25037579,CHECK VEHICLE,2025-05-25
05/24/2025 17:35,235 Myrtle St: @MT CARMEL HOME,25037580,HANGUP CALL,2025-05-25
05/24/2025 17:38,W Hancock St / Wheelock St,25037581,CHECK VEHICLE,2025-05-25
05/24/2025 17:47,859 Hanover St: @HANNAFORDS HANOVER STREET,25037585,CHECK CONDITION OF SUBJECT,2025-05-25
05/24/2025 16:00,1932 S Willow St: @SHELL S WILLOW ST (NOURIA),25037558,CHECK CONDITION OF SUBJECT,2025-05-25
05/24/2025 15:57,Monadnock Ln / Pine St,25037557,CHECK AREA FOR PROBLEM,2025-05-25
05/24/2025 15:54,655 S WILLOW ST: @CALIFORNIA BURRITO,25037556,BUSINESS CHECK,2025-05-25
05/24/2025 15:44,405 Valley St: @MPD,25037555,ADMINISTRATIVE MISC,2025-05-25
