datetime,location,incident_number,details,retrieval_date
05/04/2025 00:16,217 Union St: @Brothers Express,25031812,BUSINESS CHECK,2025-05-05
05/04/2025 16:21,344 Rimmon St,25031988,CRIMINAL MISCHIEF,2025-05-05
05/04/2025 13:57,46 Dubuque St,25031961,ASSIST DCYF,2025-05-05
05/04/2025 14:02,216 Maple St: @YANKEE LANES ENTERTAINMENT,25031962,TRAFFIC STOP,2025-05-05
05/04/2025 14:06,387 Central St: @1ST FL,25031963,THEFT,2025-05-05
05/04/2025 14:12,60 Beech St: @DOMINOS BEECH ST,25031965,UNWANTED SUBJECT,2025-05-05
05/04/2025 14:12,60 Beech St: @DOMINOS BEECH ST,25031966,UNWANTED SUBJECT,2025-05-05
05/04/2025 14:12,Kelley St / Montgomery St,25031964,TRAFFIC STOP,2025-05-05
05/04/2025 14:30,85 S Main St: @7-ELEVEN S MAIN ST,25031967,DRUG ACTIVITY,2025-05-05
05/04/2025 14:35,283 Hanover St: @MCHUGH FUNERAL HOME,25031968,HOMELESS ISSUES,2025-05-05
05/04/2025 14:44,293 S 101 E Off Ramp To S Willow St Exit 1 / 293 S,25031969,CHECK AREA FOR PROBLEM,2025-05-05
05/04/2025 14:47,93 S MAPLE ST: @FAMILY DOLLAR S MAPLE (SAVERS),25031971,UNWANTED SUBJECT,2025-05-05
05/04/2025 14:48,448 Lincoln St,25031970,FIGHT,2025-05-05
05/04/2025 14:54,3 Electric St: @WEST SIDE ICE ARENA,25031972,CHECK AREA FOR PROBLEM,2025-05-05
05/04/2025 15:05,200 HANOVER ST: @HUGH GALLEN HIGH RISE,25031973,SPECIAL ATTENTION,2025-05-05
05/04/2025 15:06,738 Hooksett Rd: @CONVENIENT MD,25031974,CHECK CONDITION OF SUBJECT,2025-05-05
05/04/2025 15:10,29 Cumberland St,25031975,PARKING COMPLAINT,2025-05-05
05/04/2025 15:18,S Willow St / March Ave,25031976,CHECK AREA FOR PROBLEM,2025-05-05
05/04/2025 15:20,1531 Elm St: @PAPPY'S PIZZA,25031977,UNWANTED SUBJECT,2025-05-05
05/04/2025 15:32,55 AMORY ST: @PARISEAU HIGH RISE,25031978,SPECIAL ATTENTION,2025-05-05
05/04/2025 15:41,405 Valley St: @MPD,25031979,WAGON TRANSPORT,2025-05-05
05/04/2025 15:49,347 HAYWARD ST,25031982,WEAPON POSSESSION AND CARRYING,2025-05-05
05/04/2025 15:50,580 KIMBALL ST: @KIMBALL FALLS APTS BUILDING #1,25031981,SPECIAL ATTENTION,2025-05-05
05/04/2025 15:59,210 EDDY RD: @MOBIL MART,25031983,BUSINESS CHECK,2025-05-05
05/04/2025 16:01,456 Union St: @1269 CAFE,25031985,ASSAULT,2025-05-05
05/04/2025 16:02,23 AMHERST ST: @REX THEATER,25031984,SPECIAL ATTENTION,2025-05-05
05/04/2025 16:06,435 AMORY ST: @BROWN SCHOOL APTS,25031986,SPECIAL ATTENTION,2025-05-05
05/04/2025 13:57,80 Canal St: @NBT BANK,25031959,CHECK AREA FOR PROBLEM,2025-05-05
05/04/2025 13:54,Bremer St / Montgomery St,25031958,ACCIDENT WITH INJURY,2025-05-05
05/04/2025 13:53,510 Clay St,25031960,CIVIL STANDBY,2025-05-05
05/04/2025 13:08,26 Ruta Cir,25031945,STALKING ORDER,2025-05-05
05/04/2025 11:35,49 Harvell St,25031933,ACCIDENT,2025-05-05
05/04/2025 11:55,123 Pleasant St: @RICE HAMILTON HOTEL,25031934,PARKING COMPLAINT,2025-05-05
05/04/2025 12:05,216 ELM ST: @DUNKIN DONUTS ELM/VALLEY,25031935,BUSINESS CHECK,2025-05-05
05/04/2025 12:29,1111 S WILLOW ST: @FIVE GUYS,25031936,BUSINESS CHECK,2025-05-05
05/04/2025 12:36,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25031937,CHECK SUBJECT,2025-05-05
05/04/2025 12:46,Spruce St / Beech St,25031938,PARKING COMPLAINT,2025-05-05
05/04/2025 12:51,100 MERRIMACK ST: @HEADQUARTERS,25031939,TRAFFIC STOP,2025-05-05
05/04/2025 12:52,270 Mammoth Rd,25031940,TRAFFIC STOP,2025-05-05
05/04/2025 12:59,859 HANOVER ST: @HANNAFORDS HANOVER STREET,25031941,SPECIAL ATTENTION,2025-05-05
05/04/2025 13:01,"259 Hanover St: @BARK CITY, LLC",25031942,CHECK SUBJECT,2025-05-05
05/04/2025 13:02,572 Pine St,25031943,CHECK CONDITION OF SUBJECT,2025-05-05
05/04/2025 13:08,UNION ST / HEATHER ST,25031944,TRAFFIC STOP,2025-05-05
05/04/2025 13:51,SOMERVILLE ST / LINCOLN ST,25031957,SPECIAL ATTENTION,2025-05-05
05/04/2025 13:10,1454 Union St,25031947,CHECK CONDITION OF SUBJECT,2025-05-05
05/04/2025 13:13,431 Kimball St,25031946,ALARM BURGLARY,2025-05-05
05/04/2025 13:15,Elm St / Merrimack St,25031948,BROADCAST MESSAGE,2025-05-05
05/04/2025 13:18,138 Beech Hill Ave,25031949,CRIMINAL MISCHIEF,2025-05-05
05/04/2025 13:19,elm/north,25031950,TRAFFIC STOP,2025-05-05
05/04/2025 13:24,3 ELECTRIC ST: @WEST SIDE ICE ARENA,25031951,SPECIAL ATTENTION,2025-05-05
05/04/2025 13:31,405 Valley St: @MPD,25031952,ADMINISTRATIVE MISC,2025-05-05
05/04/2025 13:34,405 Valley St: @MPD,25031953,ADMINISTRATIVE MISC,2025-05-05
05/04/2025 13:38,100 Eddy Rd: @DUNKIN DONUTS 100 EDDY RD,25031954,ACCIDENT,2025-05-05
05/04/2025 13:40,SALMON ST / CHESTNUT ST,25031955,TRAFFIC STOP,2025-05-05
05/04/2025 13:44,112 Myrtle St,25031956,UNWANTED SUBJECT,2025-05-05
05/04/2025 16:13,210 EDDY RD: @MOBIL MART,25031987,BUSINESS CHECK,2025-05-05
05/04/2025 16:24,Front St / Amoskeag Traffic Cir,25031989,ACCIDENT,2025-05-05
05/04/2025 00:17,1037 Elm St: @MARGARITAS,25031813,MEDICAL PROBLEM,2025-05-05
05/04/2025 16:26,55 S MAIN ST: @BURNS HI RISE,25031990,SPECIAL ATTENTION,2025-05-05
05/04/2025 19:54,573 Maple St: @GROUP HOME FOR NORTH INC.,25032020,MENTAL HEALTH ISSUE,2025-05-05
05/04/2025 20:01,SECOND ST / W HANCOCK ST,25032021,TRAFFIC STOP,2025-05-05
05/04/2025 20:04,1000 S Willow St: @BANK OF AMERICA,25032023,FRAUD,2025-05-05
05/04/2025 20:10,601 Amory St,25032024,CHECK AREA FOR PROBLEM,2025-05-05
05/04/2025 20:31,234 Abby Rd: @MILLENNIUM PRECISION,25032026,ALARM,2025-05-05
05/04/2025 20:43,179 Elm St: @JT COOPER LLC,25032027,ALARM BURGLARY,2025-05-05
