datetime,location,incident_number,details,retrieval_date
05/06/2025 00:06,242 BEECH ST: @7-ELEVEN VALLEY ST,25032369,BUSINESS CHECK,2025-05-07
05/06/2025 14:57,489 Dubuque St,25032560,CHECK CONDITION OF SUBJECT,2025-05-07
05/06/2025 15:26,75 DUBUQUE ST,25032567,CHECK CONDITION OF SUBJECT,2025-05-07
05/06/2025 15:25,145 Hollis St: @AMOSKEAG HEALTH 145 HOLLIS ST,25032565,ACCIDENT,2025-05-07
05/06/2025 15:15,10 Auclair Ave,25032563,CRIMINAL MISCHIEF,2025-05-07
05/06/2025 15:12,466 Hanover St,25032562,ACCIDENT,2025-05-07
05/06/2025 15:02,161 S Beech St: @FAMILIES IN TRANSITION #161,25032561,ANIMAL COMPLAINTS,2025-05-07
05/06/2025 14:57,75 Parkside Ave: @PARKSIDE MIDDLE SCHOOL,25032559,DCYF REFERRAL,2025-05-07
05/06/2025 14:50,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25032558,CHECK SUBJECT,2025-05-07
05/06/2025 15:28,60 Rogers St: @CMC DOORWAYS (60 ROGERS MILL BUILDI,25032566,MEDICAL PROBLEM,2025-05-07
05/06/2025 14:46,373 Hanover St: @Bagel Cafe 373 Hanover St,25032557,LANDLORD TENANT DISPUTE,2025-05-07
05/06/2025 14:44,768 Beech St,25032556,ADDED INFO TO PREVIOUS CASE,2025-05-07
05/06/2025 14:35,405 Valley St: @MPD,25032555,SAFE KEEPING,2025-05-07
05/06/2025 14:26,464 Weston Rd,25032553,ACCIDENT WITH INJURY,2025-05-07
05/06/2025 14:23,2 WALL ST: @CHARLES SCHWAB (OFFICE BLDG),25032552,MENTAL HEALTH ISSUE,2025-05-07
05/06/2025 14:17,768 Beech St,25032551,FRAUD,2025-05-07
05/06/2025 15:26,443 CHESTNUT ST: @VICTORY PARK,25032564,HOMELESS ISSUES,2025-05-07
05/06/2025 15:37,7 Country Club Dr: @HERITAGE AT THE RIVER,25032568,CHECK CONDITION OF SUBJECT,2025-05-07
05/06/2025 16:38,755 ELM ST: @VETERAN'S PARK,25032585,SPECIAL ATTENTION,2025-05-07
05/06/2025 16:13,Merrimack St / Chestnut St,25032577,CHECK SUBJECT,2025-05-07
05/06/2025 16:31,Somerville St / Lincoln St,25032583,TRAFFIC STOP,2025-05-07
05/06/2025 16:31,425 LAKE AVE: @LAKE AVE FOOD MART,25032582,BUSINESS CHECK,2025-05-07
05/06/2025 16:27,93 S MAPLE ST: @SAVERS,25032580,SPECIAL ATTENTION,2025-05-07
05/06/2025 16:27,29 Elm St,25032581,CHECK CONDITION OF SUBJECT,2025-05-07
05/06/2025 16:18,196 S WILLOW ST: @MCDONALDS S WILLOW,25032579,SPECIAL ATTENTION,2025-05-07
05/06/2025 16:14,25032578,ADDED INFO TO PREVIOUS CASE,,2025-05-07
05/06/2025 16:11,39 BEECH ST: @Beech St Shelter,25032575,SPECIAL ATTENTION,2025-05-07
05/06/2025 15:48,425 LAKE AVE: @LAKE AVE FOOD MART,25032569,BUSINESS CHECK,2025-05-07
05/06/2025 16:10,178 BEECH HILL AVE: @BEECH HILL CONDOS #178,25032574,SPECIAL ATTENTION,2025-05-07
05/06/2025 16:08,200 Mcgregor St: @ST MARYS BANK MCGREGOR ST,25032576,SUSPICIOUS ACTIVITY,2025-05-07
05/06/2025 16:02,210 EDDY RD: @MOBIL MART,25032573,BUSINESS CHECK,2025-05-07
05/06/2025 16:02,644 Green St,25032572,ACCIDENT HIT AND RUN,2025-05-07
05/06/2025 15:53,194 Bell St,25032571,NEIGHBOR COMPLAINT,2025-05-07
05/06/2025 15:52,405 Valley St: @MPD,25032570,WARRANT,2025-05-07
05/06/2025 14:12,S MAIN ST / CLINTON ST,25032550,HOTSPOT PATROL,2025-05-07
05/06/2025 14:07,Lake Ave / Mammoth Rd,25032549,ACCIDENT,2025-05-07
05/06/2025 14:05,80 Elm St,25032548,UNWANTED SUBJECT,2025-05-07
05/06/2025 12:25,1431 River Rd,25032522,TRAFFIC STOP,2025-05-07
05/06/2025 12:57,600 MAPLE ST: @GALE HOME,25032528,SPECIAL ATTENTION,2025-05-07
05/06/2025 12:49,2519 Elm St: @WEBSTER SCHOOL,25032527,DCYF REFERRAL,2025-05-07
05/06/2025 12:45,1245 RIVER RD,25032526,TRAFFIC STOP,2025-05-07
05/06/2025 12:43,93 S Maple St: @FAMILY DOLLAR S MAPLE (SAVERS),25032525,CHECK CONDITION OF SUBJECT,2025-05-07
05/06/2025 12:35,30 Mechanic St: @YMCA,25032524,CHECK AREA FOR PROBLEM,2025-05-07
05/06/2025 12:28,BODWELL RD / BLONDIN RD,25032523,TRAFFIC STOP,2025-05-07
05/06/2025 12:23,1 Mountain Laurel Way: @WATERFORD PLACE #1,25032521,MENTAL HEALTH ISSUE,2025-05-07
05/06/2025 14:03,26 Brook St,25032547,ARGUMENT,2025-05-07
05/06/2025 12:20,1740 RIVER,25032520,TRAFFIC STOP,2025-05-07
05/06/2025 12:17,RIVER RD / MCCARTHY ST,25032519,SPECIAL ATTENTION,2025-05-07
05/06/2025 12:02,650 Second St: @SHELL SECOND ST,25032518,FRAUD,2025-05-07
05/06/2025 11:24,621 SOMERVILLE ST,25032517,STOLEN MOTOR VEHICLE,2025-05-07
05/06/2025 11:23,476 Union St: @SAIGON ASIAN MARKET,25032516,CHECK SUBJECT,2025-05-07
05/06/2025 11:22,CALEF RD / BROWN AVE,25032515,TRAFFIC STOP,2025-05-07
05/06/2025 12:58,10 ARMS ST: @ARMS PARK,25032529,SPECIAL ATTENTION,2025-05-07
