visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10,True,65,65,E 5 mph,29.86,2025-04-07T11:55:02-0400,1744041302,39,39,52,34,35,35,28,Cloudy,Cloudy,07,26,2025-03-07 11:55:00,07:19 PM,06:15 AM,Alton,43.46,-71.22
7,True,89,89,ENE 4 mph,29.86,2025-04-07T11:55:46-0400,1744041346,37,37,54,34,33,33,34,Cloudy,Cloudy,07,26,2025-03-07 11:55:00,07:20 PM,06:17 AM,Amherst,42.86,-71.62
6,True,82,82,E 5 mph,29.83,2025-04-07T12:00:39-0400,1744041639,35,35,54,32,31,31,30,Cloudy,Cloudy,07,26,2025-03-07 12:00:00,07:21 PM,06:18 AM,Antrim,43.04,-71.95
10,True,48,48,ESE 7 mph,29.84,2025-04-07T11:58:46-0400,1744041526,42,42,54,36,37,37,24,Cloudy,Cloudy,07,26,2025-03-07 11:58:00,07:21 PM,06:16 AM,Ashland,43.7,-71.63
10,True,50,50,WSW 9 mph,29.84,2025-04-07T11:57:07-0400,1744041427,41,41,50,35,35,35,23,Cloudy,Cloudy,07,26,2025-03-07 11:57:00,07:20 PM,06:14 AM,Bartlett,44.07,-71.28
10,True,61,61,ENE 7 mph,29.85,2025-04-07T11:59:34-0400,1744041574,40,40,53,36,35,35,27,Showers Near,Showers in the Vicinity,06,28,2025-03-07 11:59:00,07:20 PM,06:16 AM,Belmont,43.44,-71.48
8,True,85,85,NNE 4 mph,29.85,2025-04-07T11:50:59-0400,1744041059,35,35,54,32,32,32,31,Cloudy,Cloudy,07,26,2025-03-07 11:50:00,07:21 PM,06:18 AM,Bennington,43.0,-71.92
10,True,41,41,W 7 mph,29.82,2025-04-07T12:00:42-0400,1744041642,37,37,46,30,32,32,16,P Cloudy,Partly Cloudy,35,30,2025-03-07 12:00:00,07:20 PM,06:14 AM,Berlin city,44.49,-71.26
10,True,40,40,NNE 3 mph,29.82,2025-04-07T11:56:41-0400,1744041401,37,37,46,29,35,35,16,M Cloudy,Mostly Cloudy,06,28,2025-03-07 11:56:00,07:22 PM,06:16 AM,Bethlehem,44.28,-71.69
10,True,60,60,E 5 mph,29.85,2025-04-07T11:52:01-0400,1744041121,38,38,51,31,34,34,25,Cloudy,Cloudy,07,26,2025-03-07 11:52:00,07:22 PM,06:18 AM,Blodgett Landing,43.38,-72.04
10,True,68,68,E 4 mph,29.85,2025-04-07T11:52:52-0400,1744041172,38,38,54,34,35,35,29,Cloudy,Cloudy,07,26,2025-03-07 11:52:00,07:22 PM,06:18 AM,Bradford,43.27,-71.96
10,True,50,50,E 6 mph,29.84,2025-04-07T11:55:44-0400,1744041344,42,42,52,35,38,38,24,Cloudy,Cloudy,07,26,2025-03-07 11:55:00,07:21 PM,06:17 AM,Bristol,43.6,-71.75
10,True,47,47,E 3 mph,29.83,2025-04-07T11:51:45-0400,1744041105,40,40,50,33,38,38,21,Cloudy,Cloudy,07,26,2025-03-07 11:51:00,07:22 PM,06:18 AM,Canaan,43.65,-72.02
10,True,51,51,E 5 mph,29.84,2025-04-07T12:00:33-0400,1744041633,42,42,54,36,39,39,25,Cloudy,Cloudy,07,26,2025-03-07 12:00:00,07:19 PM,06:14 AM,Center Ossipee,43.75,-71.15
10,True,50,50,SSE 8 mph,29.85,2025-04-07T11:59:40-0400,1744041580,40,40,51,35,35,35,23,Cloudy,Cloudy,07,26,2025-03-07 11:59:00,07:20 PM,06:15 AM,Center Sandwich,43.81,-71.44
10,True,62,62,ENE 4 mph,29.83,2025-04-07T11:58:56-0400,1744041536,40,40,54,33,37,37,28,Cloudy,Cloudy,07,26,2025-03-07 11:58:00,07:23 PM,06:20 AM,Charlestown,43.24,-72.42
10,True,54,54,ENE 5 mph,29.83,2025-04-07T11:57:53-0400,1744041473,41,41,54,33,37,37,25,Cloudy,Cloudy,07,26,2025-03-07 11:57:00,07:23 PM,06:19 AM,Claremont city,43.38,-72.34
10,True,36,36,E 3 mph,29.84,2025-04-07T12:00:46-0400,1744041646,38,38,44,28,36,36,13,Sunny,Sunny,01,32,2025-03-07 12:00:00,07:21 PM,06:14 AM,Colebrook,44.89,-71.49
10,True,73,73,ENE 5 mph,29.85,2025-04-07T11:54:51-0400,1744041291,39,39,54,36,36,36,31,Cloudy,Cloudy,07,26,2025-03-07 11:54:00,07:20 PM,06:16 AM,Concord city,43.23,-71.56
10,True,71,71,E 5 mph,29.85,2025-04-07T11:58:57-0400,1744041537,39,39,54,35,35,35,30,Cloudy,Cloudy,07,26,2025-03-07 11:58:00,07:20 PM,06:17 AM,Contoocook,43.22,-71.71
10,True,44,44,SW 6 mph,29.83,2025-04-07T12:00:23-0400,1744041623,43,43,54,36,40,40,23,Cloudy,Cloudy,07,26,2025-03-07 12:00:00,07:19 PM,06:14 AM,Conway,43.98,-71.13
5,True,88,88,ENE 6 mph,29.84,2025-04-07T12:00:51-0400,1744041651,36,36,51,34,31,31,33,Rain/Snow,Rain and Snow,00,5,2025-03-07 12:00:00,07:18 PM,06:16 AM,Derry,42.89,-71.28
7,True,82,82,E 6 mph,29.87,2025-04-07T11:51:09-0400,1744041069,38,38,53,36,33,33,33,Cloudy,Cloudy,07,26,2025-03-07 11:51:00,07:17 PM,06:14 AM,Dover city,43.19,-70.88
7,True,85,85,E 7 mph,29.87,2025-04-07T11:55:53-0400,1744041353,37,37,52,36,32,32,33,Cloudy,Cloudy,07,26,2025-03-07 11:55:00,07:17 PM,06:14 AM,Durham,43.14,-70.92
8,True,87,87,NE 5 mph,29.86,2025-04-07T11:53:20-0400,1744041200,38,38,53,35,34,34,34,Cloudy,Cloudy,07,26,2025-03-07 11:53:00,07:19 PM,06:16 AM,East Merrimack,42.87,-71.48
10,True,48,48,ENE 3 mph,29.83,2025-04-07T11:54:52-0400,1744041292,41,41,50,34,39,39,22,Cloudy,Cloudy,07,26,2025-03-07 11:54:00,07:23 PM,06:18 AM,Enfield,43.64,-72.15
8,True,86,86,ENE 6 mph,29.84,2025-04-07T12:00:53-0400,1744041653,38,38,53,35,33,33,34,Cloudy,Cloudy,07,26,2025-03-07 12:00:00,07:18 PM,06:15 AM,Epping,43.03,-71.09
