datetime,location,incident_number,details,retrieval_date
04/15/2025 00:01,1279 S WILLOW ST: @DRAFTKINGS SPORTS BOOK,25026398,SPECIAL ATTENTION,2025-04-16
04/15/2025 14:00,Beech St / Grove St,25026584,TRAFFIC STOP,2025-04-16
04/15/2025 15:02,42 LINGARD ST,25026590,CHECK SECURITY OF BUILDING,2025-04-16
04/15/2025 14:52,Dunbar St / Riverdale Ave,25026589,CHECK AREA FOR PROBLEM,2025-04-16
04/15/2025 14:48,865 Second St: @BEST PRICE SMOKE & VAPE SHOP,25026588,FRAUD,2025-04-16
04/15/2025 14:33,84 Roysan St,25026587,BROADCAST MESSAGE,2025-04-16
04/15/2025 14:32,Joliette St / Amory St,25026586,CHECK AREA FOR PROBLEM,2025-04-16
04/15/2025 14:06,385 Union St,25026585,ADDED INFO TO PREVIOUS CASE,2025-04-16
04/15/2025 13:53,62 S PORTER ST,25026582,ADDED INFO TO PREVIOUS CASE,2025-04-16
04/15/2025 11:19,Union St / Bridge St,25026541,HOMELESS ISSUES,2025-04-16
04/15/2025 13:53,LINCOLN ST / AUBURN ST,25026581,CHECK VEHICLE,2025-04-16
04/15/2025 13:53,443 CHESTNUT ST: @VICTORY PARK,25026580,SPECIAL ATTENTION,2025-04-16
04/15/2025 13:52,1279 S Willow St: @REVO CASINO,25026583,DISORDERLY CONDUCT IN PROGRESS,2025-04-16
04/15/2025 13:50,725 Gold St: @WALMART,25026579,CHECK SUBJECT,2025-04-16
04/15/2025 13:48,300 Chestnut St: @SUPERIOR COURT HOUSE,25026577,DCYF REFERRAL,2025-04-16
04/15/2025 13:47,263 Spruce St,25026575,ACCIDENT HIT AND RUN,2025-04-16
04/15/2025 15:08,228 Maple St: @MANCHESTER METRO TREATMENT CENTER,25026591,CHECK AREA FOR PROBLEM,2025-04-16
04/15/2025 15:11,224 Mcgregor St,25026592,CHECK CONDITION OF SUBJECT,2025-04-16
04/15/2025 15:16,811 Mammoth Rd,25026593,CHECK CONDITION OF SUBJECT,2025-04-16
04/15/2025 15:19,Elm St / Kidder St,25026594,CHECK AREA FOR PROBLEM,2025-04-16
04/15/2025 15:24,242 BEECH ST: @7-ELEVEN VALLEY ST,25026595,BUSINESS CHECK,2025-04-16
04/15/2025 15:25,90 Garden Dr: @MANCHESTER GARDENS #90,25026596,CHECK CONDITION OF SUBJECT,2025-04-16
04/15/2025 15:28,405 Valley St: @MPD,25026597,ADMINISTRATIVE MISC,2025-04-16
04/15/2025 15:33,200 HANOVER ST: @HUGH GALLEN HIGH RISE,25026598,SPECIAL ATTENTION,2025-04-16
04/15/2025 15:39,Maple St / Howe St,25026599,ACCIDENT HIT AND RUN,2025-04-16
04/15/2025 15:48,S Willow St / Andrea Dr,25026600,TRAFFIC STOP,2025-04-16
