datetime,location,incident_number,details,retrieval_date
04/29/2025 00:14,Elm St / W Bridge St: @Bridge Street Bridge,25030506,TRAFFIC STOP,2025-04-30
04/29/2025 15:54,425 LAKE AVE: @LAKE AVE FOOD MART,25030695,BUSINESS CHECK,2025-04-30
04/29/2025 16:18,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25030702,CHECK CONDITION OF SUBJECT,2025-04-30
04/29/2025 16:14,95 Market St: @WADLEIGH STARR AND PETERS,25030701,SPECIAL ATTENTION,2025-04-30
04/29/2025 16:10,Granite St / Second St,25030700,CHECK SUBJECT,2025-04-30
04/29/2025 16:04,405 Valley St: @MPD,25030699,CHECK CONDITION OF SUBJECT,2025-04-30
04/29/2025 16:01,688 S Willow St: @CITIZENS BANK,25030698,UNWANTED SUBJECT,2025-04-30
04/29/2025 15:55,720 Cilley Rd,25030697,STOLEN MOTOR VEHICLE,2025-04-30
04/29/2025 15:54,S Maple St / S Willow St,25030696,CRIMINAL MISCHIEF,2025-04-30
04/29/2025 16:23,289 Granite St,25030704,ACCIDENT,2025-04-30
04/29/2025 15:43,210 EDDY RD: @MOBIL MART,25030694,BUSINESS CHECK,2025-04-30
04/29/2025 15:37,1360 Elm St,25030693,KIDS PROBLEM,2025-04-30
04/29/2025 15:32,405 Valley St: @MPD,25030692,ADMINISTRATIVE MISC,2025-04-30
04/29/2025 15:24,Front St / 293 N Off Ramp To Front St Exit 7,25030691,ACCIDENT,2025-04-30
04/29/2025 15:21,400 Stark Ln,25030690,ACCIDENT,2025-04-30
04/29/2025 15:19,1097 Elm St,25030689,THEFT,2025-04-30
04/29/2025 16:21,Cilley Rd / S Jewett St,25030703,ACCIDENT,2025-04-30
04/29/2025 16:30,Tower Hill St: @MFD COMM TOWER SITE,25030706,,2025-04-30
04/29/2025 14:42,377 S Willow St: @DMV (MANCHESTER COMMONS BLDG B),25030686,CHECK VEHICLE,2025-04-30
04/29/2025 16:45,125 BRIDGE ST: @PULASKI PARK,25030714,SPECIAL ATTENTION,2025-04-30
04/29/2025 17:02,3 Perimeter Rd,25030720,ALARM TAMPER,2025-04-30
04/29/2025 17:00,755 Elm St: @VETERAN'S PARK,25030719,CHECK SUBJECT,2025-04-30
04/29/2025 16:57,755 ELM ST: @VETERAN'S PARK,25030718,SPECIAL ATTENTION,2025-04-30
04/29/2025 16:54,411 Central St,25030717,THEFT,2025-04-30
04/29/2025 16:50,434 Union St: @ANGIES SHELTER,25030716,ASSAULT IN PROGRESS,2025-04-30
04/29/2025 16:50,Laurel St / Belmont St,25030715,TRAFFIC STOP,2025-04-30
04/29/2025 16:43,216 Maple St: @YANKEE LANES ENTERTAINMENT,25030713,OVERDOSE,2025-04-30
04/29/2025 16:30,405 Valley St: @MPD,25030705,THEFT,2025-04-30
04/29/2025 16:43,210 EDDY RD: @MOBIL MART,25030712,BUSINESS CHECK,2025-04-30
04/29/2025 16:41,501 UNION ST: @BRONSTEIN PARK,25030711,SPECIAL ATTENTION,2025-04-30
04/29/2025 16:39,443 CHESTNUT ST: @VICTORY PARK,25030710,SPECIAL ATTENTION,2025-04-30
04/29/2025 16:34,199 manchester st,25030709,SPECIAL ATTENTION,2025-04-30
04/29/2025 16:32,235 Myrtle St: @MT CARMEL HOME,25030708,MENTAL HEALTH ISSUE,2025-04-30
04/29/2025 16:31,679 Somerville St: @STATION 7 MFD,25030707,FOUND CHILD UNDER 12 YOA,2025-04-30
04/29/2025 14:48,32 Sheffield Rd,25030688,ANIMAL COMPLAINTS,2025-04-30
04/29/2025 14:41,235 Myrtle St: @MT CARMEL HOME,25030687,ABUSE,2025-04-30
04/29/2025 17:08,199 Manchester St: @FIT - FAMLIES IN TRANSITION,25030721,CHECK SUBJECT,2025-04-30
04/29/2025 12:50,DUBUQUE ST / PUTNAM ST,25030659,SPECIAL ATTENTION,2025-04-30
04/29/2025 13:23,2 Wall St: @MENTAL HEALTH CTR OF GREATER MANCHESTE,25030665,MENTAL HEALTH ISSUE,2025-04-30
04/29/2025 13:13,ELM ST / PEARL ST,25030664,HOTSPOT PATROL,2025-04-30
04/29/2025 13:08,250 MAMMOTH RD: @CVS 250 MAMMOTH RD,25030663,BUSINESS CHECK,2025-04-30
04/29/2025 12:58,310 Cartier St,25030662,CHECK CONDITION OF SUBJECT,2025-04-30
04/29/2025 12:57,450 Bridge St: @DERRYFIELD PARK,25030661,ACCIDENT,2025-04-30
04/29/2025 12:53,CHESTNUT ST / AMHERST ST,25030660,ACCIDENT HIT AND RUN,2025-04-30
04/29/2025 12:44,Merrimack St / Elm St,25030658,CHECK AREA FOR PROBLEM,2025-04-30
04/29/2025 13:28,370 Westwood Dr,25030666,CHECK AREA FOR PROBLEM,2025-04-30
04/29/2025 12:41,Hanover St / Union St,25030657,CHECK SUBJECT,2025-04-30
04/29/2025 12:37,BREMER ST / KIMBALL ST,25030655,SPECIAL ATTENTION,2025-04-30
04/29/2025 12:36,680 Bodwell Rd: @CRYSTAL LAKE,25030656,CHECK AREA FOR PROBLEM,2025-04-30
04/29/2025 12:31,"1061 Elm St: @ROI ENTERPRISES, INC",25030654,ADDED INFO TO PREVIOUS CASE,2025-04-30
04/29/2025 12:27,443 CHESTNUT ST: @VICTORY PARK,25030653,SPECIAL ATTENTION,2025-04-30
04/29/2025 12:27,1500 S WILLOW ST: @Mall of New Hampshire,25030652,HOTSPOT PATROL,2025-04-30
04/29/2025 13:27,1 Elliot Way: @ELLIOT HOSPITAL,25030667,DRUG ACTIVITY,2025-04-30
04/29/2025 13:31,29 Kosciuszko St: @APPLE THERAPY SERVICES,25030668,HOMELESS ISSUES,2025-04-30
04/29/2025 14:41,266 Bell St,25030685,THEFT,2025-04-30
04/29/2025 14:10,555 Elm St: @SNHU ARENA,25030678,CHECK AREA FOR PROBLEM,2025-04-30
04/29/2025 14:36,UNION ST / HANOVER ST,25030684,HOTSPOT PATROL,2025-04-30
04/29/2025 14:32,444 E Industrial Park Dr: @MARELD COMPANIES LLC,25030683,ASSIST OTHER AGENCY,2025-04-30
04/29/2025 14:31,Eddy Rd / Goffstown Rd: @Amoskeag Circle,25030682,TRAFFIC STOP,2025-04-30
04/29/2025 14:24,"1061 Elm St: @ROI ENTERPRISES, INC",25030681,UNWANTED SUBJECT,2025-04-30
04/29/2025 14:16,515 Lincoln St,25030680,MISSING JUVENILE,2025-04-30
04/29/2025 14:14,865 Second St: @NEW SEASON,25030679,ALARM BURGLARY,2025-04-30
04/29/2025 13:56,405 Valley St: @MPD,25030677,FOUND PROPERTY,2025-04-30
04/29/2025 13:35,200 S Jewett St: @SOUTHSIDE BIBLE CHURCH,25030669,ILLEGAL DUMPING,2025-04-30
04/29/2025 13:51,Dunbar St: @THE EDGE APARTMENTS,25030676,ACCIDENT WITH INJURY,2025-04-30
04/29/2025 13:50,405 Valley St: @MPD,25030675,ADMINISTRATIVE MISC,2025-04-30
04/29/2025 13:42,720 Hanover St,25030673,ACCIDENT,2025-04-30
04/29/2025 13:41,SECOND ST / 293 N OFF RAMP TO SECOND ST N,25030672,ACCIDENT WITH INJURY,2025-04-30
04/29/2025 13:41,Spring St / Elm St,25030671,CHECK SUBJECT,2025-04-30
