datetime,location,incident_number,details,retrieval_date
04/22/2025 00:00,RIMMON ST / MASON ST,25028374,UNAUTHORIZED USE OF MV,2025-04-23
04/22/2025 15:44,68 Elm St: @NH STATE LIQUOR STORE 10,25028602,HOMELESS ISSUES,2025-04-23
04/22/2025 16:17,BEECH ST / MERRILL ST,25028611,TRAFFIC STOP,2025-04-23
04/22/2025 16:09,1500 S WILLOW ST: @Mall of NH (Mall of New Hampshi,25028610,KIDS PROBLEM,2025-04-23
04/22/2025 16:08,BEECH ST / VALLEY ST,25028608,TRAFFIC STOP,2025-04-23
04/22/2025 16:02,500 Valley St: @DUNKIN DONUTS VALLEY ST,25028607,CHECK SUBJECT,2025-04-23
04/22/2025 15:48,1345 BODWELL RD: @TALL PINES #1345,25028605,MEDICAL PROBLEM,2025-04-23
04/22/2025 15:47,205 Whipple St,25028604,ADDED INFO TO PREVIOUS CASE,2025-04-23
04/22/2025 15:46,200 HANOVER ST: @HUGH GALLEN HIGH RISE,25028603,SPECIAL ATTENTION,2025-04-23
04/22/2025 15:44,216 ELM ST: @DUNKIN DONUTS ELM/VALLEY,25028601,BUSINESS CHECK,2025-04-23
04/22/2025 15:37,UNION ST / HAYWARD ST,25028599,TRAFFIC STOP,2025-04-23
04/22/2025 14:48,281 Cartier St: @HOLY FAMILY ACADEMY,25028589,FOUND PROPERTY,2025-04-23
04/22/2025 15:37,648 Maple St,25028600,CHECK AREA FOR PROBLEM,2025-04-23
04/22/2025 15:30,13500 S Willow St: @BEST WESTERN - S WILLOW,25028598,CHECK CONDITION OF SUBJECT,2025-04-23
04/22/2025 15:28,BEECH ST / SOMERVILLE ST,25028596,TRAFFIC STOP,2025-04-23
04/22/2025 15:27,330 Manchester St,25028597,UNWANTED SUBJECT,2025-04-23
04/22/2025 15:17,21 Front St: @HAMPTON INN,25028595,HANGUP CALL,2025-04-23
04/22/2025 15:00,276 Youville St,25028593,ACCIDENT,2025-04-23
04/22/2025 14:56,405 VALLEY ST: @MPD,25028592,WARRANT,2025-04-23
04/22/2025 14:56,Riverdale Ave / Dunbar St,25028591,BROADCAST MESSAGE,2025-04-23
04/22/2025 16:24,199 MANCHESTER ST: @FIT - FAMLIES IN TRANSITION,25028612,SPECIAL ATTENTION,2025-04-23
04/22/2025 16:26,199 MANCHESTER ST: @FIT - FAMLIES IN TRANSITION,25028613,SPECIAL ATTENTION,2025-04-23
04/22/2025 16:29,BEECH ST / HAYWARD ST,25028614,TRAFFIC STOP,2025-04-23
04/22/2025 16:36,456 UNION ST: @1269 CAFE,25028615,SPECIAL ATTENTION,2025-04-23
04/22/2025 17:03,703 Maple St,25028631,ADDED INFO TO PREVIOUS CASE,2025-04-23
04/22/2025 17:03,630 Mammoth Rd: @STATION 10 MFD,25028634,ANIMAL COMPLAINTS,2025-04-23
04/22/2025 17:01,755 ELM ST: @VETERAN'S PARK,25028629,SPECIAL ATTENTION,2025-04-23
04/22/2025 17:00,44 Bridge St: @MEMBERS FIRST CREDIT UNION  BRIDGE ,25028633,CUSTODY DISPUTE,2025-04-23
04/22/2025 16:58,44 BRIDGE ST: @MEMBERS FIRST CREDIT UNION  BRIDGE ,25028628,CUSTODY DISPUTE,2025-04-23
04/22/2025 16:55,535 Beech St: @CENTRAL HIGH SCHOOL,25028627,CHECK AREA FOR PROBLEM,2025-04-23
04/22/2025 16:54,BEECH ST / VALLEY ST,25028625,TRAFFIC STOP,2025-04-23
04/22/2025 16:53,25 VINE ST: @VICTORY PARKING GARAGE,25028624,SPECIAL ATTENTION,2025-04-23
04/22/2025 16:52,286 Merrimack St,25028626,ACCIDENT HIT AND RUN,2025-04-23
04/22/2025 16:49,425 LAKE AVE: @LAKE AVE FOOD MART,25028622,BUSINESS CHECK,2025-04-23
04/22/2025 16:47,100 Hanover St: @IGNITE,25028623,ACCIDENT HIT AND RUN,2025-04-23
04/22/2025 16:46,BEECH ST / BELL ST,25028621,TRAFFIC STOP,2025-04-23
04/22/2025 16:46,115 JOHN E DEVINE DR: @MANCHESTER HARLEY DAVIDSON,25028619,BUSINESS CHECK,2025-04-23
04/22/2025 16:43,443 CHESTNUT ST: @VICTORY PARK,25028618,SPECIAL ATTENTION,2025-04-23
04/22/2025 16:42,165 John E Devine Dr: @GOODWILL,25028620,ACCIDENT HIT AND RUN,2025-04-23
04/22/2025 16:40,264 MASON ST: @ROCK RIMMON PARK,25028617,SPECIAL ATTENTION,2025-04-23
04/22/2025 16:38,Granite St / S Commercial St,25028616,ACCIDENT,2025-04-23
04/22/2025 14:55,VALLEY ST / UNION ST,25028590,TRAFFIC STOP,2025-04-23
04/22/2025 14:48,712 VALLEY ST: @LUIGIS PIZZA,25028588,ACCIDENT,2025-04-23
04/22/2025 17:08,BEECH ST / HARVARD ST,25028635,TRAFFIC STOP,2025-04-23
04/22/2025 12:55,460 ELM ST: @MARKET BASKET,25028557,LOST PROPERTY,2025-04-23
04/22/2025 13:12,199 MANCHESTER ST: @FIT - FAMLIES IN TRANSITION,25028565,SPECIAL ATTENTION,2025-04-23
04/22/2025 13:09,755 Elm St: @VETERAN'S PARK,25028564,CHECK SUBJECT,2025-04-23
04/22/2025 13:08,HAMPTON INN FRONT STREET,25028563,BUSINESS CHECK,2025-04-23
04/22/2025 13:06,889 Elm St: @mocha pot,25028562,UNWANTED SUBJECT,2025-04-23
