datetime,location,incident_number,details,retrieval_date
03/01/2025 00:02,Maple St / Harrison St,25014802,ACCIDENT,2025-03-02
03/01/2025 14:57,186 Maple St,25014957,ACCIDENT HIT AND RUN,2025-03-02
03/01/2025 13:51,575 Candia Rd: @Saint Pius X Parish,25014946,FOUND PROPERTY,2025-03-02
03/01/2025 13:51,Maple St / Valley St,25014945,TRAFFIC STOP,2025-03-02
03/01/2025 13:53,545 Hooksett Rd: @ConvenientMD (NORTH END SHOPS),25014947,ALARM BURGLARY,2025-03-02
03/01/2025 14:10,222 Massabesic St,25014949,PARKING COMPLAINT,2025-03-02
03/01/2025 14:11,Pearl St / Russell St,25014948,TRAFFIC STOP,2025-03-02
03/01/2025 14:18,700 Elm St: @DOUBLETREE HOTEL,25014950,HANGUP CALL,2025-03-02
03/01/2025 14:20,706 Somerville St: @Gosselins Superette,25014951,ADDED INFO TO PREVIOUS CASE,2025-03-02
03/01/2025 14:26,191 Village Circle Way: @COUNTRYSIDE VILLAGE #191,25014952,ANIMAL COMPLAINTS,2025-03-02
03/01/2025 14:30,N Commercial St / Dow St,25014953,ACCIDENT,2025-03-02
03/01/2025 14:40,1741 S Willow St: @BARNES & NOBLE,25014954,ACCIDENT,2025-03-02
03/01/2025 14:47,55 Edmond St: @SHILOH CHRISTIAN CHURCH,25014955,CHECK AREA FOR PROBLEM,2025-03-02
03/01/2025 15:03,51 Kimball St,25014958,CHECK CONDITION OF SUBJECT,2025-03-02
03/01/2025 13:35,253 Stonington Dr,25014944,CHECK AREA FOR PROBLEM,2025-03-02
03/01/2025 15:37,39 beech st,25014960,HOMELESS ISSUES,2025-03-02
03/01/2025 15:37,Granite St / S Main St: @GRANITE SQUARE,25014961,CHECK AREA FOR PROBLEM,2025-03-02
03/01/2025 15:45,225 Maple St,25014962,CHECK SUBJECT,2025-03-02
03/01/2025 15:46,549 Hevey St,25014963,THEFT,2025-03-02
03/01/2025 15:51,Pine St / Manchester St,25014964,WARRANT,2025-03-02
03/01/2025 16:01,801 Elm St,25014966,ALARM BURGLARY,2025-03-02
03/01/2025 16:03,425 LAKE AVE: @LAKE AVE FOOD MART,25014965,BUSINESS CHECK,2025-03-02
03/01/2025 16:11,199 MANCHESTER ST,25014967,HOMELESS ISSUES,2025-03-02
03/01/2025 16:13,1056 River Rd: @YDC,25014968,SPECIAL ATTENTION,2025-03-02
03/01/2025 16:16,210 EDDY RD: @MOBIL MART,25014969,BUSINESS CHECK,2025-03-02
03/01/2025 16:16,100 Mcgregor St: @CATHOLIC MEDICAL CENTER,25014970,UNWANTED SUBJECT,2025-03-02
03/01/2025 13:37,KELLEY ST / JOLIETTE ST,25014943,ACCIDENT,2025-03-02
03/01/2025 13:26,559 Lincoln St,25014942,THEFT,2025-03-02
03/01/2025 00:11,LINCOLN ST / CEDAR ST,25014803,HOTSPOT PATROL,2025-03-02
03/01/2025 12:47,PINE ST / HANOVER ST,25014926,TRAFFIC STOP,2025-03-02
03/01/2025 11:42,143 Second St,25014916,CIVIL ISSUE,2025-03-02
03/01/2025 11:43,468 UNION ST: @LA ESQUINA DEL POLLO,25014915,TRAFFIC STOP,2025-03-02
03/01/2025 12:04,405 VALLEY ST: @MPD,25014918,MENTAL HEALTH ISSUE,2025-03-02
03/01/2025 12:12,1500 S Willow St: @Red Robin (Mall of New Hampshir,25014919,PARKING COMPLAINT,2025-03-02
03/01/2025 12:13,597 Chestnut St,25014920,UNWANTED SUBJECT,2025-03-02
03/01/2025 12:16,8 Walnut St,25014922,LANDLORD TENANT DISPUTE,2025-03-02
03/01/2025 12:19,226 Karatzas Ave: @STELLA ARMS APTS #226,25014921,CHECK AREA FOR PROBLEM,2025-03-02
03/01/2025 12:20,1361 Elm St: @NORTH END BISTRO (BEDFORD BLOCK),25014923,ALARM,2025-03-02
03/01/2025 12:21,8 Walnut St,25014924,ARGUMENT,2025-03-02
03/01/2025 12:28,Salmon St / Oak St,25014925,ACCIDENT WITH INJURY,2025-03-02
03/01/2025 12:47,68 Wellington Ter: @58-68,25014927,HANGUP CALL,2025-03-02
03/01/2025 12:50,456 Union St: @1269 CAFE,25014928,OVERDOSE,2025-03-02
03/01/2025 13:20,261 Union St,25014941,CHECK CONDITION OF SUBJECT,2025-03-02
03/01/2025 12:54,195 Bridge St: @BRIDGE ST HOTEL,25014931,STALKING ORDER VIOLATION,2025-03-02
03/01/2025 12:54,106 Second St,25014930,TRAFFIC STOP,2025-03-02
03/01/2025 12:56,78 Ashland St,25014933,ASSIST DCYF,2025-03-02
03/01/2025 12:57,2 Wall St: @MENTAL HEALTH CTR OF GREATER MANCHESTE,25014932,ALARM BURGLARY,2025-03-02
03/01/2025 13:01,741 Chestnut St,25014934,ALARM BURGLARY,2025-03-02
03/01/2025 13:02,155 Agnes St: @BIRON ST APTS #155,25014935,NEIGHBOR COMPLAINT,2025-03-02
03/01/2025 13:03,545 Hooksett Rd: @ConvenientMD (NORTH END SHOPS),25014936,ALARM BURGLARY,2025-03-02
03/01/2025 13:10,786 Elm St: @CHASE BANK,25014938,SEXUAL ASSAULT,2025-03-02
03/01/2025 13:10,136 Lowell St: @FAMILIES IN TRANSITION #136,25014937,UNWANTED SUBJECT,2025-03-02
03/01/2025 13:12,258 Mammoth Rd,25014939,KIDS PROBLEM,2025-03-02
03/01/2025 13:15,195 Bridge St,25014940,STALKING ORDER VIOLATION,2025-03-02
03/01/2025 16:18,786 Elm St: @CHASE BANK,25014972,SEXUAL ASSAULT,2025-03-02
03/01/2025 16:24,23 Bosse Ave,25014971,ALARM BURGLARY,2025-03-02
03/01/2025 16:28,92 Orange St: @3RD FL,25014976,,2025-03-02
03/01/2025 22:02,Hanover St / Union St,25015016,TRAFFIC STOP,2025-03-02
03/01/2025 20:23,84 Elm St: @PAUL'S CAR CARE,25015004,MENTAL HEALTH ISSUE,2025-03-02
03/01/2025 20:23,22 Eastman Ave Bedford Nh,25015003,ASSIST OTHER AGENCY,2025-03-02
03/01/2025 20:32,1 Elliot Way: @ELLIOT HOSPITAL,25015005,CHECK SUBJECT,2025-03-02
03/01/2025 20:42,355 Brown Ave,25015006,SEXUAL ASSAULT,2025-03-02
03/01/2025 20:44,1153 HANOVER ST: @LOCKRIDGE ANIMAL HOSPITAL,25015007,ACCIDENT,2025-03-02
03/01/2025 20:46,Lake Ave / Union St,25015008,TRAFFIC STOP,2025-03-02
03/01/2025 21:00,31 Hillcrest Ave: @2ND FLOOR,25015009,UNWANTED SUBJECT,2025-03-02
03/01/2025 21:17,Beech St / Central St,25015010,TRAFFIC STOP,2025-03-02
03/01/2025 21:21,Fourth St / School St,25015011,CHECK VEHICLE,2025-03-02
03/01/2025 21:42,Elm St / Old Granite St,25015014,TRAFFIC STOP,2025-03-02
03/01/2025 22:02,201 John E Devine Dr: @HANNAFORD JOHN E DEVINE DR,25015015,CHECK SUBJECT,2025-03-02
03/01/2025 22:24,103 Hartt Ave,25015017,WANTED PERSON CHECK,2025-03-02
03/01/2025 16:35,390 Ray St,25014973,ALARM BURGLARY,2025-03-02
03/01/2025 22:29,99 EDDY RD: @PLANET FITNESS EDDY RD,25015018,SPECIAL ATTENTION,2025-03-02
03/01/2025 22:30,336 Lake Ave: @LAKE AVE #336,25015019,ACCIDENT HIT AND RUN,2025-03-02
03/01/2025 22:40,142 Cartier St,25015021,ANIMAL COMPLAINTS,2025-03-02
03/01/2025 22:41,7 Constant St,25015020,BURGLARY ATTEMPT,2025-03-02
03/01/2025 22:43,140 Cartier St,25015024,CHECK CONDITION OF SUBJECT,2025-03-02
03/01/2025 22:45,460 Elm St: @MARKET BASKET,25015022,TRAFFIC STOP,2025-03-02
03/01/2025 22:45,581 Second St: @DOLLAR TREE SECOND ST (APPLEGATE M,25015023,ALARM BURGLARY,2025-03-02
03/01/2025 22:55,80 Pepsi Rd: @GRAYBAR ELECTRIC,25015025,ALARM BURGLARY,2025-03-02
03/01/2025 23:11,1415 Elm St: @GRANITE STATE CREDIT UNION,25015026,CHECK VEHICLE,2025-03-02
03/01/2025 23:20,478 Hevey St,25015027,SHOOTING,2025-03-02
03/01/2025 23:38,617 Cohas Ave,25015028,ALARM BURGLARY,2025-03-02
03/01/2025 20:18,1289 Elm St,25015001,CHECK SUBJECT,2025-03-02
03/01/2025 20:17,322 Cedar St: @2ND FL,25015002,MISSING PERSON,2025-03-02
03/01/2025 20:14,25015000,,,2025-03-02
03/01/2025 19:53,175 Chestnut St: @KALIVAS HI RISE,25014999,TRESPASSING,2025-03-02
03/01/2025 16:37,210 EDDY RD: @MOBIL MART,25014974,BUSINESS CHECK,2025-03-02
03/01/2025 16:40,1500 S Willow St: @FOOD COURT,25014975,CHECK SUBJECT,2025-03-02
03/01/2025 16:42,66 Salmon St: @TEMPLE ISRAEL,25014977,ALARM BURGLARY,2025-03-02
03/01/2025 16:45,Merrimack St / Lincoln St,25014978,TRAFFIC STOP,2025-03-02
03/01/2025 16:50,1111 S Willow St: @ALDIS (1111 S WILLOW ST SHOPPIN,25014979,LOST PROPERTY,2025-03-02
03/01/2025 16:57,75 Parkside Ave: @PARKSIDE MIDDLE SCHOOL,25014980,ALARM BURGLARY,2025-03-02
03/01/2025 17:01,35 W Brook St: @RECORDS FORCE,25014981,ALARM BURGLARY,2025-03-02
03/01/2025 17:16,430 YOUVILLE ST: @CULLEROT PARK,25014983,SPECIAL ATTENTION,2025-03-02
03/01/2025 17:19,153 Union St,25014984,DISORDERLY CONDUCT IN PROGRESS,2025-03-02
03/01/2025 17:30,50 Commercial St: @THE FOUNDRY (GATEWAY BLDG 1),25014985,CHECK CONDITION OF SUBJECT,2025-03-02
03/01/2025 17:48,3 Electric St: @WEST SIDE ICE ARENA,25014986,UNWANTED SUBJECT,2025-03-02
03/01/2025 18:01,1500 S Willow St: @Macy's (Mall of New Hampshire),25014987,INTOXICATED PERSON,2025-03-02
03/01/2025 18:05,Union St / Myrtle St,25014988,TRAFFIC STOP,2025-03-02
03/01/2025 18:16,2500 River Rd: @SNHU ATHLETIC COMPLEX (SNHU),25014991,CHECK CONDITION OF SUBJECT,2025-03-02
03/01/2025 18:19,199 Tarrytown Rd,25014989,ASSAULT,2025-03-02
03/01/2025 18:19,550 River Rd,25014990,DISABLED MOTOR VEHICLE,2025-03-02
03/01/2025 18:29,Willow St / Hayward St,25014992,TRAFFIC STOP,2025-03-02
03/01/2025 18:30,394 Second St,25014993,,2025-03-02
03/01/2025 18:49,CONANT ST / DUBUQUE ST,25014994,HOTSPOT PATROL,2025-03-02
03/01/2025 18:52,200 Bedford St: @SEE SCIENCE CENTER (MILL #3),25014996,TRESPASSING,2025-03-02
03/01/2025 18:54,116 March Ave: @TJ MAXX,25014995,CHECK CONDITION OF SUBJECT,2025-03-02
03/01/2025 18:58,122 Eastern Ave: @DEERHAVEN PRESERVE #122,25014997,ADMINISTRATIVE MISC,2025-03-02
03/01/2025 19:22,200 Hanover St: @HUGH GALLEN HIGH RISE,25014998,,2025-03-02
03/01/2025 11:41,179 Beech St,25014917,ACCIDENT HIT AND RUN,2025-03-02
03/01/2025 11:34,293 N 101 W On Ramp From S Willow St / S Willow St,25014913,CHECK SUBJECT,2025-03-02
03/01/2025 11:33,1 Line Dr: @NORTHEAST DELTA DENTAL STADIUM,25014914,TRESPASSING,2025-03-02
03/01/2025 02:32,1181 Goffstown Rd,25014843,DISABLED MOTOR VEHICLE,2025-03-02
03/01/2025 02:04,Hooksett Rd / Maple St,25014832,TRAFFIC STOP,2025-03-02
03/01/2025 02:05,708 Second St: @KERNER'S CAR WASH,25014833,TRAFFIC STOP,2025-03-02
03/01/2025 02:12,50 Old Granite St: @THE GOAT BAR & GRILL,25014835,CHECK AREA FOR PROBLEM,2025-03-02
03/01/2025 02:15,Pine St / Bridge St,25014840,OVERDOSE,2025-03-02
03/01/2025 02:15,363 Chestnut St: @LA ESQUINA,25014834,ASSAULT,2025-03-02
03/01/2025 02:16,Wilkins St / Warner St,25014836,TRAFFIC STOP,2025-03-02
03/01/2025 02:16,708 Second St: @KERNER'S CAR WASH,25014837,TRAFFIC STOP,2025-03-02
03/01/2025 02:19,581 Second St: @DOLLAR TREE SECOND ST (APPLEGATE M,25014839,ALARM BURGLARY,2025-03-02
03/01/2025 02:19,Fourth St / Walker St,25014838,TRAFFIC STOP,2025-03-02
03/01/2025 02:24,700 Elm St: @DOUBLETREE HOTEL,25014841,CHECK CONDITION OF SUBJECT,2025-03-02
03/01/2025 02:28,305 Massabesic St: @Tad LLC,25014842,ALARM BURGLARY,2025-03-02
03/01/2025 02:33,363 Chestnut St: @LA ESQUINA,25014844,ASSAULT,2025-03-02
03/01/2025 06:21,975 ELM ST,25014858,HOMELESS ISSUES,2025-03-02
03/01/2025 02:59,John E Devine Dr / S Willow St,25014845,TRAFFIC STOP,2025-03-02
03/01/2025 03:04,100 Mcgregor St: @CATHOLIC MEDICAL CENTER,25014847,FOUND PROPERTY,2025-03-02
03/01/2025 03:08,85 S Main St: @7-ELEVEN S MAIN ST,25014848,UNWANTED SUBJECT,2025-03-02
03/01/2025 03:13,61 Canal St: @JEWEL (L&M MANSION),25014849,MUSIC COMPLAINT,2025-03-02
03/01/2025 03:39,100 Eddy Rd: @DUNKIN DONUTS 100 EDDY RD,25014850,CHECK AREA FOR PROBLEM,2025-03-02
03/01/2025 03:43,S WILLOW ST / 293 N 101 W ON RAMP FROM S WILLOW ST,25014851,ACCIDENT HIT AND RUN,2025-03-02
03/01/2025 03:59,515 S WILLOW ST: @Uhaul 515 S Willow St,25014852,CRIMINAL MISCHIEF,2025-03-02
03/01/2025 04:28,411 BEECH ST: @MPAL,25014853,K9 TRAINING,2025-03-02
03/01/2025 05:36,267 CARTIER ST,25014854,CHECK AREA FOR PROBLEM,2025-03-02
03/01/2025 05:56,460 Elm St: @MARKET BASKET,25014855,ALARM BURGLARY,2025-03-02
03/01/2025 05:58,55 S Main St: @BURNS HI RISE,25014856,HOMELESS ISSUES,2025-03-02
03/01/2025 02:01,0 Granite St Bridge,25014831,TRAFFIC STOP,2025-03-02
03/01/2025 01:54,Roycroft,25014830,SPECIAL ATTENTION,2025-03-02
03/01/2025 01:51,50 Commercial St: @THE FOUNDRY,25014829,CHECK CONDITION OF SUBJECT,2025-03-02
03/01/2025 01:46,Maple St / Amherst St,25014828,TRAFFIC STOP,2025-03-02
03/01/2025 00:20,Manchester St / Lincoln St,25014804,TRAFFIC STOP,2025-03-02
03/01/2025 00:30,Chestnut St / Pearl St,25014805,TRAFFIC STOP,2025-03-02
03/01/2025 00:30,Bridge St / Beech St,25014806,TRAFFIC STOP,2025-03-02
03/01/2025 00:35,0 Granite St Bridge,25014808,TRAFFIC STOP,2025-03-02
03/01/2025 00:37,Ash St / Lowell St,25014809,TRAFFIC STOP,2025-03-02
03/01/2025 00:40,Candia Rd / 93 N Exit 6 Northbound Connector,25014810,BROADCAST MESSAGE,2025-03-02
03/01/2025 00:55,96 Laurel St,25014812,THEFT,2025-03-02
03/01/2025 00:56,18 Lake Ave: @SHOPPERS PUB AND EATERY,25014811,SPECIAL ATTENTION,2025-03-02
03/01/2025 01:04,Downtown,25014813,SPECIAL ATTENTION,2025-03-02
03/01/2025 01:06,Chestnut St / Amherst St,25014814,TRAFFIC STOP,2025-03-02
03/01/2025 01:07,Elm St / Brown Ave,25014815,TRAFFIC STOP,2025-03-02
03/01/2025 01:08,3 Blackberry Way,25014817,,2025-03-02
03/01/2025 01:10,Merrimack St / Elm St,25014816,CHECK SUBJECT,2025-03-02
03/01/2025 01:20,Bell St / Hall St,25014820,NOISE COMPLAINT,2025-03-02
03/01/2025 01:20,BOWMAN ST / MILFORD ST,25014818,TRAFFIC STOP,2025-03-02
03/01/2025 01:21,234 Green St,25014819,PARKING COMPLAINT,2025-03-02
