datetime,location,incident_number,details,retrieval_date
03/21/2025 00:03,Union St / Concord St,25020104,TRAFFIC STOP,2025-03-22
03/21/2025 14:53,W NORTH ST / ELM ST,25020263,DISABLED MOTOR VEHICLE,2025-03-22
03/21/2025 15:14,149 Orange St,25020266,HOMELESS ISSUES,2025-03-22
03/21/2025 15:24,288 S Main St,25020267,CIVIL ISSUE,2025-03-22
03/21/2025 15:34,50 EDWARD J ROY DR,25020268,CHECK CONDITION OF SUBJECT,2025-03-22
03/21/2025 15:39,1056 River Rd: @YDC,25020269,SPECIAL ATTENTION,2025-03-22
03/21/2025 15:44,2020 Goffs Falls Rd: @MANCHESTER CHILD DEVELOPMENT,25020270,ANIMAL COMPLAINTS,2025-03-22
03/21/2025 15:44,1044 Holt Ave,25020271,SUSPICIOUS ACTIVITY,2025-03-22
03/21/2025 15:55,334 Amherst St: @334 AMHERST ST,25020273,ARGUMENT,2025-03-22
03/21/2025 15:56,769 S Main St: @NEUROLOGY ASSO.OF SOUTHERN NH,25020272,HANGUP CALL,2025-03-22
03/21/2025 15:59,Union St / Central St,25020274,ACCIDENT,2025-03-22
03/21/2025 16:07,1580 S Willow St: @LONGHORN RESTAURANT,25020275,ACCIDENT HIT AND RUN,2025-03-22
03/21/2025 16:08,461 Maple St: @461 MAPLE ST,25020276,UNWANTED SUBJECT,2025-03-22
03/21/2025 16:12,PUTNAM ST / DUBUQUE ST,25020278,SPECIAL ATTENTION,2025-03-22
03/21/2025 16:15,210 EDDY RD: @MOBIL MART,25020277,BUSINESS CHECK,2025-03-22
03/21/2025 16:16,405 Valley St: @MPD,25020279,HARRASSMENT,2025-03-22
03/21/2025 16:21,460 Elm St: @MARKET BASKET,25020280,ACCIDENT HIT AND RUN,2025-03-22
03/21/2025 16:24,443 CHESTNUT ST: @VICTORY PARK,25020281,SPECIAL ATTENTION,2025-03-22
03/21/2025 16:27,Candia Rd / E Industrial Park Dr,25020282,ROAD RAGE,2025-03-22
03/21/2025 16:31,1500 S Willow St: @Mall of NH (Mall of New Hampshi,25020283,SUSPICIOUS ACTIVITY,2025-03-22
03/21/2025 16:35,1051 S Willow St: @DSW (MANCHESTER RUN),25020284,TRESPASSING,2025-03-22
03/21/2025 16:56,ELM ST / KIDDER ST,25020285,DISABLED MOTOR VEHICLE,2025-03-22
03/21/2025 17:02,Union St / Brook St,25020286,TRAFFIC STOP,2025-03-22
03/21/2025 17:15,39 Beech St: @Beech St Shelter,25020287,CHECK CONDITION OF SUBJECT,2025-03-22
03/21/2025 17:16,1 Allard Dr: @SANFORD TEMPERATURE CONTROL,25020288,ALARM BURGLARY,2025-03-22
03/21/2025 17:16,200 HANOVER ST: @HUGH GALLEN HIGH RISE,25020289,KNOCK AND TALK,2025-03-22
03/21/2025 17:18,BELMONT ST / SAGAMORE ST,25020290,SPECIAL ATTENTION,2025-03-22
03/21/2025 17:21,151 Faith Ln,25020291,CHECK VEHICLE,2025-03-22
03/21/2025 17:25,Pearl St / Ash St,25020292,TRAFFIC STOP,2025-03-22
03/21/2025 14:58,320 S Porter St,25020264,MEDICAL PROBLEM,2025-03-22
03/21/2025 14:19,Coolidge Ave / Fieldcrest Rd,25020262,ACCIDENT HIT AND RUN,2025-03-22
03/21/2025 17:38,2297 Brown Ave: @DUNKIN DONUTS,25020294,WANTED PERSON CHECK,2025-03-22
03/21/2025 14:12,9 Notre Dame Ave: @WEST HIGH SCHOOL,25020261,CHECK CONDITION OF SUBJECT,2025-03-22
03/21/2025 12:00,445 Willow St: @VALLEY STREET JAIL,25020233,WAGON TRANSPORT,2025-03-22
03/21/2025 12:17,Ferry St / Third St,25020234,TRAFFIC STOP,2025-03-22
03/21/2025 12:20,955 Second Street,25020235,,2025-03-22
03/21/2025 12:41,Beech St Valley Str,25020237,,2025-03-22
03/21/2025 12:41,Beech St / Valley St,25020236,ACCIDENT,2025-03-22
03/21/2025 12:53,406 Hanover St,25020243,CIVIL STANDBY,2025-03-22
03/21/2025 12:55,87 HANOVER STREET,25020238,UNWANTED SUBJECT,2025-03-22
03/21/2025 13:03,219 Tarrytown Rd,25020240,ALARM,2025-03-22
03/21/2025 13:04,1 Crusader Way: @MEMORIAL HIGH SCHOOL,25020239,CRIMINAL THREATENING,2025-03-22
03/21/2025 13:07,192 Se,25020241,,2025-03-22
03/21/2025 13:14,2 Wall St,25020242,MENTAL HEALTH ISSUE,2025-03-22
03/21/2025 13:16,405 Valley St,25020244,WARRANT,2025-03-22
03/21/2025 13:23,234 S Wilson St,25020245,ABUSE,2025-03-22
03/21/2025 13:28,DEXTER/MONTGOMERY STREETS,25020246,SPECIAL ATTENTION,2025-03-22
03/21/2025 13:31,262 Conant St,25020248,ASSIST OTHER AGENCY,2025-03-22
03/21/2025 13:32,Montgomery St / Goffstown Rd,25020247,TRAFFIC STOP,2025-03-22
03/21/2025 13:42,278 Union St,25020250,CHECK CONDITION OF SUBJECT,2025-03-22
03/21/2025 13:47,170 Cleveland St,25020251,ABUSE,2025-03-22
03/21/2025 13:47,55 Merrow St,25020253,NEIGHBOR COMPLAINT,2025-03-22
03/21/2025 13:52,535 Beech St: @CENTRAL HIGH SCHOOL,25020252,CHECK SUBJECT,2025-03-22
03/21/2025 13:54,39 Beech St: @Beech St Shelter,25020254,UNWANTED SUBJECT,2025-03-22
03/21/2025 13:57,32 Quincy St,25020256,CHECK SECURITY OF BUILDING,2025-03-22
03/21/2025 14:00,200 Zachary Rd: @EASTER SEALS ZACHARY RD,25020255,CHECK AREA FOR PROBLEM,2025-03-22
03/21/2025 14:02,PUTNAM ST / MCGREGOR ST,25020260,ACCIDENT,2025-03-22
03/21/2025 14:03,50 Old Granite St: @THE GOAT BAR & GRILL,25020257,TRAFFIC STOP,2025-03-22
03/21/2025 14:05,Concord St / Pine St,25020259,ACCIDENT HIT AND RUN,2025-03-22
03/21/2025 14:05,Pine St / Valley St,25020258,TRAFFIC STOP,2025-03-22
03/21/2025 17:30,254 Auburn St,25020293,FRAUD,2025-03-22
03/21/2025 17:44,177 E Industrial Park Dr,25020296,CHECK SECURITY OF BUILDING,2025-03-22
03/21/2025 11:37,2391 BROWN AVE: @ALLTOWN MOBILE,25020231,BUSINESS CHECK,2025-03-22
03/21/2025 20:27,326 Amherst St: @AMHERST ST APTS,25020327,FRAUD,2025-03-22
03/21/2025 20:45,550 Elm St: @STUDIO 550 ARTS CENTER,25020329,CHECK CONDITION OF SUBJECT,2025-03-22
03/21/2025 20:49,321 Youville St,25020330,KIDS PROBLEM,2025-03-22
03/21/2025 20:57,Cedar St / Wilson St,25020331,TRAFFIC STOP,2025-03-22
03/21/2025 21:03,877 Mammoth Rd,25020332,MEDICAL PROBLEM,2025-03-22
03/21/2025 21:05,Beech St / Silver St,25020333,TRAFFIC STOP,2025-03-22
03/21/2025 21:05,947 ELM ST: @BUNNY'S CONVENIENCE,25020334,CHECK CONDITION OF SUBJECT,2025-03-22
03/21/2025 21:20,Kelley St / Upland St,25020335,ACCIDENT,2025-03-22
03/21/2025 21:28,715 Lake Ave,25020337,MEDICAL PROBLEM,2025-03-22
03/21/2025 21:29,Hanover St / Beacon St,25020336,TRAFFIC STOP,2025-03-22
03/21/2025 21:46,95 W Clarke St: @COLONIAL VILLAGE #95,25020339,CHECK CONDITION OF SUBJECT,2025-03-22
03/21/2025 21:54,1500 S Willow St: @Macy's (Mall of New Hampshire),25020341,CHECK AREA FOR PROBLEM,2025-03-22
03/21/2025 21:55,1279 S Willow St: @FILOTIMO CASINO,25020340,ACCIDENT,2025-03-22
03/21/2025 22:03,373 Bartlett St,25020342,NOISE COMPLAINT,2025-03-22
03/21/2025 22:17,39 Wyoming Ave,25020343,MISSING JUVENILE,2025-03-22
03/21/2025 22:39,42 Massabesic St,25020344,MISSING PERSON,2025-03-22
03/21/2025 22:52,782 S Willow St: @RAISING CANES,25020345,KIDS PROBLEM,2025-03-22
03/21/2025 23:02,54 Jobin Dr,25020346,CHECK AREA FOR PROBLEM,2025-03-22
03/21/2025 23:04,811 Mammoth Rd,25020347,LOCKOUTS,2025-03-22
03/21/2025 23:06,80 Sullivan St,25020348,CHECK AREA FOR PROBLEM,2025-03-22
03/21/2025 23:14,22 Brook St: @LEDGEWOOD PROPERTIES,25020350,INVOLUNTARY EMERG. ADMISSION,2025-03-22
03/21/2025 23:15,22 Brook St: @LEDGEWOOD PROPERTIES,25020349,INVOLUNTARY EMERG. ADMISSION,2025-03-22
03/21/2025 23:23,488 Clay St,25020352,FRAUD,2025-03-22
03/21/2025 23:29,85 Mcgregor St: @CMC PARKING GARAGE,25020351,MEDICAL PROBLEM,2025-03-22
03/21/2025 23:31,39 Jobin Dr,25020353,KIDS PROBLEM,2025-03-22
03/21/2025 23:35,242 BEECH ST: @7-ELEVEN VALLEY ST,25020354,BUSINESS CHECK,2025-03-22
03/21/2025 23:55,Elm St / Grove St,25020357,TRAFFIC STOP,2025-03-22
03/21/2025 23:55,Elm St / Grove St,25020358,TRAFFIC STOP,2025-03-22
