datetime,location,incident_number,details,retrieval_date
03/16/2025 00:02,1 Elliot Way: @ELLIOT HOSPITAL,25018843,UNWANTED SUBJECT,2025-03-17
03/16/2025 15:02,442 Laurel St,25018981,ASSIST OTHER AGENCY,2025-03-17
03/16/2025 15:28,39 BEECH ST: @Beech St Shelter,25018984,SPECIAL ATTENTION,2025-03-17
03/16/2025 15:44,363 CHESTNUT ST: @LA ESQUINA,25018985,THEFT,2025-03-17
03/16/2025 15:46,199 manchester st,25018989,SPECIAL ATTENTION,2025-03-17
03/16/2025 15:47,CONANT ST / DUBUQUE ST,25018986,HOTSPOT PATROL,2025-03-17
03/16/2025 15:57,445 Willow St: @VALLEY STREET JAIL,25018987,WAGON TRANSPORT,2025-03-17
03/16/2025 15:58,655 S Willow St: @PRIME STORAGE (THE SHOPPES AT S ,25018988,CHECK AREA FOR PROBLEM,2025-03-17
03/16/2025 16:01,SECOND ST,25018990,SPECIAL ATTENTION,2025-03-17
03/16/2025 16:08,Brook St / Pine St,25018991,ACCIDENT WITH INJURY,2025-03-17
03/16/2025 16:09,225 Amory St,25018992,BROADCAST MESSAGE,2025-03-17
03/16/2025 16:14,425 LAKE AVE: @LAKE AVE FOOD MART,25018993,BUSINESS CHECK,2025-03-17
03/16/2025 16:18,199 manchester st,25018994,SPECIAL ATTENTION,2025-03-17
03/16/2025 16:18,Eddy Rd / Goffstown Rd: @Amoskeag Circle,25018995,TRAFFIC STOP,2025-03-17
03/16/2025 16:29,443 CHESTNUT ST: @VICTORY PARK,25018996,SPECIAL ATTENTION,2025-03-17
03/16/2025 16:30,40 Elmwood Ave,25018997,CHECK AREA FOR PROBLEM,2025-03-17
03/16/2025 16:31,Conant St / West St,25018999,CHECK AREA FOR PROBLEM,2025-03-17
03/16/2025 16:32,926 S WILLOW ST: @CHIPOTLE MEXICAN RESTAURANT,25018998,BUSINESS CHECK,2025-03-17
03/16/2025 16:33,365 Lincoln St: @PRICE RITE,25019000,CHECK SUBJECT,2025-03-17
03/16/2025 16:33,365 Lincoln St: @PRICE RITE,25019001,CHECK SUBJECT,2025-03-17
03/16/2025 16:35,603 Auburn St,25019002,CHECK AREA FOR PROBLEM,2025-03-17
03/16/2025 16:37,1037 Elm St: @MARGARITAS,25019003,ASSAULT,2025-03-17
03/16/2025 16:40,264 Mason St: @ROCK RIMMON PARK,25019004,KIDS PROBLEM,2025-03-17
03/16/2025 16:44,39 Beech St: @Beech St Shelter,25019005,TREE DOWN,2025-03-17
03/16/2025 16:52,1087 Elm St,25019006,CHECK SUBJECT,2025-03-17
03/16/2025 15:09,456 Union St: @1269 CAFE,25018982,UNWANTED SUBJECT,2025-03-17
03/16/2025 14:56,15 Lowell St,25018980,CHECK CONDITION OF SUBJECT,2025-03-17
03/16/2025 17:00,341 Kimball St,25019008,CHECK CONDITION OF SUBJECT,2025-03-17
03/16/2025 14:47,172 Spruce St,25018979,THEFT,2025-03-17
03/16/2025 12:14,889 Elm St,25018954,CHECK SUBJECT,2025-03-17
03/16/2025 12:19,1500 S Willow St: @Tilly's (Mall of New Hampshire),25018955,THEFT,2025-03-17
03/16/2025 12:34,Chestnut St / Orange St,25018956,ASSAULT,2025-03-17
03/16/2025 12:39,70 BEECH HILL DR,25018958,HANGUP CALL,2025-03-17
03/16/2025 12:40,100 W Clarke St: @COLONIAL VILLAGE #100,25018957,ASSAULT,2025-03-17
03/16/2025 12:44,557 Maple St: @7-ELEVEN,25018959,UNWANTED SUBJECT,2025-03-17
03/16/2025 12:47,Monadnock Ln / Union St,25018960,SUSPICIOUS ACTIVITY,2025-03-17
03/16/2025 12:50,39 Beech St: @Beech St Shelter,25018961,UNWANTED SUBJECT,2025-03-17
03/16/2025 13:10,363 Central St,25018962,SUSPICIOUS ACTIVITY,2025-03-17
03/16/2025 13:16,341 Central St,25018964,ADDED INFO TO PREVIOUS CASE,2025-03-17
03/16/2025 13:25,89 Huntington Ave,25018965,KIDS PROBLEM,2025-03-17
03/16/2025 13:36,1160 Somerville St,25018966,CRIMINAL MISCHIEF,2025-03-17
