datetime,location,incident_number,details,retrieval_date
03/27/2025 00:00,Hanover St / Beech St,25021600,TRAFFIC STOP,2025-03-28
03/27/2025 14:33,MAPLE ST / AUBURN ST,25021823,TRAFFIC STOP,2025-03-28
03/27/2025 15:01,700 Huse Rd: @COURTYARD BY MARRIOTT,25021832,CHECK CONDITION OF SUBJECT,2025-03-28
03/27/2025 14:58,2287 Brown Ave,25021830,BROADCAST MESSAGE,2025-03-28
03/27/2025 14:44,Douglas St / Main St,25021829,ACCIDENT,2025-03-28
03/27/2025 14:44,Main St / Douglas St,25021828,ACCIDENT UNKNOWN INJURY,2025-03-28
03/27/2025 14:39,759 Cohas Ave,25021827,ARGUMENT,2025-03-28
03/27/2025 14:37,759 COHAS AVE,25021826,DISORDERLY CONDUCT,2025-03-28
03/27/2025 14:36,Hanover St / Pine St,25021825,CRIMINAL MISCHIEF,2025-03-28
03/27/2025 14:33,535 Beech St: @CENTRAL HIGH SCHOOL,25021824,CHECK CONDITION OF SUBJECT,2025-03-28
03/27/2025 14:20,S Main St / W Hancock St,25021821,CHECK SUBJECT,2025-03-28
03/27/2025 11:48,Bradley St / Sentinel Ct,25021769,TRAFFIC STOP,2025-03-28
03/27/2025 14:19,831 Union St,25021822,ACCIDENT,2025-03-28
03/27/2025 14:11,Cohas Ave / S Mammoth Rd,25021819,ANIMAL COMPLAINTS,2025-03-28
03/27/2025 14:11,20 W River Dr: @COLONIAL VILLAGE #20,25021820,ARGUMENT,2025-03-28
03/27/2025 14:09,BRIDGE ST / UNION ST,25021817,TRAFFIC STOP,2025-03-28
03/27/2025 14:09,70 W River Dr: @COLONIAL VILLAGE #70,25021816,CHECK SUBJECT,2025-03-28
03/27/2025 14:08,VALLEY ST / BEECH ST,25021815,TRAFFIC STOP,2025-03-28
03/27/2025 14:07,100 Cahill Ave: @LESLIE POOL (CAHILL BUSINESS CENT,25021818,EXPOSURE,2025-03-28
03/27/2025 14:03,1500 S Willow St: @Macy's (Mall of New Hampshire),25021814,ANIMAL COMPLAINTS,2025-03-28
03/27/2025 15:02,2500 River Rd: @Bellmap HALL,25021831,MEDICAL PROBLEM,2025-03-28
03/27/2025 15:10,545 Hooksett Rd: @LA CARRETA,25021833,CHECK CONDITION OF SUBJECT,2025-03-28
03/27/2025 15:18,405 Valley St: @MPD,25021834,DCYF REFERRAL,2025-03-28
03/27/2025 15:27,324 Beech St: @SHERIDAN EMMETT  PARK,25021835,CHECK SUBJECT,2025-03-28
03/27/2025 16:17,191 Hackett Hill Rd: @HACKETT HILL HEALTH CARE,25021853,CHECK CONDITION OF SUBJECT,2025-03-28
03/27/2025 16:16,241 Morey St,25021851,PORNOGRAPHY,2025-03-28
03/27/2025 16:12,140 Cartier St,25021850,,2025-03-28
03/27/2025 16:11,25021849,,,2025-03-28
03/27/2025 16:05,Hanover St / Union St,25021848,CHECK AREA FOR PROBLEM,2025-03-28
03/27/2025 16:05,Candia Rd / Mammoth Rd,25021847,VEHICLE FIRE,2025-03-28
03/27/2025 16:02,69 Ash St,25021846,HOMELESS ISSUES,2025-03-28
03/27/2025 16:00,2871 Brown Ave: @PINE ISLAND PARK,25021845,CHECK CONDITION OF SUBJECT,2025-03-28
03/27/2025 15:56,320 Dubuque St,25021844,SEXUAL ASSAULT,2025-03-28
03/27/2025 15:48,606 Valley St: @WALGREENS VALLEY ST,25021843,LOST PROPERTY,2025-03-28
03/27/2025 15:39,1229 S Willow St: @JERSEY MIKE'S,25021842,ACCIDENT HIT AND RUN,2025-03-28
03/27/2025 15:39,13500 S Willow St: @BEST WESTERN - S WILLOW,25021841,CHECK AREA FOR PROBLEM,2025-03-28
03/27/2025 15:31,99 Stark Ln: @CRAIG N GATZOULIS,25021839,HANGUP CALL,2025-03-28
03/27/2025 15:30,1276 Hanover St: @VILLACREST,25021840,MEDICAL PROBLEM,2025-03-28
03/27/2025 15:29,"88 Pillsbury Rd,: @londonderry",25021838,ADDED INFO TO PREVIOUS CASE,2025-03-28
03/27/2025 15:28,185 Grove St,25021837,LANDLORD TENANT DISPUTE,2025-03-28
03/27/2025 15:27,271 Youville St,25021836,ACCIDENT HIT AND RUN,2025-03-28
03/27/2025 13:45,MAPLE ST / VALLEY ST,25021810,TRAFFIC STOP,2025-03-28
03/27/2025 13:45,22 Winthrop St,25021811,CHECK CONDITION OF SUBJECT,2025-03-28
03/27/2025 13:44,460 Elm St: @MARKET BASKET,25021813,CHECK CONDITION OF SUBJECT,2025-03-28
03/27/2025 12:44,CALEF RD / BROWN AVE,25021790,TRAFFIC STOP,2025-03-28
03/27/2025 12:36,ELM ST / VALLEY ST,25021788,TRAFFIC STOP,2025-03-28
03/27/2025 12:32,1 Mountain Laurel Way: @WATERFORD PLACE #1,25021787,MENTAL HEALTH ISSUE,2025-03-28
03/27/2025 12:31,169 Wayne St,25021786,STALKING ORDER,2025-03-28
03/27/2025 12:31,5 Perimeter Rd: @FOUNDERS ACADEMY FOUNDATION,25021785,DRUG ACTIVITY,2025-03-28
03/27/2025 12:29,OLD GRANITE ST / ELM ST,25021784,TRAFFIC STOP,2025-03-28
03/27/2025 12:19,1015 Elm St: @BOND BREWING AND BBQ (BOND BUILDING),25021783,ARGUMENT,2025-03-28
