datetime,location,incident_number,details,retrieval_date
12/27/2024 00:08,460 Elm St: @MARKET BASKET,24101288,TRAFFIC STOP,2024-12-28
12/27/2024 00:13,700 Elm St: @DOUBLETREE HOTEL,24101290,UNWANTED SUBJECT,2024-12-28
12/27/2024 16:21,victory garage,24101445,SPECIAL ATTENTION,2024-12-28
12/27/2024 16:23,91 ASH ST,24101446,CHECK SUBJECT,2024-12-28
12/27/2024 16:24,554 Front St: @SEASONS TICKETS SPORTS PUB,24101448,ASSAULT,2024-12-28
12/27/2024 16:27,64 Huntington Ave,24101449,THEFT,2024-12-28
12/27/2024 16:30,129 March Ave: @HOME DEPOT,24101452,BROADCAST MESSAGE,2024-12-28
12/27/2024 16:31,Beech St / Hanover St,24101450,TRAFFIC STOP,2024-12-28
12/27/2024 16:32,755 ELM ST: @VETERAN'S PARK,24101451,SPECIAL ATTENTION,2024-12-28
12/27/2024 16:45,Union St / Merrimack St,24101453,TRAFFIC STOP,2024-12-28
12/27/2024 16:51,199 MANCHESTER ST,24101454,SPECIAL ATTENTION,2024-12-28
12/27/2024 16:52,Somerville St / Wilson St,24101455,TRAFFIC STOP,2024-12-28
12/27/2024 17:02,777 S Willow St: @FIVE BELOW (S WILLOW ST PLAZA),24101456,CHECK AREA FOR PROBLEM,2024-12-28
12/27/2024 17:07,1 Bouchard St,24101457,ALARM BURGLARY,2024-12-28
12/27/2024 17:10,167 AUBURN ST,24101459,CHECK VEHICLE,2024-12-28
12/27/2024 17:11,CONANT ST / DUBUQUE ST,24101458,HOTSPOT PATROL,2024-12-28
12/27/2024 17:27,497 Hooksett Rd: @MR MAC'S MACARONI AND CHEESE,24101460,TRAFFIC STOP,2024-12-28
12/27/2024 17:35,Auburn St / Pine St,24101461,TRAFFIC STOP,2024-12-28
12/27/2024 17:37,227 S Main St: @WALGREENS S MAIN ST,24101463,CHECK CONDITION OF SUBJECT,2024-12-28
12/27/2024 17:39,Spring St / Elm St,24101462,TRAFFIC STOP,2024-12-28
12/27/2024 17:42,445 Willow St: @VALLEY STREET JAIL,24101464,WAGON TRANSPORT,2024-12-28
12/27/2024 17:49,Elm St / W Bridge St: @Bridge Street Bridge,24101465,TRAFFIC STOP,2024-12-28
12/27/2024 17:57,Pine St / Merrimack St,24101466,CHECK SUBJECT,2024-12-28
12/27/2024 18:06,Union St / Laurel St,24101467,TRAFFIC STOP,2024-12-28
12/27/2024 18:10,Walnut St / Brook St,24101469,CHECK AREA FOR PROBLEM,2024-12-28
12/27/2024 18:10,Silver St / Beech St,24101468,TRAFFIC STOP,2024-12-28
12/27/2024 18:12,Bridge St / Union St,24101470,TRAFFIC STOP,2024-12-28
12/27/2024 18:12,408 Spruce St: @GEORGE'S TAILORING,24101471,ACCIDENT HIT AND RUN,2024-12-28
12/27/2024 18:18,405 Valley St: @MPD,24101472,ROAD RAGE,2024-12-28
12/27/2024 16:17,Lowell St / Beech St,24101443,CHECK SUBJECT,2024-12-28
12/27/2024 16:15,458 Granite St,24101444,WANTED PERSON CHECK,2024-12-28
12/27/2024 16:15,216 ELM ST: @DUNKIN DONUTS ELM/VALLEY,24101441,BUSINESS CHECK,2024-12-28
12/27/2024 15:00,Mammoth Rd / Kennard Rd,24101428,FOUND PROPERTY,2024-12-28
12/27/2024 13:46,39 Beech St: @Beech St Shelter,24101415,HOMELESS ISSUES,2024-12-28
12/27/2024 13:49,Spring St / Plaza Dr,24101416,ACCIDENT,2024-12-28
12/27/2024 13:49,175 Chestnut St,24101417,CHECK CONDITION OF SUBJECT,2024-12-28
12/27/2024 13:54,900 ELM ST: @CITY HALL PLAZA TOWER,24101418,ADMINISTRATIVE MISC,2024-12-28
12/27/2024 13:55,253 Conant St,24101420,ATTEMPT TO LOCATE,2024-12-28
12/27/2024 13:56,Union St / Merrimack St,24101419,ACCIDENT,2024-12-28
12/27/2024 14:09,150 Riverwalk Way,24101422,HOMELESS ISSUES,2024-12-28
12/27/2024 14:24,Elm St / W Bridge St: @Bridge Street Bridge,24101423,ANIMAL COMPLAINTS,2024-12-28
12/27/2024 14:44,39 Beech St: @Beech St Shelter,24101424,TRESPASSING,2024-12-28
12/27/2024 14:47,84 Varney St,24101425,ACCIDENT HIT AND RUN,2024-12-28
12/27/2024 14:47,Elm St / Auburn St,24101426,ROAD RAGE,2024-12-28
12/27/2024 14:51,Beech St / Concord St,24101427,ACCIDENT,2024-12-28
12/27/2024 15:02,25 Cartier St,24101430,NEIGHBOR COMPLAINT,2024-12-28
12/27/2024 16:15,199 Manchester St: @FIT - FAMLIES IN TRANSITION,24101442,MISSING JUVENILE,2024-12-28
12/27/2024 15:06,19 Walnut St,24101429,PARKING COMPLAINT,2024-12-28
12/27/2024 15:24,175 HARRISON ST,24101431,SPECIAL ATTENTION,2024-12-28
12/27/2024 15:29,1500 S Willow St: @Red Robin (Mall of New Hampshir,24101432,ALARM BURGLARY,2024-12-28
12/27/2024 15:31,405 Valley St: @MPD,24101433,HARRASSMENT,2024-12-28
12/27/2024 15:40,1056 River Rd: @YDC,24101434,SPECIAL ATTENTION,2024-12-28
12/27/2024 15:41,405 Valley St: @MPD,24101435,CHECK CONDITION OF SUBJECT,2024-12-28
12/27/2024 15:51,250 Valley St: @CREMELAND DRIVE IN,24101436,CHECK SUBJECT,2024-12-28
12/27/2024 15:52,569 Rimmon St,24101438,CHECK AREA FOR PROBLEM,2024-12-28
12/27/2024 15:53,175 CHESTNUT ST: @KALIVAS HI RISE,24101437,SPECIAL ATTENTION,2024-12-28
12/27/2024 16:02,185 Queen City Ave: @ELLIOT AT RIVERS EDGE,24101439,CIVIL ISSUE,2024-12-28
12/27/2024 16:08,242 BEECH ST: @7-ELEVEN VALLEY ST,24101440,BUSINESS CHECK,2024-12-28
12/27/2024 16:15,1100 Elm St: @Social Security Office (1 WALL STREE,24101447,LOST PROPERTY,2024-12-28
12/27/2024 18:23,967 Elm St: @TAJ INDIA,24101473,BROADCAST MESSAGE,2024-12-28
12/27/2024 18:34,293 Amherst St: @COMMONWEALTH COLLECTIVE 293 AMHER,24101474,CHECK CONDITION OF SUBJECT,2024-12-28
12/27/2024 18:41,20 Boynton St: @BUDGET GAS S MAIN,24101475,TRAFFIC STOP,2024-12-28
12/27/2024 22:02,Second St / Arnold St,24101520,ACCIDENT,2024-12-28
12/27/2024 21:23,459 Maple St,24101507,CHECK SUBJECT,2024-12-28
12/27/2024 21:25,S Main St / Varney St,24101508,TRAFFIC STOP,2024-12-28
12/27/2024 21:33,Wellington Ter / Mammoth Rd,24101510,TRAFFIC STOP,2024-12-28
12/27/2024 21:42,MAIN ST,24101511,SPECIAL ATTENTION,2024-12-28
12/27/2024 21:45,Conant St / Dyson St,24101512,TRAFFIC STOP,2024-12-28
12/27/2024 21:45,MAPLE ST / PEARL ST,24101513,TRAFFIC STOP,2024-12-28
12/27/2024 21:48,Main St / Schuyler St,24101514,TRAFFIC STOP,2024-12-28
12/27/2024 21:52,Queen City Ave / Brown Ave,24101515,TRAFFIC STOP,2024-12-28
12/27/2024 21:55,Connecting Rd / Kenberma St,24101517,CHECK AREA FOR PROBLEM,2024-12-28
12/27/2024 21:55,Wilson St / Merrimack St,24101516,TRAFFIC STOP,2024-12-28
12/27/2024 21:58,Union St / Merrimack St,24101518,TRAFFIC STOP,2024-12-28
12/27/2024 21:58,104 Oakdale Ave,24101519,CRIMINAL MISCHIEF,2024-12-28
12/27/2024 22:02,102 Cilley Rd,24101521,MUSIC COMPLAINT,2024-12-28
12/27/2024 21:21,475 Hall St,24101505,NEIGHBOR COMPLAINT,2024-12-28
12/27/2024 22:30,S MAPLE ST / BRUNELLE AVE,24101522,TRAFFIC STOP,2024-12-28
12/27/2024 22:33,136 Lowell St: @FAMILIES IN TRANSITION #136,24101524,UNWANTED SUBJECT,2024-12-28
12/27/2024 22:36,S Maple St / Holly Ave,24101523,TRAFFIC STOP,2024-12-28
12/27/2024 22:42,Elm St / Valley St,24101525,TRAFFIC STOP,2024-12-28
12/27/2024 23:07,Merrimack St / Union St,24101526,ASSIST OTHER AGENCY,2024-12-28
12/27/2024 23:10,Bremer St / Upland St,24101527,HANGUP CALL,2024-12-28
12/27/2024 23:11,106 Market St: @FAMILIES IN TRANSITION #106,24101528,CHECK AREA FOR PROBLEM,2024-12-28
12/27/2024 23:12,290 Cilley Rd,24101529,ACCIDENT,2024-12-28
12/27/2024 23:17,472 Amherst St,24101530,CRIMINAL MISCHIEF,2024-12-28
12/27/2024 23:21,114 Eastgate Way,24101532,HARRASSMENT,2024-12-28
12/27/2024 23:22,1279 S Willow St: @REVO CASINO,24101531,DISORDERLY CONDUCT,2024-12-28
12/27/2024 23:31,100 Blodget St,24101533,CHECK AREA FOR PROBLEM,2024-12-28
12/27/2024 21:22,581 Second St: @APPLEBEES (APPLEGATE MALL),24101509,BROADCAST MESSAGE,2024-12-28
12/27/2024 21:16,494 Pine St,24101504,CHECK SUBJECT,2024-12-28
12/27/2024 18:42,Beech St / Valley St,24101476,TRAFFIC STOP,2024-12-28
12/27/2024 19:32,Goffstown Rd / Debbie St,24101489,TRAFFIC STOP,2024-12-28
12/27/2024 18:44,EDDY RD AMOSKEAG TRAFFIC CIRCLE W,24101477,SPECIAL ATTENTION,2024-12-28
12/27/2024 18:53,1056 River Rd: @YDC,24101478,SPECIAL ATTENTION,2024-12-28
12/27/2024 18:53,20 FALLS AVE,24101479,UNWANTED SUBJECT,2024-12-28
12/27/2024 18:59,210 EDDY RD: @MOBIL MART,24101480,BUSINESS CHECK,2024-12-28
12/27/2024 19:02,Mcgregor St / W Bridge St: @MCGREGOR SQUARE,24101481,ACCIDENT HIT AND RUN,2024-12-28
12/27/2024 19:08,200 HANOVER ST: @HUGH GALLEN HIGH RISE,24101482,KNOCK AND TALK,2024-12-28
12/27/2024 19:09,581 Bridge St: @TRINITY HIGH SCHOOL,24101483,BROADCAST MESSAGE,2024-12-28
12/27/2024 19:12,HANOVER ST / UNION ST,24101484,SPECIAL ATTENTION,2024-12-28
12/27/2024 19:17,S Main St / W Hancock St,24101485,TRAFFIC STOP,2024-12-28
12/27/2024 19:18,1066 FRONT ST: @MANCH COMMUNITY COLLEGE NORTH BLDG,24101486,SPECIAL ATTENTION,2024-12-28
12/27/2024 19:28,494 Pine St: @494 PINE ST,24101487,CHECK CONDITION OF SUBJECT,2024-12-28
12/27/2024 19:30,1550 Elm St: @CITIZENS BANK ELM ST,24101488,HOMELESS ISSUES,2024-12-28
12/27/2024 19:32,405 Valley St: @MPD,24101490,CHECK CONDITION OF SUBJECT,2024-12-28
12/27/2024 21:12,UNION ST / MANCHESTER ST,24101503,HOTSPOT PATROL,2024-12-28
12/27/2024 19:48,797 Mammoth Rd,24101491,CHECK CONDITION OF SUBJECT,2024-12-28
12/27/2024 19:55,Granite St / S Commercial St,24101492,TRAFFIC STOP,2024-12-28
12/27/2024 20:15,Mammoth Rd / Bridge St,24101493,ACCIDENT,2024-12-28
12/27/2024 20:25,364 Candia Rd,24101494,OVERDOSE,2024-12-28
12/27/2024 20:39,GRANITE ST / 293 S ON RAMP FROM GRANITE ST,24101495,TRAFFIC STOP,2024-12-28
12/27/2024 20:42,Beech St / Somerville St,24101497,VEHICLE ALARM,2024-12-28
12/27/2024 20:49,412 Vinton St,24101496,CHECK AREA FOR PROBLEM,2024-12-28
12/27/2024 20:54,ELM ST / MERRIMACK ST,24101498,TRAFFIC STOP,2024-12-28
12/27/2024 20:54,Auburn St / Maple St,24101499,TRAFFIC STOP,2024-12-28
12/27/2024 20:58,245 Hooksett Rd: @Puritan Backroom,24101500,FRAUD,2024-12-28
12/27/2024 21:01,S MAIN ST / FERRY ST,24101501,SPECIAL ATTENTION,2024-12-28
12/27/2024 21:02,Maple St / Merrimack St,24101502,TRAFFIC STOP,2024-12-28
12/27/2024 13:42,410 Hooksett Rd: @LIVINGSTON PARK,24101414,THEFT,2024-12-28
12/27/2024 13:29,Elm St / Pearl St,24101412,TRAFFIC STOP,2024-12-28
12/27/2024 13:27,Belmont St / Bridge St,24101411,ACCIDENT,2024-12-28
12/27/2024 05:45,48 Perimeter Rd: @ST MARYS BANK PERIMETER RD,24101332,ALARM BURGLARY,2024-12-28
12/27/2024 02:33,Pine St / Orange St,24101320,TRAFFIC STOP,2024-12-28
12/27/2024 02:44,UNION ST / MANCHESTER ST,24101321,HOTSPOT PATROL,2024-12-28
12/27/2024 02:48,CENTRAL ST / BEECH ST,24101322,TRAFFIC STOP,2024-12-28
12/27/2024 02:48,S Porter St / Weston Rd,24101323,TRAFFIC STOP,2024-12-28
12/27/2024 02:55,Merrimack St / Beacon St,24101324,TRAFFIC STOP,2024-12-28
12/27/2024 03:14,Elm St / Merrimack St,24101325,TRAFFIC STOP,2024-12-28
12/27/2024 04:07,900 Elm St: @BANK OF AMERICA ATM,24101326,HOMELESS ISSUES,2024-12-28
12/27/2024 04:40,445 Willow St: @VALLEY STREET JAIL,24101327,WAGON TRANSPORT,2024-12-28
12/27/2024 04:50,1500 S Willow St: @Dave & Buster's (Mall of New Ha,24101328,ALARM BURGLARY,2024-12-28
12/27/2024 05:05,716 S Willow St: @POPEYES,24101329,DEATH,2024-12-28
12/27/2024 05:20,59 W River Dr: @COLONIAL VILLAGE #59,24101330,CHECK AREA FOR PROBLEM,2024-12-28
12/27/2024 05:40,1030 Clay St,24101331,CHECK CONDITION OF SUBJECT,2024-12-28
12/27/2024 05:58,Union St / Lake Ave,24101334,ACCIDENT WITH INJURY,2024-12-28
12/27/2024 02:15,Main St / Granite St,24101318,TRAFFIC STOP,2024-12-28
12/27/2024 06:27,390 Kearney Cir,24101336,CHECK SECURITY OF BUILDING,2024-12-28
12/27/2024 06:27,555 Auburn St: @EASTER SEALS AUBURN ST,24101335,ALARM BURGLARY,2024-12-28
12/27/2024 06:42,1230 Elm St: @BRADY SULLIVAN BLDG ELM ST,24101337,HOMELESS ISSUES,2024-12-28
12/27/2024 06:42,722 Valley St: @VALLEY GROVE APTS #722,24101338,SUSPICIOUS ACTIVITY,2024-12-28
