datetime,location,incident_number,details,retrieval_date
12/19/2024 00:02,1019 SECOND ST: @ALLTOWN MOBIL SECOND ST,24099571,BUSINESS CHECK,2024-12-20
12/19/2024 15:04,1 Crusader Way: @MEMORIAL HIGH SCHOOL,24099784,ACCIDENT,2024-12-20
12/19/2024 15:47,908 S Willow St: @WIRELESS PLAZA,24099793,UNWANTED SUBJECT,2024-12-20
12/19/2024 15:43,445 Willow St: @VALLEY STREET JAIL,24099792,STALKING ORDER,2024-12-20
12/19/2024 15:23,405 Valley St: @MPD,24099790,WARRANT,2024-12-20
12/19/2024 15:18,Canal St / W Auburn St,24099789,ACCIDENT,2024-12-20
12/19/2024 15:18,456 Union St,24099788,OVERDOSE,2024-12-20
12/19/2024 15:10,129 March Ave: @HOME DEPOT,24099787,THEFT,2024-12-20
12/19/2024 15:06,151 Village Circle Way: @COUNTRYSIDE VILLAGE #151,24099786,CHECK SUBJECT,2024-12-20
12/19/2024 15:02,847 Beech St,24099785,HARRASSMENT,2024-12-20
12/19/2024 15:52,225 Lafayette St,24099794,THEFT,2024-12-20
12/19/2024 14:54,Pine St / Orange St,24099783,ACCIDENT,2024-12-20
12/19/2024 14:35,Maple St / Manchester St,24099782,PARKING COMPLAINT,2024-12-20
12/19/2024 14:22,456 Union St: @1269 CAFE,24099779,CHECK SUBJECT,2024-12-20
12/19/2024 14:13,Queen City Ave / Elm St,24099778,TRAFFIC STOP,2024-12-20
12/19/2024 14:07,MASSABESIC ST / PORTER ST,24099776,TRAFFIC STOP,2024-12-20
12/19/2024 14:06,190 Elm St,24099777,HOMELESS ISSUES,2024-12-20
12/19/2024 14:02,188 Merrimack St,24099775,CHECK SUBJECT,2024-12-20
12/19/2024 15:47,275 Hanover St: @HANOVER STREET MARKET,24099796,THEFT,2024-12-20
12/19/2024 15:53,39 Beech St: @Beech St Shelter,24099795,CHECK SUBJECT,2024-12-20
12/19/2024 16:52,Almeda St / Charlotte St,24099816,MEDICAL PROBLEM,2024-12-20
12/19/2024 16:22,39 Beech St: @Beech St Shelter,24099805,CHECK SUBJECT,2024-12-20
12/19/2024 16:51,Almeda St / Charlotte St,24099815,CHECK CONDITION OF SUBJECT,2024-12-20
12/19/2024 16:47,1507 River Rd,24099812,ACCIDENT,2024-12-20
12/19/2024 16:47,75 Stark Ln,24099813,CHECK CONDITION OF SUBJECT,2024-12-20
12/19/2024 16:42,405 Valley St: @MPD,24099811,ADMINISTRATIVE MISC,2024-12-20
12/19/2024 16:40,459 Wilson St,24099810,CHECK CONDITION OF SUBJECT,2024-12-20
12/19/2024 16:36,Beech St / Monadnock Ln,24099808,TRAFFIC STOP,2024-12-20
12/19/2024 16:30,210 EDDY RD: @MOBIL MART,24099807,BUSINESS CHECK,2024-12-20
12/19/2024 16:20,217 UNION ST: @Brothers Express,24099804,BUSINESS CHECK,2024-12-20
12/19/2024 15:55,405 Valley St: @MPD,24099797,TRIPLE I REQUEST,2024-12-20
12/19/2024 16:18,210 EDDY RD: @MOBIL MART,24099803,BUSINESS CHECK,2024-12-20
12/19/2024 16:16,725 Gold St: @WALMART,24099802,ACCIDENT,2024-12-20
12/19/2024 16:15,217 Spruce St,24099806,SAFE KEEPING,2024-12-20
12/19/2024 16:06,55 S Main St: @BURNS HI RISE,24099801,MEALS ON WHEELS,2024-12-20
12/19/2024 16:04,80 Lowell St: @LOWELL ST APARTMENTS,24099800,FOUND PROPERTY,2024-12-20
12/19/2024 16:00,1056 River Rd: @YDC,24099799,SPECIAL ATTENTION,2024-12-20
12/19/2024 15:56,Beech St / Manchester St,24099798,TRAFFIC STOP,2024-12-20
12/19/2024 13:59,MAMMOTH RD / LONGWOOD AVE,24099774,TRAFFIC STOP,2024-12-20
12/19/2024 13:51,BODWELL RD / COHAS AVE,24099773,TRAFFIC STOP,2024-12-20
12/19/2024 13:48,Pinard St / Agnes St,24099772,TRAFFIC STOP,2024-12-20
12/19/2024 12:48,55 Merrow St,24099743,FRAUD,2024-12-20
12/19/2024 13:03,52 MARCH AVE: @Panera Bread 52 March Av,24099752,BUSINESS CHECK,2024-12-20
12/19/2024 13:03,167 AUBURN ST,24099750,CHECK SUBJECT,2024-12-20
12/19/2024 13:00,1301 bodwell,24099749,TRAFFIC STOP,2024-12-20
12/19/2024 12:58,Chestnut St / Concord St,24099747,TRAFFIC STOP,2024-12-20
12/19/2024 12:58,1753 S Willow St: @The Vitamin Shoppe,24099748,ALARM BURGLARY,2024-12-20
12/19/2024 12:56,1069 bodwell,24099746,TRAFFIC STOP,2024-12-20
12/19/2024 12:51,BEECH ST / HARVARD ST,24099745,TRAFFIC STOP,2024-12-20
12/19/2024 12:48,Goffstown Rd / Joseph St,24099742,TRAFFIC STOP,2024-12-20
12/19/2024 13:43,Silver St / Beech St,24099771,TRAFFIC STOP,2024-12-20
12/19/2024 12:47,bodwell rd/sun set pine dr,24099741,TRAFFIC STOP,2024-12-20
12/19/2024 12:47,535 Beech St: @CENTRAL HS CLASSICAL BLDG (CENTRAL ,24099744,SEXUAL ASSAULT,2024-12-20
12/19/2024 12:43,Goffstown Rd / Greer St,24099739,TRAFFIC STOP,2024-12-20
12/19/2024 12:42,1095 BODWELL RD: @WHITETAIL CROSSING BLDG 1,24099740,MISSING JUVENILE,2024-12-20
12/19/2024 12:41,MAPLE ST / HAYWARD ST,24099738,TRAFFIC STOP,2024-12-20
12/19/2024 12:38,marathon way,24099737,TRAFFIC STOP,2024-12-20
12/19/2024 12:37,323 Cedar St,24099736,ADDED INFO TO PREVIOUS CASE,2024-12-20
12/19/2024 13:03,VALLEY ST / BEECH ST,24099751,TRAFFIC STOP,2024-12-20
12/19/2024 13:06,38 Flint St,24099753,WANTED PERSON CHECK,2024-12-20
12/19/2024 13:07,Granite St / Elm St,24099754,TRAFFIC STOP,2024-12-20
12/19/2024 13:10,BODWELL RD / MARATHON WAY,24099755,TRAFFIC STOP,2024-12-20
