datetime,location,incident_number,details,retrieval_date
12/29/2024 00:02,830 S Willow St: @YEE DYNASTY,24101744,TRAFFIC STOP,2024-12-30
12/29/2024 17:10,UNION ST / MANCHESTER ST,24101880,HOTSPOT PATROL,2024-12-30
12/29/2024 16:24,210 EDDY RD: @MOBIL MART,24101869,BUSINESS CHECK,2024-12-30
12/29/2024 16:39,432 Central St,24101872,ALARM BURGLARY,2024-12-30
12/29/2024 16:45,Bremer St / Mcgregor St,24101873,ACCIDENT,2024-12-30
12/29/2024 16:46,Putnam St / Notre Dame Ave,24101875,CHECK VEHICLE,2024-12-30
12/29/2024 16:48,2 Wall St: @Manchester Mental Health,24101874,ALARM BURGLARY,2024-12-30
12/29/2024 16:55,Elm St / Bridge St,24101876,CHECK AREA FOR PROBLEM,2024-12-30
12/29/2024 17:02,53 Hooksett Rd: @RITE AID HOOKSETT RD (LIVINGSTON ,24101877,UNWANTED SUBJECT,2024-12-30
12/29/2024 17:05,Union St / Bell St,24101878,TRAFFIC STOP,2024-12-30
12/29/2024 17:05,906 S Willow St: @At&T,24101879,UNWANTED SUBJECT,2024-12-30
12/29/2024 17:16,511 Spruce St,24101882,HANGUP CALL,2024-12-30
12/29/2024 16:22,1217 Elm St,24101868,INTOXICATED PERSON,2024-12-30
12/29/2024 17:17,58 Exeter Ave,24101881,PARKING COMPLAINT,2024-12-30
12/29/2024 17:23,650 Second St: @SHELL SECOND ST,24101883,ACCIDENT WITH INJURY,2024-12-30
12/29/2024 17:28,122 Mcgregor St: @RITE AID MCGREGOR ST,24101884,FOUND PROPERTY,2024-12-30
12/29/2024 17:48,83 Hanover St: @RED OAK APARTMENTS 83 HANOVER ST,24101888,CHECK CONDITION OF SUBJECT,2024-12-30
12/29/2024 17:49,725 Gold St: @WALMART,24101885,CHECK SUBJECT,2024-12-30
12/29/2024 17:51,460 Elm St: @MARKET BASKET,24101886,TRAFFIC STOP,2024-12-30
12/29/2024 17:52,Bremer St / Montgomery St,24101887,ACCIDENT WITH INJURY,2024-12-30
12/29/2024 17:57,71 Kenberma St,24101889,MENTAL HEALTH ISSUE,2024-12-30
12/29/2024 17:58,"1061 Elm St: @ROI ENTERPRISES, INC",24101891,HOMELESS ISSUES,2024-12-30
12/29/2024 16:23,Elm St / Bridge St,24101870,CHECK CONDITION OF SUBJECT,2024-12-30
12/29/2024 16:08,191 Bowman St,24101867,NEIGHBOR COMPLAINT,2024-12-30
12/29/2024 18:00,"1061 Elm St: @ROI ENTERPRISES, INC",24101893,NOISE COMPLAINT,2024-12-30
12/29/2024 15:20,300 Bedford St: @LOFTS AT MILL NUMBER ONE,24101854,FIRE,2024-12-30
12/29/2024 12:53,John E Devine Dr / S Willow St,24101844,ACCIDENT,2024-12-30
12/29/2024 13:41,1265 S Willow St: @SUNOCO S WILLOW ST,24101845,HOMELESS ISSUES,2024-12-30
12/29/2024 13:46,BREMER ST / MONTGOMERY ST,24101846,SPECIAL ATTENTION,2024-12-30
12/29/2024 13:46,2359 Brown Ave,24101848,CHECK SECURITY OF BUILDING,2024-12-30
