datetime,location,incident_number,details,retrieval_date
12/21/2024 00:04,Mammoth Rd / Candia Rd,24100140,ACCIDENT,2024-12-22
12/21/2024 18:44,272 Grove St,24100277,HANGUP CALL,2024-12-22
12/21/2024 17:59,377 S Willow St: @DMV,24100268,TRAFFIC STOP,2024-12-22
12/21/2024 17:59,875 ELM ST: @CITIZENS BANK BUILDING,24100269,CHECK SUBJECT,2024-12-22
12/21/2024 18:03,2 Keller St: @PRIME AUTO MALL,24100271,ALARM BURGLARY,2024-12-22
12/21/2024 18:03,672 - 697 SECOND ST,24100270,SPECIAL ATTENTION,2024-12-22
12/21/2024 18:08,Elm St / Dow St,24100272,TRAFFIC STOP,2024-12-22
12/21/2024 18:13,1111 S Willow St: @STARBUCKS (1111 S WILLOW ST SHO,24100273,DISABLED MOTOR VEHICLE,2024-12-22
12/21/2024 18:19,254 Walnut St,24100274,CHECK CONDITION OF SUBJECT,2024-12-22
12/21/2024 18:37,1500 S Willow St,24100275,FIGHT,2024-12-22
12/21/2024 18:43,377 S Willow St: @DMV,24100276,TRAFFIC STOP,2024-12-22
12/21/2024 18:57,Auburn St / Union St,24100279,TRAFFIC STOP,2024-12-22
12/21/2024 17:48,ELM/NORTH,24100266,TRAFFIC STOP,2024-12-22
12/21/2024 19:04,2060 Brown Ave: @QUIRKS PARTS WAREHOUSE R4842M1,24100280,ACCIDENT,2024-12-22
12/21/2024 19:09,DOUGLAS ST / BARR ST,24100281,CHECK SUBJECT,2024-12-22
12/21/2024 19:31,54 Ahern St,24100282,ASSIST DCYF,2024-12-22
12/21/2024 19:32,620 Hayward St: @WBC ESTATES*,24100283,HANGUP CALL,2024-12-22
12/21/2024 19:43,HAYWARD ST / MAPLE ST,24100284,TRAFFIC STOP,2024-12-22
12/21/2024 19:52,778 Gold St: @mercades benz,24100285,CHECK AREA FOR PROBLEM,2024-12-22
12/21/2024 19:56,293 Amherst St: @COMMONWEALTH COLLECTIVE 293 AMHER,24100288,CHECK CONDITION OF SUBJECT,2024-12-22
12/21/2024 19:58,Laurel St / Maple St,24100286,TRAFFIC STOP,2024-12-22
12/21/2024 19:59,300 Bedford St: @LOFTS AT MILL NUMBER ONE,24100287,NEIGHBOR COMPLAINT,2024-12-22
12/21/2024 17:55,SALMON ST / CHESTNUT ST,24100267,TRAFFIC STOP,2024-12-22
12/21/2024 17:42,620 Hayward St: @WBC ESTATES*,24100265,HANGUP CALL,2024-12-22
12/21/2024 20:09,Valley St / Wilson St,24100290,TRAFFIC STOP,2024-12-22
12/21/2024 16:11,245 Eddy Rd: @SHELL EDDY RD,24100254,CHECK AREA FOR PROBLEM,2024-12-22
12/21/2024 15:09,7 Michigan Ave: @WESTON SCHOOL,24100244,ALARM BURGLARY,2024-12-22
