datetime,location,incident_number,details,retrieval_date
12/04/2024 00:00,Elm St / Lowell St,24095908,HOTSPOT PATROL,2024-12-05
12/04/2024 15:59,370 Westwood Dr,24096120,KIDS PROBLEM,2024-12-05
12/04/2024 15:38,485 Elm St: @AUTOHAVEN,24096118,ACCIDENT,2024-12-05
12/04/2024 15:34,199 manchester st,24096116,SPECIAL ATTENTION,2024-12-05
12/04/2024 15:32,26 Dover St,24096117,VIOLATION OF BAIL,2024-12-05
12/04/2024 15:31,194 Spruce St: @FAMILIES IN TRANSITION #194,24096115,THEFT,2024-12-05
12/04/2024 15:31,1 ELLIOT WAY: @ELLIOT HOSPITAL,24096114,ASSIST OTHER AGENCY,2024-12-05
12/04/2024 15:28,279 Clay St,24096112,MISSING PERSON,2024-12-05
12/04/2024 15:26,1086 Candia Rd: @Vorenza Car Rental,24096113,STOLEN MOTOR VEHICLE,2024-12-05
12/04/2024 15:21,1276 Hanover St: @VILLACREST,24096111,ASSAULT,2024-12-05
12/04/2024 15:21,790 S PORTER ST: @LAURETTE SWEENEY APTS,24096110,SPECIAL ATTENTION,2024-12-05
12/04/2024 15:17,61 Beech St: @SENTRY ROOFING,24096109,ALARM BURGLARY,2024-12-05
12/04/2024 15:04,242 BEECH ST: @7-ELEVEN VALLEY ST,24096108,BUSINESS CHECK,2024-12-05
12/04/2024 15:03,1160 Somerville St,24096107,ACCIDENT,2024-12-05
12/04/2024 14:58,1631 Elm St: @RITE AID ELM ST ST,24096106,ANIMAL COMPLAINTS,2024-12-05
12/04/2024 14:47,50 Chalet Way: @MCINTIRE SKI AREA,24096105,DISABLED MOTOR VEHICLE,2024-12-05
12/04/2024 14:45,234 Lake Ave,24096104,THEFT,2024-12-05
12/04/2024 15:49,Union St / Amherst St,24096119,ACCIDENT,2024-12-05
12/04/2024 16:10,445 Willow St: @VALLEY STREET JAIL,24096122,WAGON TRANSPORT,2024-12-05
12/04/2024 17:15,1 Crusader Way: @MEMORIAL HIGH SCHOOL,24096146,CHECK CONDITION OF SUBJECT,2024-12-05
12/04/2024 16:10,1500 S Willow St: @DICKS SPORTING GOODS (Mall of N,24096126,ACCIDENT,2024-12-05
12/04/2024 17:09,259 CHESTNUT ST: @OMALLEY HI RISE,24096140,SPECIAL ATTENTION,2024-12-05
12/04/2024 17:07,405 Valley St: @MPD,24096139,ADMINISTRATIVE MISC,2024-12-05
12/04/2024 17:05,Cedar St South Back / Pine St,24096138,TRAFFIC STOP,2024-12-05
12/04/2024 17:03,86 March Ave: @GLASSY NAILS,24096137,HOMELESS ISSUES,2024-12-05
12/04/2024 16:57,199 manchester st,24096134,SPECIAL ATTENTION,2024-12-05
12/04/2024 16:42,283 Hanover St: @MCHUGH FUNERAL HOME,24096133,UNWANTED SUBJECT,2024-12-05
12/04/2024 16:36,470 Pine St: @KREIVA ACADEMY (TOKENA CORP),24096132,CHECK AREA FOR PROBLEM,2024-12-05
12/04/2024 16:24,200 HANOVER ST: @HUGH GALLEN HIGH RISE,24096131,SPECIAL ATTENTION,2024-12-05
