visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10,True,55,55,WNW 19 mph,29.99,2025-04-20T05:54:08-0400,1745142848,52,52,74,51,46,46,36,P Cloudy,Partly Cloudy,35,30,2025-03-20 05:54:00,07:34 PM,05:53 AM,Alton,43.46,-71.22
10,True,48,48,WNW 16 mph,30.01,2025-04-20T05:50:44-0400,1745142644,58,58,79,58,54,54,38,Clear,Clear,33,31,2025-03-20 05:50:00,07:35 PM,05:56 AM,Amherst,42.86,-71.62
10,True,54,54,W 16 mph,30.04,2025-04-20T05:55:30-0400,1745142930,51,51,76,51,46,46,35,Fair,Fair,34,33,2025-03-20 05:55:00,07:36 PM,05:57 AM,Antrim,43.04,-71.95
10,True,52,52,WNW 17 mph,30.03,2025-04-20T05:58:34-0400,1745143114,48,48,73,47,42,42,31,P Cloudy,Partly Cloudy,35,30,2025-03-20 05:58:00,07:36 PM,05:55 AM,Ashland,43.7,-71.63
8,True,59,59,WNW 45 mph,29.97,2025-04-20T05:55:38-0400,1745142938,46,46,72,46,34,34,32,M Cldy/Wind,Mostly Cloudy/Wind,06,28,2025-03-20 05:55:00,07:36 PM,05:53 AM,Bartlett,44.07,-71.28
10,True,51,51,WNW 17 mph,30.02,2025-04-20T05:55:46-0400,1745142946,52,52,75,51,47,47,35,P Cloudy,Partly Cloudy,35,30,2025-03-20 05:55:00,07:35 PM,05:54 AM,Belmont,43.44,-71.48
10,True,54,54,W 14 mph,30.04,2025-04-20T05:59:52-0400,1745143192,52,52,76,52,47,47,36,Sunny,Sunny,01,32,2025-03-20 05:59:00,07:36 PM,05:57 AM,Bennington,43.0,-71.92
10,True,66,66,WNW 24 mph,30.01,2025-04-20T06:00:27-0400,1745143227,40,40,66,40,30,30,29,M Cldy/Wind,Mostly Cloudy/Wind,06,28,2025-03-20 06:00:00,07:36 PM,05:52 AM,Berlin city,44.49,-71.26
10,True,65,65,W 15 mph,30.07,2025-04-20T05:56:33-0400,1745142993,40,40,67,40,32,32,29,Cloudy,Cloudy,07,26,2025-03-20 05:56:00,07:38 PM,05:54 AM,Bethlehem,44.28,-71.69
10,True,55,55,WNW 16 mph,30.06,2025-04-20T05:54:46-0400,1745142886,48,48,72,48,42,42,33,M Cloudy,Mostly Cloudy,38,27,2025-03-20 05:54:00,07:37 PM,05:57 AM,Blodgett Landing,43.38,-72.04
