visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10,True,70,70,WNW 6 mph,29.97,2024-12-08T23:58:29-0500,1733720309,35,35,38,27,29,29,26,M Cloudy,Mostly Cloudy,38,27,2024-11-08 23:58:00,04:08 PM,07:05 AM,Alton,43.46,-71.22
10,True,76,76,NNW 6 mph,29.96,2024-12-08T23:57:59-0500,1733720279,39,39,43,29,34,34,32,M Cloudy,Mostly Cloudy,38,27,2024-11-08 23:57:00,04:12 PM,07:04 AM,Amherst,42.86,-71.62
10,True,80,80,NNW 6 mph,29.98,2024-12-09T00:00:28-0500,1733720428,36,36,40,27,31,31,30,Cloudy,Cloudy,07,26,2024-11-09 00:00:00,04:13 PM,07:07 AM,Antrim,43.04,-71.95
10,True,76,76,W 4 mph,29.99,2024-12-08T23:56:20-0500,1733720180,32,32,37,24,28,28,26,P Cloudy,Partly Cloudy,35,29,2024-11-08 23:56:00,04:09 PM,07:07 AM,Ashland,43.7,-71.63
5,True,75,75,WNW 25 mph,29.96,2024-12-08T23:57:19-0500,1733720239,30,30,37,19,16,16,23,P Cldy/Wind,Partly Cloudy/Wind,35,29,2024-11-08 23:57:00,04:06 PM,07:07 AM,Bartlett,44.07,-71.28
10,True,72,72,NW 4 mph,29.98,2024-12-08T23:51:36-0500,1733719896,35,35,38,28,31,31,26,M Cloudy,Mostly Cloudy,38,27,2024-11-08 23:51:00,04:09 PM,07:06 AM,Belmont,43.44,-71.48
10,True,79,79,NNW 6 mph,29.97,2024-12-08T23:57:26-0500,1733720246,36,36,41,27,31,31,30,Cloudy,Cloudy,07,26,2024-11-08 23:57:00,04:12 PM,07:06 AM,Bennington,43.0,-71.92
7,True,74,74,W 11 mph,29.98,2024-12-09T00:00:30-0500,1733720430,27,27,34,18,17,17,20,M Cloudy,Mostly Cloudy,38,27,2024-11-09 00:00:00,04:05 PM,07:09 AM,Berlin city,44.49,-71.26
10,True,79,79,WSW 5 mph,30.01,2024-12-08T23:59:51-0500,1733720391,26,26,34,22,20,20,20,Cloudy,Cloudy,07,26,2024-11-08 23:59:00,04:07 PM,07:09 AM,Bethlehem,44.28,-71.69
10,True,76,76,W 6 mph,30.0,2024-12-08T23:54:44-0500,1733720084,33,33,37,25,27,27,26,Cloudy,Cloudy,07,26,2024-11-08 23:54:00,04:12 PM,07:08 AM,Blodgett Landing,43.38,-72.04
10,True,79,79,NW 5 mph,29.99,2024-12-08T23:56:51-0500,1733720211,36,36,39,27,32,32,30,Cloudy,Cloudy,07,26,2024-11-08 23:56:00,04:12 PM,07:07 AM,Bradford,43.27,-71.96
10,True,70,70,WSW 3 mph,29.99,2024-12-08T23:52:00-0500,1733719920,33,33,36,25,31,31,25,P Cloudy,Partly Cloudy,35,29,2024-11-08 23:52:00,04:10 PM,07:07 AM,Bristol,43.6,-71.75
10,True,80,80,WNW 3 mph,30.01,2024-12-08T23:57:34-0500,1733720254,30,30,37,25,30,30,25,M Cloudy,Mostly Cloudy,38,27,2024-11-08 23:57:00,04:11 PM,07:09 AM,Canaan,43.65,-72.02
10,True,68,68,WSW 6 mph,29.97,2024-12-09T00:00:05-0500,1733720405,32,32,37,24,27,27,23,P Cloudy,Partly Cloudy,35,29,2024-11-09 00:00:00,04:07 PM,07:06 AM,Center Ossipee,43.75,-71.15
10,True,72,72,W 11 mph,29.97,2024-12-09T00:00:24-0500,1733720424,32,32,36,24,23,23,24,P Cloudy,Partly Cloudy,35,29,2024-11-09 00:00:00,04:08 PM,07:08 AM,Center Sandwich,43.81,-71.44
10,True,79,79,WNW 5 mph,30.0,2024-12-08T23:57:37-0500,1733720257,36,36,39,27,32,32,30,Cloudy,Cloudy,07,26,2024-11-08 23:57:00,04:14 PM,07:09 AM,Charlestown,43.24,-72.42
10,True,76,76,NNW 4 mph,30.0,2024-12-08T23:59:50-0500,1733720390,35,35,39,28,32,32,29,Cloudy,Cloudy,07,26,2024-11-08 23:59:00,04:13 PM,07:09 AM,Claremont city,43.38,-72.34
9,True,78,78,WNW 6 mph,29.99,2024-12-08T23:58:34-0500,1733720314,27,27,32,18,20,20,21,Cloudy,Cloudy,07,26,2024-11-08 23:58:00,04:04 PM,07:11 AM,Colebrook,44.89,-71.49
10,True,78,78,NNW 5 mph,29.98,2024-12-08T23:52:24-0500,1733719944,35,35,41,28,31,31,29,Cloudy,Cloudy,07,26,2024-11-08 23:52:00,04:10 PM,07:05 AM,Concord city,43.23,-71.56
10,True,81,81,N 5 mph,29.98,2024-12-08T23:59:24-0500,1733720364,35,35,40,28,31,31,30,Cloudy,Cloudy,07,26,2024-11-08 23:59:00,04:11 PM,07:06 AM,Contoocook,43.22,-71.71
10,True,75,75,W 13 mph,29.95,2024-12-08T23:53:47-0500,1733720027,28,28,37,20,18,18,22,Fair,Fair,34,33,2024-11-08 23:53:00,04:06 PM,07:06 AM,Conway,43.98,-71.13
10,True,76,76,NNW 8 mph,29.96,2024-12-08T23:59:02-0500,1733720342,38,38,42,29,32,32,31,M Cloudy,Mostly Cloudy,38,27,2024-11-08 23:59:00,04:10 PM,07:03 AM,Derry,42.89,-71.28
10,True,73,73,NW 6 mph,29.96,2024-12-08T23:59:28-0500,1733720368,37,37,41,31,33,33,29,M Cloudy,Mostly Cloudy,38,27,2024-11-08 23:59:00,04:08 PM,07:03 AM,Dover city,43.19,-70.88
10,True,74,74,NW 5 mph,29.96,2024-12-08T23:50:55-0500,1733719855,37,37,41,30,33,33,30,Cloudy,Cloudy,07,26,2024-11-08 23:50:00,04:08 PM,07:03 AM,Durham,43.14,-70.92
10,True,77,77,NW 3 mph,29.96,2024-12-08T23:51:09-0500,1733719869,39,39,44,30,37,37,32,Cloudy,Cloudy,07,26,2024-11-08 23:51:00,04:11 PM,07:04 AM,East Merrimack,42.87,-71.48
10,True,76,76,SW 4 mph,30.01,2024-12-08T23:54:33-0500,1733720073,33,33,38,26,29,29,26,Cloudy,Cloudy,07,26,2024-11-08 23:54:00,04:11 PM,07:09 AM,Enfield,43.64,-72.15
10,True,77,77,NW 6 mph,29.96,2024-12-09T00:00:38-0500,1733720438,38,38,41,30,33,33,31,M Cloudy,Mostly Cloudy,38,27,2024-11-09 00:00:00,04:09 PM,07:04 AM,Epping,43.03,-71.09
10,True,77,77,NW 6 mph,29.96,2024-12-08T23:56:59-0500,1733720219,39,39,43,30,34,34,32,M Cloudy,Mostly Cloudy,38,27,2024-11-08 23:56:00,04:09 PM,07:02 AM,Exeter,42.98,-70.95
