datetime,location,incident_number,details,retrieval_date
11/25/2024 00:21,887 HANOVER ST: @SHELL HANOVER ST,24093834,BUSINESS CHECK,2024-11-26
11/25/2024 17:13,24094013,,,2024-11-26
11/25/2024 15:24,20 Boynton St,24093983,ACCIDENT WITH INJURY,2024-11-26
11/25/2024 15:26,1211 S Mammoth Rd: @BACKYARD BREWERY & KITCHEN,24093985,ACCIDENT,2024-11-26
11/25/2024 15:30,800 Holt Ave: @TEMPCO TOOL,24093984,DISABLED MOTOR VEHICLE,2024-11-26
11/25/2024 15:38,57 Ash St,24093986,SUSPICIOUS ACTIVITY,2024-11-26
11/25/2024 15:40,293 Wilson St: @HOPE FOR RECOVERY,24093988,PROSTITUTION,2024-11-26
11/25/2024 15:41,Grove St / Beech St,24093987,CHECK SUBJECT,2024-11-26
11/25/2024 15:44,140 Mitchell St: @OUR LADY OF THE CEDARS CHURCH,24093990,CHECK AREA FOR PROBLEM,2024-11-26
11/25/2024 15:50,725 Gold St: @WALMART,24093989,CHECK CONDITION OF SUBJECT,2024-11-26
11/25/2024 15:52,35 Reed St,24093991,CHECK AREA FOR PROBLEM,2024-11-26
11/25/2024 15:56,166 Hidden Oak Way,24093993,STALKING ORDER,2024-11-26
11/25/2024 16:03,North Commercial St,24093992,,2024-11-26
11/25/2024 16:09,403 Second St: @FAMILY DOLLAR 403 Second St,24093994,KIDS PROBLEM,2024-11-26
11/25/2024 16:09,Spring St / Canal St,24093995,CHECK AREA FOR PROBLEM,2024-11-26
11/25/2024 16:15,309 Pine St: @INDEPENDENT SERVICES NETWORK,24093996,CHECK AREA FOR PROBLEM,2024-11-26
11/25/2024 16:20,SALMON ST / PINE ST,24093998,TRAFFIC STOP,2024-11-26
11/25/2024 16:21,210 EDDY RD: @MOBIL MART,24093999,BUSINESS CHECK,2024-11-26
11/25/2024 16:32,259 Chestnut St,24094001,NOISE COMPLAINT,2024-11-26
11/25/2024 16:41,445 Willow St: @VALLEY STREET JAIL,24094002,WAGON TRANSPORT,2024-11-26
11/25/2024 16:44,1250 S Willow St: @QUIRK CHEVROLET,24094004,ACCIDENT,2024-11-26
11/25/2024 16:45,CHESTNUT ST / LOWELL ST,24094003,HOTSPOT PATROL,2024-11-26
11/25/2024 16:49,405 Valley St: @MPD,24094005,ADDED INFO TO PREVIOUS CASE,2024-11-26
11/25/2024 16:53,S WILLOW ST / S PORTER ST,24094006,ACCIDENT,2024-11-26
11/25/2024 16:55,755 ELM ST: @VETERAN'S PARK,24094007,SPECIAL ATTENTION,2024-11-26
11/25/2024 16:57,1056 River Rd: @YDC,24094008,SPECIAL ATTENTION,2024-11-26
11/25/2024 16:58,125 Bridge St: @PULASKI PARK,24094009,CHECK SUBJECT,2024-11-26
11/25/2024 15:22,Silver St / Beech St,24093982,ACCIDENT WITH INJURY,2024-11-26
11/25/2024 15:20,460 Elm St: @MARKET BASKET,24093981,CHECK AREA FOR PROBLEM,2024-11-26
11/25/2024 15:17,405 Valley St: @MPD,24093979,ADMINISTRATIVE MISC,2024-11-26
11/25/2024 14:14,MAPLE ST / PRESCOTT ST,24093962,TRAFFIC STOP,2024-11-26
11/25/2024 13:38,48 Belair St,24093951,SUSPICIOUS ACTIVITY,2024-11-26
11/25/2024 13:47,29 KOSCIUSZKO ST: @APPLE THERAPY SERVICES,24093952,BUSINESS CHECK,2024-11-26
11/25/2024 13:47,175 CHESTNUT ST: @KALIVAS HI RISE,24093953,SPECIAL ATTENTION,2024-11-26
11/25/2024 13:57,525 Lincoln St,24093955,CHECK CONDITION OF SUBJECT,2024-11-26
