datetime,location,incident_number,details,retrieval_date
11/08/2024 00:01,85 S Main St: @7-ELEVEN S MAIN ST,24089675,BUSINESS CHECK,2024-11-09
11/08/2024 17:01,223 James A Pollock Dr: @PARKER VARNEY SCHOOL,24089860,CUSTODY DISPUTE,2024-11-09
11/08/2024 16:29,Elm St / W Bridge St: @Bridge Street Bridge,24089845,TRAFFIC STOP,2024-11-09
11/08/2024 16:37,Union St / Lake Ave,24089847,THEFT,2024-11-09
11/08/2024 16:41,790 S Porter St: @LAURETTE SWEENEY APTS,24089848,MENTAL HEALTH ISSUE,2024-11-09
11/08/2024 16:41,790 S Porter St: @LAURETTE SWEENEY APTS,24089850,MENTAL HEALTH ISSUE,2024-11-09
11/08/2024 16:43,1019 SECOND ST: @ALLTOWN MOBIL SECOND ST,24089849,HARRASSMENT,2024-11-09
11/08/2024 16:43,1019 SECOND ST: @ALLTOWN MOBIL SECOND ST,24089851,BUSINESS CHECK,2024-11-09
11/08/2024 16:45,11 Third St,24089855,CRIMINAL THREATENING,2024-11-09
11/08/2024 16:45,Goffstown Rd / Coolidge Ave,24089852,ACCIDENT,2024-11-09
11/08/2024 16:46,455 Union St: @MAYNARD SCHOOL APARTMENTS,24089854,HOMELESS ISSUES,2024-11-09
11/08/2024 16:46,210 EDDY RD: @MOBIL MART,24089853,BUSINESS CHECK,2024-11-09
11/08/2024 16:47,202 Wilson St,24089856,CHECK CONDITION OF SUBJECT,2024-11-09
11/08/2024 16:51,234 Wilson St,24089858,CHECK CONDITION OF SUBJECT,2024-11-09
11/08/2024 16:52,Union St / Carpenter St,24089857,TRAFFIC STOP,2024-11-09
11/08/2024 16:55,443 Chestnut St: @VICTORY PARK,24089859,CHECK SUBJECT,2024-11-09
11/08/2024 17:04,259 Union St,24089863,CRIMINAL MISCHIEF,2024-11-09
11/08/2024 00:09,616 Union St,24089676,CHECK CONDITION OF SUBJECT,2024-11-09
11/08/2024 17:04,35 W BROOK ST: @RECORDS FORCE,24089861,ALARM BURGLARY,2024-11-09
11/08/2024 17:05,1 City Hall Plz: @CITY HALL,24089862,ACCIDENT HIT AND RUN,2024-11-09
11/08/2024 17:08,21 W RIVER DR: @COLONIAL VILLAGE #21,24089865,CHECK AREA FOR PROBLEM,2024-11-09
11/08/2024 17:11,40 Lake Ave: @Residence Inn,24089866,TRAFFIC STOP,2024-11-09
11/08/2024 17:12,684 Montgomery St,24089867,DCYF REFERRAL,2024-11-09
11/08/2024 17:12,1500 S Willow St: @A World Apart (Mall of New Hamp,24089868,DCYF REFERRAL,2024-11-09
11/08/2024 17:14,4 Spring Valley St,24089869,MEDICAL PROBLEM,2024-11-09
11/08/2024 17:17,Beech St / Shasta St,24089870,TRAFFIC STOP,2024-11-09
