visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
6,True,84,84,SSW 7 mph,29.85,2024-11-10T23:52:58-0500,1731300778,45,45,53,28,42,42,41,Cloudy,Cloudy,07,26,2024-10-10 23:52:00,04:24 PM,06:33 AM,Alton,43.46,-71.22
7,True,90,90,ESE 3 mph,29.85,2024-11-10T23:53:10-0500,1731300790,47,47,57,28,47,47,44,Rain,Rain,18,12,2024-10-10 23:53:00,04:27 PM,06:33 AM,Amherst,42.86,-71.62
7,True,93,93,S 8 mph,29.82,2024-11-11T00:00:07-0500,1731301207,44,44,54,27,39,39,42,Rain,Rain,18,12,2024-10-11 00:00:00,04:27 PM,06:36 AM,Antrim,43.04,-71.95
7,True,97,97,SSW 2 mph,29.85,2024-11-10T23:52:00-0500,1731300720,40,40,53,26,40,40,39,Showers Near,Showers in the Vicinity,38,27,2024-10-10 23:52:00,04:25 PM,06:35 AM,Ashland,43.7,-71.63
10,True,99,99,W 20 mph,29.82,2024-11-10T23:50:35-0500,1731300635,41,41,52,29,31,31,40,Cloudy/Wind,Cloudy/Wind,07,26,2024-10-10 23:50:00,04:23 PM,06:34 AM,Bartlett,44.07,-71.28
7,True,84,84,S 6 mph,29.85,2024-11-10T23:54:30-0500,1731300870,45,45,54,27,42,42,41,Rain Shower,Rain Shower,12,11,2024-10-10 23:54:00,04:25 PM,06:34 AM,Belmont,43.44,-71.48
7,True,93,93,S 8 mph,29.83,2024-11-10T23:58:18-0500,1731301098,44,44,55,27,40,40,42,Rain,Rain,18,12,2024-10-10 23:58:00,04:28 PM,06:34 AM,Bennington,43.0,-71.92
10,True,90,90,W 8 mph,29.81,2024-11-11T00:00:07-0500,1731301207,39,39,51,23,33,33,36,Showers Near,Showers in the Vicinity,38,27,2024-10-11 00:00:00,04:21 PM,06:37 AM,Berlin city,44.49,-71.26
9,True,91,91,S 4 mph,29.8,2024-11-10T23:54:14-0500,1731300854,38,38,51,23,35,35,36,Showers Near,Showers in the Vicinity,07,26,2024-10-10 23:54:00,04:24 PM,06:36 AM,Bethlehem,44.28,-71.69
7,True,85,85,S 5 mph,29.82,2024-11-10T23:52:37-0500,1731300757,44,44,52,25,42,42,40,Rain Shower,Rain Shower,12,11,2024-10-10 23:52:00,04:28 PM,06:36 AM,Blodgett Landing,43.38,-72.04
7,True,84,84,S 7 mph,29.82,2024-11-10T23:58:55-0500,1731301135,46,46,54,27,43,43,42,Rain Shower,Rain Shower,12,11,2024-10-10 23:58:00,04:28 PM,06:35 AM,Bradford,43.27,-71.96
7,True,89,89,S 4 mph,29.84,2024-11-10T23:57:25-0500,1731301045,42,42,54,25,39,39,39,Rain Shower,Rain Shower,12,11,2024-10-10 23:57:00,04:26 PM,06:35 AM,Bristol,43.6,-71.75
7,True,97,97,SE 3 mph,29.83,2024-11-10T23:55:14-0500,1731300914,41,41,52,24,39,39,40,Rain Shower,Rain Shower,12,11,2024-10-10 23:55:00,04:27 PM,06:36 AM,Canaan,43.65,-72.02
8,True,77,77,SSW 7 mph,29.84,2024-11-10T23:58:31-0500,1731301111,45,45,53,26,41,41,38,Cloudy,Cloudy,07,26,2024-10-10 23:58:00,04:23 PM,06:33 AM,Center Ossipee,43.75,-71.15
7,True,92,92,WSW 8 mph,29.85,2024-11-10T23:54:08-0500,1731300848,42,42,51,29,37,37,40,Cloudy,Cloudy,07,26,2024-10-10 23:54:00,04:24 PM,06:34 AM,Center Sandwich,43.81,-71.44
10,True,87,87,SSE 7 mph,29.81,2024-11-10T23:59:58-0500,1731301198,45,45,51,25,41,41,41,Showers Near,Showers in the Vicinity,07,26,2024-10-10 23:59:00,04:30 PM,06:37 AM,Charlestown,43.24,-72.42
7,True,77,77,S 7 mph,29.82,2024-11-10T23:56:33-0500,1731300993,47,47,51,25,43,43,40,Rain Shower,Rain Shower,12,11,2024-10-10 23:56:00,04:29 PM,06:37 AM,Claremont city,43.38,-72.34
9,True,90,90,SSE 5 mph,29.79,2024-11-10T23:52:50-0500,1731300770,40,40,51,24,37,37,38,Cloudy,Cloudy,07,26,2024-10-10 23:52:00,04:22 PM,06:37 AM,Colebrook,44.89,-71.49
7,True,92,92,SE 4 mph,29.85,2024-11-10T23:57:35-0500,1731301055,44,44,55,25,42,42,42,Rain,Rain,18,12,2024-10-10 23:57:00,04:26 PM,06:33 AM,Concord city,43.23,-71.56
7,True,91,91,ESE 4 mph,29.84,2024-11-10T23:55:19-0500,1731300919,45,45,56,26,43,43,42,Rain,Rain,18,12,2024-10-10 23:55:00,04:27 PM,06:34 AM,Contoocook,43.22,-71.71
10,True,76,76,WSW 13 mph,29.84,2024-11-10T23:52:02-0500,1731300722,46,46,55,26,40,40,39,Showers Near,Showers in the Vicinity,38,27,2024-10-10 23:52:00,04:23 PM,06:33 AM,Conway,43.98,-71.13
7,True,92,92,S 5 mph,29.87,2024-11-10T23:51:04-0500,1731300664,45,45,56,29,42,42,43,Rain,Rain,18,12,2024-10-10 23:51:00,04:26 PM,06:31 AM,Derry,42.89,-71.28
7,True,87,87,SSW 4 mph,29.87,2024-11-10T23:54:52-0500,1731300892,46,46,57,28,44,44,42,Rain Shower,Rain Shower,12,11,2024-10-10 23:54:00,04:24 PM,06:31 AM,Dover city,43.19,-70.88
7,True,91,91,SSW 4 mph,29.87,2024-11-10T23:55:06-0500,1731300906,45,45,56,28,43,43,43,Rain Shower,Rain Shower,12,11,2024-10-10 23:55:00,04:24 PM,06:31 AM,Durham,43.14,-70.92
7,True,91,91,SE 6 mph,29.85,2024-11-11T00:00:08-0500,1731301208,47,47,58,28,44,44,44,Rain,Rain,18,12,2024-10-11 00:00:00,04:26 PM,06:33 AM,East Merrimack,42.87,-71.48
7,True,90,90,S 5 mph,29.82,2024-11-11T00:00:05-0500,1731301205,43,43,53,24,39,39,40,Rain Shower,Rain Shower,12,11,2024-10-11 00:00:00,04:26 PM,06:38 AM,Enfield,43.64,-72.15
7,True,92,92,S 4 mph,29.87,2024-11-10T23:51:05-0500,1731300665,46,46,56,26,44,44,44,Rain,Rain,18,12,2024-10-10 23:51:00,04:25 PM,06:31 AM,Epping,43.03,-71.09
7,True,91,91,S 4 mph,29.87,2024-11-10T23:52:03-0500,1731300723,47,47,55,28,45,45,44,Rain,Rain,18,12,2024-10-10 23:52:00,04:24 PM,06:30 AM,Exeter,42.98,-70.95
7,True,79,79,SSW 5 mph,29.86,2024-11-10T23:55:34-0500,1731300934,47,47,55,29,44,44,41,Rain Shower,Rain Shower,12,11,2024-10-10 23:55:00,04:24 PM,06:32 AM,Farmington,43.4,-71.07
6,True,89,89,SSE 4 mph,29.84,2024-11-10T23:52:29-0500,1731300749,44,44,55,25,42,42,41,Rain Shower,Rain Shower,12,11,2024-10-10 23:52:00,04:26 PM,06:34 AM,Franklin city,43.45,-71.67
7,True,95,95,SSE 4 mph,29.85,2024-11-10T23:53:21-0500,1731300801,44,44,56,27,42,42,43,Rain,Rain,18,12,2024-10-10 23:53:00,04:27 PM,06:33 AM,Goffstown,43.02,-71.6
10,True,84,84,W 15 mph,29.81,2024-11-10T23:52:52-0500,1731300772,43,43,52,27,36,36,39,Showers Near,Showers in the Vicinity,07,26,2024-10-10 23:52:00,04:22 PM,06:35 AM,Gorham,44.39,-71.19
10,True,87,87,S 6 mph,29.84,2024-11-11T00:00:04-0500,1731301204,46,46,54,26,43,43,43,Cloudy,Cloudy,07,26,2024-10-11 00:00:00,04:27 PM,06:34 AM,Greenville,42.77,-71.8
8,True,90,90,S 3 mph,29.8,2024-11-10T23:56:15-0500,1731300975,40,40,50,24,38,38,37,Showers Near,Showers in the Vicinity,07,26,2024-10-10 23:56:00,04:23 PM,06:36 AM,Groveton,44.6,-71.52
5,True,89,89,S 6 mph,29.87,2024-11-11T00:00:04-0500,1731301204,47,47,56,31,44,44,44,Rain,Rain,18,12,2024-10-11 00:00:00,04:23 PM,06:31 AM,Hampton,42.94,-70.83
5,True,88,88,S 7 mph,29.87,2024-11-10T23:58:12-0500,1731301092,48,48,55,32,45,45,45,Rain,Rain,18,12,2024-10-10 23:58:00,04:24 PM,06:30 AM,Hampton Beach,42.91,-70.81
