visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10,True,38,38,WNW 11 mph,30.06,2025-03-02T17:52:29-0500,1740955949,15,15,34,7,2,2,-6,Clear,Clear,33,31,2025-02-02 17:52:00,05:35 PM,06:19 AM,Alton,43.46,-71.22
10,True,33,33,WNW 9 mph,30.08,2025-03-02T17:56:34-0500,1740956194,21,21,35,11,11,11,-3,Clear,Clear,33,31,2025-02-02 17:56:00,05:37 PM,06:20 AM,Amherst,42.86,-71.62
10,True,37,37,WNW 7 mph,30.08,2025-03-02T17:54:07-0500,1740956047,18,18,31,8,8,8,-5,Clear,Clear,33,31,2025-02-02 17:54:00,05:38 PM,06:21 AM,Antrim,43.04,-71.95
10,True,39,39,WNW 10 mph,30.08,2025-03-02T17:54:07-0500,1740956047,15,15,32,7,2,2,-6,Clear,Clear,33,31,2025-02-02 17:54:00,05:36 PM,06:21 AM,Ashland,43.7,-71.63
7,True,47,47,W 31 mph,30.05,2025-03-02T17:53:55-0500,1740956035,11,11,33,6,-12,-12,-6,Clear/Wind,Clear/Wind,33,31,2025-02-02 17:53:00,05:34 PM,06:20 AM,Bartlett,44.07,-71.28
10,True,35,35,WNW 10 mph,30.08,2025-03-02T17:58:34-0500,1740956314,17,17,34,8,5,5,-6,Clear,Clear,33,31,2025-02-02 17:58:00,05:36 PM,06:20 AM,Belmont,43.44,-71.48
10,True,37,37,WNW 8 mph,30.09,2025-03-02T17:59:03-0500,1740956343,18,18,31,8,8,8,-4,Clear,Clear,33,31,2025-02-02 17:59:00,05:38 PM,06:21 AM,Bennington,43.0,-71.92
10,True,51,51,WNW 13 mph,30.11,2025-03-02T18:00:36-0500,1740956436,6,6,28,1,-11,-11,-9,Clear,Clear,33,31,2025-02-02 18:00:00,05:34 PM,06:20 AM,Berlin city,44.49,-71.26
10,True,51,51,WNW 5 mph,30.14,2025-03-02T17:57:52-0500,1740956272,6,6,27,-2,-4,-4,-9,Clear,Clear,33,31,2025-02-02 17:57:00,05:36 PM,06:21 AM,Bethlehem,44.28,-71.69
10,True,38,38,NW 9 mph,30.09,2025-03-02T17:54:50-0500,1740956090,15,15,28,4,3,3,-6,Clear,Clear,33,31,2025-02-02 17:54:00,05:38 PM,06:22 AM,Blodgett Landing,43.38,-72.04
10,True,36,36,NW 8 mph,30.09,2025-03-02T17:59:09-0500,1740956349,17,17,31,8,7,7,-5,Clear,Clear,33,31,2025-02-02 17:59:00,05:38 PM,06:22 AM,Bradford,43.27,-71.96
10,True,36,36,NW 8 mph,30.09,2025-03-02T18:00:38-0500,1740956438,15,15,32,6,5,5,-7,Clear,Clear,33,31,2025-02-02 18:00:00,05:37 PM,06:21 AM,Bristol,43.6,-71.75
10,True,39,39,NW 10 mph,30.1,2025-03-02T17:55:24-0500,1740956124,14,14,29,5,1,1,-6,Clear,Clear,33,31,2025-02-02 17:55:00,05:38 PM,06:22 AM,Canaan,43.65,-72.02
10,True,35,35,W 9 mph,30.05,2025-03-02T17:57:36-0500,1740956256,15,15,35,8,4,4,-7,Clear,Clear,33,31,2025-02-02 17:57:00,05:34 PM,06:19 AM,Center Ossipee,43.75,-71.15
10,True,41,41,W 16 mph,30.06,2025-03-02T17:54:21-0500,1740956061,13,13,32,6,-3,-3,-6,Clear,Clear,33,31,2025-02-02 17:54:00,05:35 PM,06:20 AM,Center Sandwich,43.81,-71.44
10,True,36,36,NW 5 mph,30.1,2025-03-02T17:51:57-0500,1740955917,18,18,29,7,10,10,-5,Clear,Clear,33,31,2025-02-02 17:51:00,05:40 PM,06:23 AM,Charlestown,43.24,-72.42
10,True,35,35,NW 7 mph,30.11,2025-03-02T18:00:30-0500,1740956430,17,17,30,8,8,8,-5,Clear,Clear,33,31,2025-02-02 18:00:00,05:39 PM,06:23 AM,Claremont city,43.38,-72.34
