visibility,valid,humidity,humidity_S,wind,barometricPressure,validTimeLocal,validTimeUtc,temperature_S,temperature,high,low,feelsLikeTemperature,feelsLikeTemperature_S,dewPoint,shortDescription,description,icon,iconCode,lastUpdated,sunsetTime,sunriseTime,city_name,latitude,longitude
10,True,61,61,WSW 3 mph,30.06,2025-07-26T23:58:04-0400,1753588684,66,66,82,58,66,66,52,Clear,Clear,33,31,2025-06-26 23:58:00,08:13 PM,05:28 AM,Alton,43.46,-71.22
9,True,73,73,NNE 1 mph,30.07,2025-07-26T23:55:02-0400,1753588502,66,66,84,62,66,66,57,Fair,Fair,34,33,2025-06-26 23:55:00,08:13 PM,05:32 AM,Amherst,42.86,-71.62
8,True,79,79,WNW 2 mph,30.06,2025-07-26T23:54:50-0400,1753588490,64,64,83,57,64,64,58,Clear,Clear,33,31,2025-06-26 23:54:00,08:15 PM,05:33 AM,Antrim,43.04,-71.95
8,True,83,83,WNW 1 mph,30.05,2025-07-26T23:59:42-0400,1753588782,63,63,83,55,63,63,57,Clear,Clear,33,31,2025-06-26 23:59:00,08:15 PM,05:29 AM,Ashland,43.7,-71.63
8,True,85,85,W 10 mph,30.05,2025-07-27T00:00:01-0400,1753588801,63,63,82,55,62,62,58,Clear,Clear,33,31,2025-06-27 00:00:00,08:14 PM,05:28 AM,Bartlett,44.07,-71.28
10,True,66,66,NE 3 mph,30.06,2025-07-26T23:52:32-0400,1753588352,66,66,82,57,66,66,54,Clear,Clear,33,31,2025-06-26 23:52:00,08:14 PM,05:29 AM,Belmont,43.44,-71.48
8,True,83,83,SW 3 mph,30.07,2025-07-27T00:00:06-0400,1753588806,63,63,84,56,63,63,58,Fair,Fair,34,33,2025-06-27 00:00:00,08:13 PM,05:34 AM,Bennington,43.0,-71.92
7,True,85,85,W 3 mph,30.04,2025-07-27T00:00:32-0400,1753588832,59,59,79,50,59,59,55,Clear,Clear,33,31,2025-06-27 00:00:00,08:15 PM,05:26 AM,Berlin city,44.49,-71.26
7,True,84,84,N 1 mph,30.04,2025-07-26T23:54:59-0400,1753588499,60,60,80,52,60,60,55,Clear,Clear,33,31,2025-06-26 23:54:00,08:17 PM,05:28 AM,Bethlehem,44.28,-71.69
8,True,74,74,N 1 mph,30.05,2025-07-26T23:51:53-0400,1753588313,64,64,80,55,64,64,56,Clear,Clear,33,31,2025-06-26 23:51:00,08:16 PM,05:32 AM,Blodgett Landing,43.38,-72.04
8,True,76,76,NNW 1 mph,30.05,2025-07-26T23:56:56-0400,1753588616,65,65,82,58,65,65,57,Clear,Clear,33,31,2025-06-26 23:56:00,08:15 PM,05:32 AM,Bradford,43.27,-71.96
9,True,82,82,N 0 mph,30.05,2025-07-26T23:54:22-0400,1753588462,62,62,83,56,62,62,57,Clear,Clear,33,31,2025-06-26 23:54:00,08:16 PM,05:30 AM,Bristol,43.6,-71.75
7,True,87,87,N 1 mph,30.05,2025-07-27T00:00:05-0400,1753588805,61,61,79,53,61,61,57,Clear,Clear,33,31,2025-06-27 00:00:00,08:16 PM,05:32 AM,Canaan,43.65,-72.02
10,True,73,73,WNW 3 mph,30.05,2025-07-26T23:53:02-0400,1753588382,64,64,83,55,64,64,55,Clear,Clear,33,31,2025-06-26 23:53:00,08:14 PM,05:27 AM,Center Ossipee,43.75,-71.15
9,True,85,85,NW 2 mph,30.06,2025-07-26T23:50:42-0400,1753588242,62,62,80,53,62,62,58,Clear,Clear,33,31,2025-06-26 23:50:00,08:15 PM,05:28 AM,Center Sandwich,43.81,-71.44
7,True,77,77,E 2 mph,30.05,2025-07-26T23:54:53-0400,1753588493,66,66,83,59,66,66,59,Fair,Fair,34,33,2025-06-26 23:54:00,08:17 PM,05:34 AM,Charlestown,43.24,-72.42
7,True,75,75,N 1 mph,30.05,2025-07-26T23:53:28-0400,1753588408,66,66,82,58,66,66,58,Clear,Clear,33,31,2025-06-26 23:53:00,08:17 PM,05:33 AM,Claremont city,43.38,-72.34
7,True,91,91,NW 1 mph,30.03,2025-07-26T23:58:35-0400,1753588715,60,60,79,48,60,60,57,Clear,Clear,33,31,2025-06-26 23:58:00,08:18 PM,05:25 AM,Colebrook,44.89,-71.49
10,True,69,69,ENE 2 mph,30.06,2025-07-26T23:51:41-0400,1753588301,65,65,84,57,65,65,55,Clear,Clear,33,31,2025-06-26 23:51:00,08:14 PM,05:30 AM,Concord city,43.23,-71.56
9,True,72,72,NNE 1 mph,30.06,2025-07-26T23:56:10-0400,1753588570,64,64,82,57,64,64,55,Clear,Clear,33,31,2025-06-26 23:56:00,08:14 PM,05:31 AM,Contoocook,43.22,-71.71
9,True,80,80,WNW 5 mph,30.05,2025-07-26T23:51:34-0400,1753588294,64,64,84,55,64,64,57,Clear,Clear,33,31,2025-06-26 23:51:00,08:14 PM,05:26 AM,Conway,43.98,-71.13
10,True,62,62,SSE 4 mph,30.07,2025-07-26T23:53:22-0400,1753588402,66,66,82,61,66,66,53,Fair,Fair,34,33,2025-06-26 23:53:00,08:12 PM,05:30 AM,Derry,42.89,-71.28
10,True,64,64,N 2 mph,30.07,2025-07-27T00:00:05-0400,1753588805,63,63,83,60,63,63,51,P Cloudy,Partly Cloudy,35,29,2025-06-27 00:00:00,08:10 PM,05:29 AM,Dover city,43.19,-70.88
10,True,62,62,N 2 mph,30.07,2025-07-26T23:55:44-0400,1753588544,63,63,82,60,63,63,50,P Cloudy,Partly Cloudy,35,29,2025-06-26 23:55:00,08:11 PM,05:28 AM,Durham,43.14,-70.92
10,True,69,69,S 4 mph,30.07,2025-07-27T00:00:39-0400,1753588839,67,67,85,61,67,67,57,P Cloudy,Partly Cloudy,35,29,2025-06-27 00:00:00,08:11 PM,05:32 AM,East Merrimack,42.87,-71.48
8,True,84,84,N 0 mph,30.05,2025-07-26T23:52:24-0400,1753588344,62,62,80,55,62,62,58,Clear,Clear,33,31,2025-06-26 23:52:00,08:17 PM,05:32 AM,Enfield,43.64,-72.15
10,True,64,64,ENE 2 mph,30.07,2025-07-26T23:52:03-0400,1753588323,63,63,83,59,63,63,50,P Cloudy,Partly Cloudy,35,29,2025-06-26 23:52:00,08:11 PM,05:29 AM,Epping,43.03,-71.09
10,True,58,58,SSE 3 mph,30.07,2025-07-26T23:51:55-0400,1753588315,65,65,82,60,65,65,50,P Cloudy,Partly Cloudy,35,29,2025-06-26 23:51:00,08:11 PM,05:29 AM,Exeter,42.98,-70.95
10,True,64,64,NNW 2 mph,30.06,2025-07-26T23:57:31-0400,1753588651,65,65,82,59,65,65,52,Clear,Clear,33,31,2025-06-26 23:57:00,08:12 PM,05:28 AM,Farmington,43.4,-71.07
9,True,73,73,N 2 mph,30.06,2025-07-26T23:57:51-0400,1753588671,64,64,83,55,64,64,55,Clear,Clear,33,31,2025-06-26 23:57:00,08:15 PM,05:30 AM,Franklin city,43.45,-71.67
9,True,70,70,SE 3 mph,30.06,2025-07-26T23:58:48-0400,1753588728,66,66,83,58,66,66,56,P Cloudy,Partly Cloudy,35,29,2025-06-26 23:58:00,08:13 PM,05:31 AM,Goffstown,43.02,-71.6
7,True,79,79,W 5 mph,30.04,2025-07-26T23:56:29-0400,1753588589,64,64,81,53,64,64,57,Clear,Clear,33,31,2025-06-26 23:56:00,08:16 PM,05:25 AM,Gorham,44.39,-71.19
8,True,83,83,W 2 mph,30.07,2025-07-26T23:55:47-0400,1753588547,63,63,82,58,63,63,57,Clear,Clear,33,31,2025-06-26 23:55:00,08:13 PM,05:33 AM,Greenville,42.77,-71.8
7,True,91,91,NNW 0 mph,30.04,2025-07-26T23:50:55-0400,1753588255,61,61,80,51,61,61,58,Clear,Clear,33,31,2025-06-26 23:50:00,08:18 PM,05:26 AM,Groveton,44.6,-71.52
10,True,55,55,S 5 mph,30.07,2025-07-26T23:54:20-0400,1753588460,67,67,80,63,67,67,50,P Cloudy,Partly Cloudy,35,29,2025-06-26 23:54:00,08:10 PM,05:28 AM,Hampton,42.94,-70.83
10,True,60,60,S 5 mph,30.07,2025-07-26T23:57:32-0400,1753588652,67,67,78,63,67,67,53,P Cloudy,Partly Cloudy,35,29,2025-06-26 23:57:00,08:10 PM,05:28 AM,Hampton Beach,42.91,-70.81
8,True,84,84,W 2 mph,30.07,2025-07-26T23:52:22-0400,1753588342,63,63,83,56,63,63,58,Clear,Clear,33,31,2025-06-26 23:52:00,08:15 PM,05:33 AM,Hancock,42.97,-71.98
7,True,91,91,NNW 0 mph,30.04,2025-07-26T23:55:25-0400,1753588525,62,62,82,56,62,62,59,Clear,Clear,33,31,2025-06-26 23:55:00,08:18 PM,05:32 AM,Hanover,43.71,-72.28
8,True,71,71,N 2 mph,30.06,2025-07-26T23:56:12-0400,1753588572,66,66,82,59,66,66,57,Clear,Clear,33,31,2025-06-26 23:56:00,08:15 PM,05:32 AM,Henniker,43.18,-71.82
8,True,74,74,W 2 mph,30.06,2025-07-26T23:59:36-0400,1753588776,66,66,82,58,66,66,57,Clear,Clear,33,31,2025-06-26 23:59:00,08:15 PM,05:32 AM,Hillsborough,43.11,-71.9
7,True,87,87,ESE 2 mph,30.07,2025-07-26T23:58:43-0400,1753588723,65,65,84,59,65,65,61,Clear,Clear,33,31,2025-06-26 23:58:00,08:16 PM,05:35 AM,Hinsdale,42.79,-72.49
10,True,61,61,SE 4 mph,30.06,2025-07-26T23:57:40-0400,1753588660,69,69,83,61,69,69,55,Fair,Fair,34,33,2025-06-26 23:57:00,08:13 PM,05:30 AM,Hooksett,43.09,-71.46
10,True,62,62,ENE 2 mph,30.07,2025-07-26T23:57:48-0400,1753588668,70,70,85,64,70,70,56,Clear,Clear,33,31,2025-06-26 23:57:00,08:12 PM,05:31 AM,Hudson,42.76,-71.43
6,True,82,82,S 3 mph,30.12,2025-07-26T23:56:49-0400,1753588609,64,64,82,56,64,64,58,Fair,Fair,34,33,2025-06-26 23:56:00,08:14 PM,05:33 AM,Jaffrey,42.81,-72.02
7,True,79,79,NNE 1 mph,30.07,2025-07-26T23:59:26-0400,1753588766,66,66,85,59,66,66,60,Clear,Clear,33,31,2025-06-26 23:59:00,08:16 PM,05:34 AM,Keene city,42.95,-72.3
10,True,60,60,NW 3 mph,30.05,2025-07-26T23:54:34-0400,1753588474,69,69,82,59,69,69,54,Clear,Clear,33,31,2025-06-26 23:54:00,08:14 PM,05:29 AM,Laconia city,43.57,-71.48
7,True,97,97,NNW 0 mph,30.04,2025-07-26T23:52:34-0400,1753588354,59,59,82,49,59,59,58,Clear,Clear,33,31,2025-06-26 23:52:00,08:17 PM,05:27 AM,Lancaster,44.49,-71.57
7,True,77,77,NNW 0 mph,30.04,2025-07-26T23:56:38-0400,1753588598,65,65,82,57,65,65,58,Fair,Fair,34,33,2025-06-26 23:56:00,08:18 PM,05:32 AM,Lebanon city,43.64,-72.25
8,True,93,93,NW 1 mph,30.07,2025-07-26T23:52:46-0400,1753588366,58,58,78,51,58,58,56,Clear,Clear,33,31,2025-06-26 23:52:00,08:17 PM,05:28 AM,Lincoln,44.06,-71.67
7,True,83,83,NNW 1 mph,30.04,2025-07-26T23:52:29-0400,1753588349,63,63,82,53,63,63,58,Clear,Clear,33,31,2025-06-26 23:52:00,08:18 PM,05:29 AM,Lisbon,44.21,-71.91
7,True,86,86,NNW 0 mph,30.04,2025-07-26T23:53:01-0400,1753588381,61,61,80,52,61,61,57,Clear,Clear,33,31,2025-06-26 23:53:00,08:18 PM,05:28 AM,Littleton,44.32,-71.76
10,True,66,66,S 4 mph,30.07,2025-07-26T23:59:10-0400,1753588750,66,66,83,62,66,66,55,P Cloudy,Partly Cloudy,35,29,2025-06-26 23:59:00,08:12 PM,05:31 AM,Londonderry,42.85,-71.36
10,True,67,67,NE 2 mph,30.06,2025-07-26T23:56:46-0400,1753588606,63,63,83,57,63,63,52,Clear,Clear,33,31,2025-06-26 23:56:00,08:13 PM,05:30 AM,Loudon,43.28,-71.46
10,True,61,61,SE 4 mph,30.07,2025-07-26T23:51:41-0400,1753588301,68,68,84,62,68,68,54,P Cloudy,Partly Cloudy,35,29,2025-06-26 23:51:00,08:12 PM,05:31 AM,Manchester city,42.98,-71.44
